X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Gyroscope,Y-axis Gyroscope,Z-axis Gyroscope, Timestamp,Action,BUMP,Traffic congestion
0.930147, -0.521935, 8.41083, -0.366519, 0.0, -0.157079, 1576237861964,3,0,0
0.799663, -0.483628, 8.840589, -0.383972, 0.017453, -0.157079, 1576237862016,3,0,0
0.871489, -0.597353, 8.696937, -0.349065, -0.034906, -0.139626, 1576237862069,3,0,0
0.950498, -0.518344, 8.495824, -0.261799, -0.087266, -0.122173, 1576237862121,3,0,0
0.878672, -0.385466, 8.432378, -0.331612, -0.052359, -0.104719, 1576237862173,3,0,0
0.780509, -0.324414, 8.444349, -0.366519, -0.034906, -0.139626, 1576237862226,3,0,0
0.766144, -0.47046, 8.640673, -0.401425, -0.017453, -0.174532, 1576237862278,3,0,0
0.879869, -0.549469, 8.700528, -0.488692, 0.0, -0.157079, 1576237862330,3,0,0
0.899022, -0.42497, 8.477868, -0.575958, -0.034906, -0.087266, 1576237862382,3,0,0
0.881066, -0.477643, 8.416816, -0.523598, 0.0, -0.052359, 1576237862435,3,0,0
0.762553, -0.486022, 8.392874, -0.506145, 0.017453, -0.034906, 1576237862487,3,0,0
0.679953, -0.55306, 8.858546, -0.506145, 0.017453, -0.069813, 1576237862539,3,0,0
0.685938, -0.63566, 8.858546, -0.383972, 0.069813, -0.139626, 1576237862591,3,0,0
0.75537, -0.538695, 8.700528, -0.244346, 0.017453, -0.191986, 1576237862643,3,0,0
0.748188, -0.474051, 8.529343, -0.226892, 0.034906, -0.174532, 1576237862696,3,0,0
0.699106, -0.452504, 8.300697, -0.209439, 0.069813, -0.139626, 1576237862748,3,0,0
0.665588, -0.460883, 8.607155, -0.244346, 0.122173, -0.139626, 1576237862800,3,0,0
0.603338, -0.571017, 8.811859, -0.349065, 0.087266, -0.157079, 1576237862853,3,0,0
0.63566, -0.475249, 8.65863, -0.418879, -0.017453, -0.209439, 1576237862905,3,0,0
0.620098, -0.480037, 8.507795, -0.471238, -0.017453, -0.261799, 1576237862957,3,0,0
0.548272, -0.608127, 8.829815, -0.558505, 0.069813, -0.244346, 1576237863009,3,0,0
