DT_vehicleSpeed,Timestamp,Action,Bump,Traffic congestion
0.0,1569384010808.0,0,0,0
0.0,1569384011280.0,0,0,0
0.0,1569384011736.0,0,0,0
0.0,1569384012196.0,0,0,0
0.0,1569384012655.0,0,0,0
0.0,1569384013116.0,0,0,0
0.0,1569384013575.0,0,0,0
0.0,1569384014045.0,0,0,0
0.0,1569384014543.0,3,0,0
1.0,1569384014966.0,3,0,0
1.0,1569384015426.0,3,0,0
2.0,1569384015885.0,3,0,0
2.0,1569384016347.0,3,0,0
3.0,1569384016797.0,3,0,0
3.0,1569384017265.0,3,0,0
4.0,1569384017726.0,3,0,0
5.0,1569384018185.0,3,0,0
7.0,1569384018647.0,3,0,0
8.0,1569384019106.0,3,0,0
9.0,1569384019556.0,3,0,0
10.0,1569384020015.0,3,0,0
10.0,1569384020477.0,3,0,0
11.0,1569384020936.0,3,0,0
11.0,1569384021396.0,3,0,0
12.0,1569384021866.0,1,0,0
13.0,1569384022317.0,2,0,0
14.0,1569384022776.0,2,0,0
14.0,1569384023245.0,2,0,0
14.0,1569384023705.0,2,0,0
14.0,1569384024176.0,2,0,0
13.0,1569384024626.0,2,0,0
13.0,1569384025095.0,2,0,0
13.0,1569384025555.0,2,0,0
13.0,1569384026026.0,2,0,0
13.0,1569384026485.0,2,0,0
13.0,1569384026945.0,2,0,0
13.0,1569384027416.0,2,0,0
12.0,1569384027876.0,2,0,0
12.0,1569384028336.0,2,0,0
13.0,1569384028796.0,1,0,0
14.0,1569384029267.0,1,0,0
15.0,1569384029726.0,1,0,0
16.0,1569384030186.0,1,0,0
16.0,1569384030646.0,1,0,0
16.0,1569384031117.0,1,0,0
16.0,1569384031576.0,1,0,0
15.0,1569384032036.0,1,0,0
15.0,1569384032522.0,1,0,0
15.0,1569384032956.0,1,0,0
15.0,1569384033416.0,1,0,0
15.0,1569384033886.0,1,0,0
15.0,1569384034347.0,1,0,0
15.0,1569384034808.0,1,0,0
14.0,1569384035267.0,2,0,0
13.0,1569384035727.0,2,0,0
12.0,1569384036187.0,2,0,0
12.0,1569384036647.0,2,0,0
12.0,1569384037117.0,2,0,0
12.0,1569384037577.0,2,0,0
11.0,1569384038037.0,2,0,0
11.0,1569384038497.0,2,0,0
12.0,1569384038967.0,2,0,0
13.0,1569384039426.0,2,0,0
14.0,1569384039887.0,2,0,0
15.0,1569384040346.0,2,0,0
16.0,1569384040809.0,1,0,0
17.0,1569384041280.0,1,0,0
17.0,1569384041737.0,1,0,0
18.0,1569384042197.0,1,0,0
18.0,1569384042657.0,1,0,0
18.0,1569384043117.0,1,0,0
19.0,1569384043577.0,1,0,0
19.0,1569384044037.0,1,0,0
19.0,1569384044497.0,1,0,0
19.0,1569384044966.0,1,0,0
19.0,1569384045426.0,1,0,0
18.0,1569384045887.0,1,0,0
18.0,1569384046346.0,1,0,0
17.0,1569384046807.0,1,0,0
17.0,1569384047277.0,1,0,0
16.0,1569384047727.0,1,0,0
16.0,1569384048197.0,2,0,0
15.0,1569384048657.0,2,0,0
14.0,1569384049116.0,2,0,0
14.0,1569384049577.0,2,0,0
13.0,1569384050037.0,2,0,0
13.0,1569384050507.0,2,0,0
12.0,1569384050977.0,2,0,0
12.0,1569384051440.0,2,0,0
11.0,1569384051897.0,2,0,0
11.0,1569384052366.0,2,0,0
12.0,1569384052827.0,2,0,0
15.0,1569384053292.0,1,0,0
16.0,1569384053746.0,1,0,0
16.0,1569384054196.0,1,0,0
16.0,1569384054666.0,1,0,0
16.0,1569384055127.0,2,0,0
16.0,1569384055586.0,2,0,0
15.0,1569384056047.0,2,0,0
15.0,1569384056506.0,2,0,0
15.0,1569384056967.0,2,0,0
15.0,1569384057437.0,2,0,0
15.0,1569384057886.0,2,0,0
15.0,1569384058347.0,1,0,0
16.0,1569384058830.0,1,0,0
16.0,1569384059282.0,1,0,0
16.0,1569384059727.0,1,0,0
15.0,1569384060189.0,3,0,0
