X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Gyroscope,Y-axis Gyroscope,Z-axis Gyroscope, Timestamp,Action,BUMP,Traffic congestion
-0.25857377,0.090979666,9.988609,-0.19198623,-0.40142572,-0.19198623,1569384010437,0,0,0
-0.23702596,0.023942016,9.873688,-0.122173056,-0.41887903,-0.122173056,1569384010489,0,0,0
-0.29209262,0.0,9.967062,-0.19198623,-0.296706,-0.17453294,1569384010542,0,0,0
-0.19871874,0.093373865,10.019734,-0.15707964,-0.34906587,-0.15707964,1569384010595,0,0,0
-0.1364695,0.21308395,9.799467,-0.15707964,-0.45378563,-0.08726647,1569384010646,0,0,0
-0.33518824,0.09816227,9.782708,-0.19198623,-0.33161256,-0.122173056,1569384010701,0,0,0
-0.2753332,-0.14604631,10.036493,-0.19198623,-0.31415927,-0.17453294,1569384010753,0,0,0
-0.272939,0.0023942017,9.725247,-0.17453294,-0.41887903,-0.08726647,1569384010805,0,0,0
-0.29448682,-0.009576807,9.775525,-0.20943952,-0.296706,-0.13962634,1569384010858,0,0,0
-0.2681506,0.1388637,9.991004,-0.13962634,-0.41887903,-0.22689281,1569384010922,0,0,0
-0.2801216,0.06943185,9.76116,-0.15707964,-0.40142572,-0.10471976,1569384010965,0,0,0
-0.31124622,0.0047884034,9.832987,-0.20943952,-0.2617994,-0.10471976,1569384011025,0,0,0
-0.34476504,0.1316811,9.967062,-0.17453294,-0.33161256,-0.17453294,1569384011069,0,0,0
-0.2873042,-0.05267244,9.43076,-0.122173056,-0.8203048,-0.10471976,1569384011121,0,0,0
-0.19393034,0.074220255,9.765948,-0.15707964,-0.48869222,-0.15707964,1569384011174,0,0,0
-0.3184288,0.04309563,9.97185,-0.10471976,-0.36651915,-0.17453294,1569384011227,0,0,0
-0.21068975,0.076614454,9.995792,-0.22689281,-0.34906587,-0.13962634,1569384011279,0,0,0
-0.2681506,0.007182605,9.895236,-0.122173056,-0.20943952,-0.15707964,1569384011332,0,0,0
-0.320823,0.09816227,9.698911,-0.15707964,-0.34906587,-0.13962634,1569384011385,0,0,0
-0.28491,0.17956513,9.856929,-0.10471976,-0.45378563,-0.13962634,1569384011439,0,0,0
-0.16759412,-0.1340753,9.61272,-0.31415927,-0.69813174,-0.20943952,1569384011488,0,0,0
-0.2681506,-0.007182605,9.907207,-0.24434611,-0.33161256,-0.122173056,1569384011541,0,0,0
-0.28491,0.05746084,9.9550905,-0.15707964,-0.34906587,-0.08726647,1569384011593,0,0,0
-0.34955344,-0.011971008,9.64145,-0.08726647,-0.36651915,-0.20943952,1569384011647,0,0,0
-0.29209262,0.02633622,9.794679,-0.15707964,-0.38397247,-0.19198623,1569384011700,0,0,0
-0.23223756,0.1412579,9.900024,-0.15707964,-0.27925268,-0.22689281,1569384011752,0,0,0
-0.25139117,0.107739076,9.825804,-0.17453294,-0.38397247,-0.22689281,1569384011804,0,0,0
-0.30166942,0.0,9.768343,-0.17453294,-0.40142572,-0.122173056,1569384011857,0,0,0
-0.2896984,0.019153614,9.94312,-0.13962634,-0.36651915,-0.13962634,1569384011909,0,0,0
-0.15801731,0.11492168,10.055647,-0.13962634,-0.41887903,-0.15707964,1569384011962,0,0,0
-0.21547815,0.05746084,9.722853,-0.15707964,-0.36651915,-0.15707964,1569384012014,0,0,0
-0.24660277,0.02873042,9.737218,-0.122173056,-0.31415927,-0.15707964,1569384012066,0,0,0
-0.21547815,0.093373865,9.904813,-0.10471976,-0.43633232,-0.08726647,1569384012119,0,0,0
-0.29688102,0.0023942017,9.773131,-0.15707964,-0.41887903,-0.122173056,1569384012171,0,0,0
-0.2657564,0.06703765,9.868899,-0.15707964,-0.36651915,-0.15707964,1569384012224,0,0,0
-0.22984336,0.050278235,9.933543,-0.13962634,-0.36651915,-0.122173056,1569384012277,0,0,0
-0.35913026,0.0,9.653421,-0.122173056,-0.4712389,-0.13962634,1569384012329,0,0,0
-0.35673606,0.02633622,9.80665,-0.15707964,-0.27925268,-0.17453294,1569384012382,0,0,0
-0.17238252,0.088585466,9.969456,-0.08726647,-0.43633232,-0.13962634,1569384012435,0,0,0
-0.32561144,0.11971009,9.603143,-0.034906585,-0.08726647,-0.05235988,1569384012486,0,0,0
-0.33997664,-0.090979666,9.809045,-0.122173056,-0.31415927,-0.15707964,1569384012540,0,0,0
-0.31364042,-0.088585466,9.825804,-0.06981317,-0.38397247,-0.15707964,1569384012592,0,0,0
-0.2896984,0.050278235,9.782708,-0.22689281,-0.55850536,-0.17453294,1569384012645,0,0,0
-0.32800564,0.24660277,9.785102,-0.15707964,-0.41887903,-0.13962634,1569384012696,0,0,0
-0.19393034,0.033518825,9.938332,-0.20943952,-0.36651915,-0.19198623,1569384012750,0,0,0
-0.25617957,0.11492168,9.890448,-0.17453294,-0.43633232,-0.15707964,1569384012803,0,0,0
-0.33997664,0.074220255,9.892841,-0.19198623,-0.31415927,-0.22689281,1569384012855,0,0,0
-0.28491,0.021547815,9.9550905,-0.19198623,-0.36651915,-0.17453294,1569384012908,0,0,0
-0.24660277,0.1412579,9.753978,-0.10471976,-0.41887903,-0.15707964,1569384012960,0,0,0
-0.2633622,-0.12210429,9.78989,-0.122173056,-0.38397247,-0.22689281,1569384013013,0,0,0
-0.20590134,0.07182605,9.928755,-0.15707964,-0.41887903,-0.13962634,1569384013108,0,0,0
-0.22744916,0.04309563,9.892841,-0.17453294,-0.41887903,-0.13962634,1569384013118,0,0,0
-0.20590134,0.10295067,9.682152,-0.22689281,-0.31415927,-0.15707964,1569384013170,0,0,0
-0.22266077,0.12449849,9.933543,-0.06981317,-0.36651915,-0.122173056,1569384013223,0,0,0
-0.25617957,0.1340753,9.758766,-0.15707964,-0.4712389,-0.13962634,1569384013274,0,0,0
-0.32321724,0.055066638,9.78989,-0.17453294,-0.296706,-0.13962634,1569384013328,0,0,0
-0.2873042,0.11731588,10.053253,-0.08726647,-0.45378563,-0.13962634,1569384013380,0,0,0
-0.28491,0.021547815,9.591172,-0.17453294,-0.5235988,-0.122173056,1569384013432,0,0,0
-0.21547815,-0.079008654,9.746795,-0.17453294,-0.296706,-0.122173056,1569384013485,0,0,0
-0.30166942,0.10295067,9.91439,-0.06981317,-0.41887903,-0.19198623,1569384013536,0,0,0
-0.33518824,0.1604115,9.840169,-0.13962634,-0.57595867,-0.17453294,1569384013590,0,0,0
-0.21308395,-0.007182605,9.667787,-0.17453294,-0.296706,-0.20943952,1569384013643,0,0,0
-0.2633622,0.055066638,10.0987425,-0.13962634,-0.22689281,-0.122173056,1569384013695,0,0,0
-0.272939,0.47644615,9.691729,0.034906585,-0.64577186,-0.13962634,1569384013748,0,0,0
-0.21308395,0.6344634,9.588778,-0.13962634,-0.43633232,-0.15707964,1569384013801,0,0,0
-0.21308395,0.6392518,10.192117,-0.13962634,-0.08726647,-0.19198623,1569384013853,0,0,0
-0.24181437,0.7278373,10.093954,0.17453294,-0.38397247,-0.17453294,1569384013906,0,0,0
-0.1604115,0.7589619,9.52174,-0.06981317,-0.6632251,-0.122173056,1569384013958,0,0,0
-0.18435353,0.50038815,9.919178,-0.27925268,-0.06981317,-0.08726647,1569384014011,0,0,0
