DT_steerAngle,Timestamp,Action,Bump,Traffic congestion
7.4,1569384011151.0,0,0,0
7.4,1569384011611.0,0,0,0
7.4,1569384012076.0,0,0,0
7.4,1569384012531.0,0,0,0
7.4,1569384012996.0,0,0,0
7.4,1569384013473.0,0,0,0
7.4,1569384013921.0,0,0,0
7.4,1569384014386.0,3,0,0
7.4,1569384014846.0,3,0,0
6.300000000000001,1569384015306.0,3,0,0
-16.2,1569384015761.0,3,0,0
-105.10000000000001,1569384016226.0,3,0,0
-219.60000000000002,1569384016686.0,3,0,0
-288.2,1569384017162.0,3,0,0
-382.1,1569384017606.0,3,0,0
-472.20000000000005,1569384018066.0,3,0,0
-492.8,1569384018526.0,3,0,0
-492.6,1569384018986.0,3,0,0
-480.90000000000003,1569384019444.0,3,0,0
-433.0,1569384019901.0,3,0,0
-327.6,1569384020361.0,3,0,0
-221.4,1569384020821.0,3,0,0
-127.10000000000001,1569384021281.0,3,0,0
2.4000000000000004,1569384021746.0,1,0,0
33.2,1569384022201.0,1,0,0
23.0,1569384022661.0,2,0,0
26.5,1569384023126.0,2,0,0
35.0,1569384023586.0,2,0,0
40.0,1569384024055.0,2,0,0
53.7,1569384024511.0,2,0,0
97.10000000000001,1569384024976.0,2,0,0
147.0,1569384025441.0,2,0,0
177.70000000000002,1569384025905.0,2,0,0
176.3,1569384026365.0,2,0,0
137.5,1569384026831.0,2,0,0
76.2,1569384027294.0,2,0,0
64.5,1569384027760.0,2,0,0
42.1,1569384028220.0,2,0,0
15.8,1569384028680.0,2,0,0
12.700000000000001,1569384029160.0,1,0,0
13.3,1569384029606.0,1,0,0
13.3,1569384030070.0,1,0,0
13.200000000000001,1569384030530.0,1,0,0
13.100000000000001,1569384030995.0,1,0,0
12.9,1569384031464.0,1,0,0
10.200000000000001,1569384031914.0,1,0,0
6.0,1569384032380.0,1,0,0
1.4000000000000001,1569384032842.0,1,0,0
-4.1000000000000005,1569384033300.0,1,0,0
-4.1000000000000005,1569384033764.0,1,0,0
-4.3,1569384034225.0,1,0,0
-4.4,1569384034685.0,1,0,0
-2.4000000000000004,1569384035161.0,2,0,0
23.8,1569384035610.0,2,0,0
69.5,1569384036066.0,2,0,0
141.6,1569384036530.0,2,0,0
218.60000000000002,1569384036991.0,2,0,0
275.1,1569384037455.0,2,0,0
339.20000000000005,1569384037920.0,2,0,0
362.1,1569384038380.0,2,0,0
362.1,1569384038845.0,2,0,0
305.8,1569384039310.0,2,0,0
173.5,1569384039770.0,2,0,0
76.5,1569384040230.0,2,0,0
21.0,1569384040690.0,1,0,0
-4.1000000000000005,1569384041161.0,1,0,0
-5.9,1569384041615.0,1,0,0
-4.9,1569384042075.0,1,0,0
-9.1,1569384042540.0,1,0,0
-8.8,1569384043000.0,1,0,0
-6.6000000000000005,1569384043460.0,1,0,0
-5.800000000000001,1569384043920.0,1,0,0
-5.2,1569384044385.0,1,0,0
-4.9,1569384044845.0,1,0,0
-4.7,1569384045310.0,1,0,0
-4.6000000000000005,1569384045765.0,1,0,0
-3.0,1569384046230.0,1,0,0
0.6000000000000001,1569384046695.0,1,0,0
1.4000000000000001,1569384047161.0,1,0,0
7.1000000000000005,1569384047615.0,1,0,0
12.9,1569384048075.0,2,0,0
34.800000000000004,1569384048537.0,2,0,0
84.10000000000001,1569384049000.0,2,0,0
154.4,1569384049460.0,2,0,0
262.8,1569384049924.0,2,0,0
342.3,1569384050399.0,2,0,0
422.5,1569384050855.0,2,0,0
426.20000000000005,1569384051315.0,2,0,0
305.6,1569384051779.0,2,0,0
177.10000000000002,1569384052245.0,2,0,0
84.10000000000001,1569384052705.0,2,0,0
27.6,1569384053170.0,2,0,0
9.8,1569384053629.0,1,0,0
2.0,1569384054085.0,1,0,0
1.9000000000000001,1569384054545.0,1,0,0
3.3000000000000003,1569384055005.0,2,0,0
20.900000000000002,1569384055470.0,2,0,0
109.9,1569384055930.0,2,0,0
184.4,1569384056389.0,2,0,0
240.5,1569384056850.0,2,0,0
214.60000000000002,1569384057315.0,2,0,0
112.4,1569384057775.0,2,0,0
28.200000000000003,1569384058229.0,2,0,0
4.1000000000000005,1569384058695.0,1,0,0
4.0,1569384059160.0,1,0,0
4.1000000000000005,1569384059613.0,1,0,0
-2.6,1569384060069.0,3,0,0
-21.700000000000003,1569384060529.0,3,0,0
-52.1,1569384060989.0,3,0,0
-75.3,1569384061454.0,3,0,0
-93.80000000000001,1569384061915.0,3,0,0
-124.7,1569384062373.0,3,0,0
-167.10000000000002,1569384062834.0,3,0,0
-193.8,1569384063295.0,3,0,0
-254.20000000000002,1569384063749.0,3,0,0
-265.7,1569384064209.0,3,0,0
-240.10000000000002,1569384064663.0,3,0,0
-190.10000000000002,1569384065127.0,3,0,0
-125.5,1569384065578.0,3,0,0
-54.300000000000004,1569384066039.0,3,0,0
-41.400000000000006,1569384066499.0,3,0,0
-54.5,1569384066958.0,3,0,0
-27.6,1569384067434.0,1,0,0
-15.200000000000001,1569384067894.0,1,0,0
-7.9,1569384068359.0,1,0,0
-6.5,1569384068828.0,2,0,0
31.5,1569384069288.0,2,0,0
86.2,1569384069746.0,2,0,0
138.3,1569384070209.0,2,0,0
172.3,1569384070664.0,2,0,0
164.60000000000002,1569384071124.0,2,0,0
147.5,1569384071584.0,2,0,0
120.9,1569384072044.0,2,0,0
50.6,1569384072504.0,2,0,0
11.9,1569384072964.0,4,0,0
11.0,1569384073429.0,4,0,0
58.1,1569384073889.0,4,0,0
116.7,1569384074349.0,4,0,0
139.1,1569384074804.0,4,0,0
96.60000000000001,1569384075271.0,4,0,0
34.5,1569384075729.0,4,0,0
-24.900000000000002,1569384076194.0,4,0,0
-70.60000000000001,1569384076680.0,4,0,0
-92.7,1569384077114.0,4,0,0
-91.2,1569384077574.0,4,0,0
-64.3,1569384078034.0,4,0,0
-27.3,1569384078509.0,4,0,0
-12.5,1569384078964.0,1,0,0
-7.4,1569384079429.0,1,0,0
-3.6,1569384079889.0,1,0,0
1.2000000000000002,1569384080349.0,1,0,0
1.2000000000000002,1569384080809.0,1,0,0
1.2000000000000002,1569384081269.0,1,0,0
1.2000000000000002,1569384081724.0,1,0,0
1.2000000000000002,1569384082184.0,1,0,0
1.6,1569384082644.0,1,0,0
1.5,1569384083104.0,1,0,0
1.0,1569384083563.0,1,0,0
1.0,1569384084024.0,1,0,0
1.1,1569384084479.0,1,0,0
1.3,1569384084939.0,1,0,0
1.6,1569384085398.0,1,0,0
1.3,1569384085864.0,1,0,0
1.3,1569384086318.0,1,0,0
1.3,1569384086779.0,1,0,0
1.3,1569384087243.0,1,0,0
1.3,1569384087698.0,1,0,0
1.3,1569384088164.0,1,0,0
1.2000000000000002,1569384088618.0,1,0,0
1.2000000000000002,1569384089079.0,1,0,0
1.2000000000000002,1569384089549.0,1,0,0
1.2000000000000002,1569384090008.0,1,0,0
1.2000000000000002,1569384090468.0,1,0,0
1.1,1569384090922.0,1,0,0
0.9,1569384091393.0,1,0,0
0.5,1569384091854.0,1,0,0
0.2,1569384092313.0,1,0,0
0.2,1569384092779.0,1,0,0
0.8,1569384093243.0,1,0,0
0.6000000000000001,1569384093708.0,1,0,0
-2.0,1569384094168.0,1,0,0
-3.8000000000000003,1569384094628.0,1,0,0
-4.4,1569384095093.0,1,0,0
-5.9,1569384095552.0,1,0,0
-5.6000000000000005,1569384096012.0,1,0,0
-5.4,1569384096473.0,1,0,0
-5.4,1569384096933.0,1,0,0
-5.6000000000000005,1569384097393.0,1,0,0
-5.7,1569384097853.0,1,0,0
-3.8000000000000003,1569384098317.0,1,0,0
7.2,1569384098777.0,1,0,0
14.0,1569384099243.0,1,0,0
7.2,1569384099698.0,1,0,0
-1.1,1569384100163.0,1,0,0
-1.7000000000000002,1569384100618.0,1,0,0
-1.5,1569384101078.0,2,0,0
-0.1,1569384101538.0,2,0,0
10.600000000000001,1569384101998.0,2,0,0
34.0,1569384102458.0,2,0,0
46.900000000000006,1569384102913.0,2,0,0
75.3,1569384103380.0,2,0,0
132.3,1569384103843.0,2,0,0
164.3,1569384104303.0,2,0,0
177.70000000000002,1569384104763.0,2,0,0
173.10000000000002,1569384105223.0,2,0,0
171.60000000000002,1569384105688.0,2,0,0
171.4,1569384106153.0,2,0,0
171.4,1569384106613.0,2,0,0
175.60000000000002,1569384107073.0,2,0,0
193.9,1569384107528.0,2,0,0
229.70000000000002,1569384107988.0,2,0,0
257.0,1569384108453.0,2,0,0
243.70000000000002,1569384108908.0,2,0,0
249.0,1569384109377.0,2,0,0
285.0,1569384109828.0,2,0,0
308.70000000000005,1569384110292.0,2,0,0
309.5,1569384110748.0,2,0,0
207.4,1569384111213.0,2,0,0
133.0,1569384111678.0,2,0,0
75.3,1569384112138.0,2,0,0
53.7,1569384112599.0,2,0,0
3.3000000000000003,1569384113058.0,1,0,1
3.6,1569384113513.0,1,0,1
3.6,1569384113973.0,1,0,1
3.6,1569384114432.0,1,0,1
3.6,1569384114893.0,1,0,1
3.6,1569384115352.0,0,0,1
3.6,1569384115812.0,0,0,1
3.6,1569384116268.0,0,0,1
3.6,1569384116733.0,0,0,1
3.6,1569384117193.0,0,0,1
3.6,1569384117652.0,0,0,1
3.6,1569384118113.0,0,0,1
3.6,1569384118578.0,0,0,1
