DT_engineRPM,Timestamp,Action,Bump,Traffic congestion
747.0,1569384010786.0,0,0,0
750.0,1569384011245.0,0,0,0
748.5,1569384011706.0,0,0,0
750.5,1569384012176.0,0,0,0
751.5,1569384012625.0,0,0,0
751.0,1569384013095.0,0,0,0
771.0,1569384013555.0,0,0,0
743.5,1569384014016.0,0,0,0
745.0,1569384014475.0,3,0,0
741.5,1569384014946.0,3,0,0
730.0,1569384015396.0,3,0,0
728.0,1569384015856.0,3,0,0
747.5,1569384016316.0,3,0,0
736.5,1569384016776.0,3,0,0
780.5,1569384017246.0,3,0,0
917.0,1569384017719.0,3,0,0
1227.5,1569384018165.0,3,0,0
1399.5,1569384018616.0,3,0,0
1485.5,1569384019076.0,3,0,0
1581.5,1569384019536.0,3,0,0
1643.0,1569384019995.0,3,0,0
1708.0,1569384020456.0,3,0,0
1784.0,1569384020925.0,3,0,0
1915.0,1569384021376.0,3,0,0
2011.5,1569384021836.0,1,0,0
2110.5,1569384022297.0,2,0,0
2176.5,1569384022757.0,2,0,0
1985.5,1569384023215.0,2,0,0
1710.5,1569384023685.0,2,0,0
1240.0,1569384024146.0,2,0,0
1031.5,1569384024607.0,2,0,0
956.0,1569384025078.0,2,0,0
1015.0,1569384025535.0,2,0,0
988.0,1569384025996.0,2,0,0
973.0,1569384026466.0,2,0,0
964.0,1569384026926.0,2,0,0
987.0,1569384027396.0,2,0,0
1113.5,1569384027856.0,2,0,0
1465.0,1569384028327.0,2,0,0
2204.0,1569384028776.0,1,0,0
2361.0,1569384029246.0,1,0,0
2355.0,1569384029706.0,1,0,0
1598.0,1569384030166.0,1,0,0
1315.5,1569384030626.0,1,0,0
1217.0,1569384031086.0,1,0,0
1109.5,1569384031547.0,1,0,0
1063.5,1569384032016.0,1,0,0
1021.0,1569384032516.0,1,0,0
966.5,1569384032936.0,1,0,0
945.5,1569384033397.0,1,0,0
929.5,1569384033856.0,1,0,0
912.0,1569384034326.0,1,0,0
886.5,1569384034786.0,1,0,0
886.5,1569384035247.0,2,0,0
871.0,1569384035707.0,2,0,0
857.0,1569384036167.0,2,0,0
858.0,1569384036627.0,2,0,0
847.5,1569384037097.0,2,0,0
892.5,1569384037557.0,2,0,0
1094.5,1569384038017.0,2,0,0
1567.0,1569384038477.0,2,0,0
2046.5,1569384038947.0,2,0,0
2194.5,1569384039406.0,2,0,0
2288.5,1569384039886.0,2,0,0
2395.5,1569384040326.0,2,0,0
1677.0,1569384040786.0,1,0,0
1628.5,1569384041257.0,1,0,0
1642.5,1569384041717.0,1,0,0
1642.0,1569384042177.0,1,0,0
1645.0,1569384042637.0,1,0,0
1656.5,1569384043096.0,1,0,0
1673.0,1569384043557.0,1,0,0
1676.0,1569384044017.0,1,0,0
1689.0,1569384044477.0,1,0,0
1544.0,1569384044947.0,1,0,0
1444.0,1569384045406.0,1,0,0
1366.5,1569384045866.0,1,0,0
1277.5,1569384046327.0,1,0,0
1153.5,1569384046787.0,1,0,0
1096.5,1569384047260.0,1,0,0
1045.0,1569384047707.0,1,0,0
982.5,1569384048167.0,2,0,0
934.5,1569384048627.0,2,0,0
908.0,1569384049096.0,2,0,0
875.0,1569384049557.0,2,0,0
859.0,1569384050017.0,2,0,0
857.5,1569384050487.0,2,0,0
837.5,1569384050947.0,2,0,0
842.0,1569384051416.0,2,0,0
861.0,1569384051877.0,2,0,0
1551.0,1569384052347.0,2,0,0
2183.5,1569384052807.0,2,0,0
2466.5,1569384053267.0,1,0,0
2486.0,1569384053717.0,1,0,0
1789.0,1569384054176.0,1,0,0
1584.5,1569384054637.0,1,0,0
1356.5,1569384055097.0,2,0,0
1163.0,1569384055567.0,2,0,0
1064.0,1569384056027.0,2,0,0
1020.5,1569384056486.0,2,0,0
1001.0,1569384056947.0,2,0,0
1103.0,1569384057417.0,2,0,0
1438.0,1569384057866.0,2,0,0
1464.0,1569384058327.0,1,0,0
1453.5,1569384058827.0,1,0,0
1365.5,1569384059257.0,1,0,0
1275.0,1569384059707.0,1,0,0
1153.5,1569384060167.0,3,0,0
1083.5,1569384060627.0,3,0,0
1035.0,1569384061087.0,3,0,0
973.5,1569384061547.0,3,0,0
941.0,1569384062016.0,3,0,0
919.0,1569384062466.0,3,0,0
902.0,1569384062927.0,3,0,0
875.5,1569384063386.0,3,0,0
873.0,1569384063847.0,3,0,0
872.0,1569384064307.0,3,0,0
987.0,1569384064757.0,3,0,0
1489.0,1569384065217.0,3,0,0
2201.0,1569384065677.0,3,0,0
2485.0,1569384066186.0,3,0,0
2069.5,1569384066596.0,3,0,0
1516.5,1569384067057.0,3,0,0
1473.5,1569384067527.0,1,0,0
1407.5,1569384067997.0,1,0,0
1292.5,1569384068457.0,1,0,0
1215.0,1569384068917.0,2,0,0
1091.5,1569384069390.0,2,0,0
1039.5,1569384069837.0,2,0,0
1004.0,1569384070307.0,2,0,0
993.0,1569384070757.0,2,0,0
1017.5,1569384071227.0,2,0,0
1038.0,1569384071677.0,2,0,0
1048.5,1569384072149.0,2,0,0
987.5,1569384072597.0,4,0,0
935.0,1569384073067.0,4,0,0
910.0,1569384073528.0,4,0,0
874.5,1569384073987.0,4,0,0
885.0,1569384074446.0,4,0,0
892.5,1569384074907.0,4,0,0
887.0,1569384075367.0,4,0,0
890.0,1569384075830.0,4,0,0
1139.0,1569384076290.0,4,0,0
1898.0,1569384076747.0,4,0,0
2272.0,1569384077207.0,4,0,0
2343.0,1569384077677.0,4,0,0
2107.5,1569384078127.0,4,0,0
1328.5,1569384078607.0,1,0,0
1262.5,1569384079057.0,1,0,0
1175.5,1569384079527.0,1,0,0
1074.5,1569384079987.0,1,0,0
1027.5,1569384080446.0,1,0,0
987.0,1569384080927.0,1,0,0
936.5,1569384081367.0,1,0,0
908.5,1569384081828.0,1,0,0
883.5,1569384082276.0,1,0,0
810.5,1569384082737.0,1,0,0
685.0,1569384083197.0,1,0,0
823.0,1569384083657.0,1,0,0
809.5,1569384084117.0,1,0,0
825.5,1569384084577.0,1,0,0
816.5,1569384085037.0,1,0,0
822.0,1569384085497.0,1,0,0
800.0,1569384085958.0,1,0,0
796.0,1569384086417.0,1,0,0
793.0,1569384086877.0,1,0,0
793.5,1569384087337.0,1,0,0
795.0,1569384087797.0,1,0,0
791.5,1569384088257.0,1,0,0
788.0,1569384088717.0,1,0,0
804.5,1569384089177.0,1,0,0
809.5,1569384089647.0,1,0,0
848.0,1569384090107.0,1,0,0
943.5,1569384090567.0,1,0,0
1000.5,1569384091017.0,1,0,0
1075.0,1569384091511.0,1,0,0
1208.0,1569384091947.0,1,0,0
1289.5,1569384092407.0,1,0,0
1376.5,1569384092877.0,1,0,0
1507.5,1569384093347.0,1,0,0
1590.0,1569384093797.0,1,0,0
1608.0,1569384094267.0,1,0,0
1561.0,1569384094727.0,1,0,0
1541.5,1569384095197.0,1,0,0
1815.5,1569384095647.0,1,0,0
1912.0,1569384096107.0,1,0,0
1769.5,1569384096567.0,1,0,0
1597.0,1569384097027.0,1,0,0
1402.5,1569384097487.0,1,0,0
1228.5,1569384097947.0,1,0,0
1303.5,1569384098417.0,1,0,0
1659.5,1569384098925.0,1,0,0
1930.0,1569384099337.0,1,0,0
1910.0,1569384099797.0,1,0,0
1888.0,1569384100257.0,1,0,0
1907.5,1569384100717.0,1,0,0
1950.5,1569384101177.0,2,0,0
1967.5,1569384101637.0,2,0,0
1960.0,1569384102106.0,2,0,0
1702.5,1569384102557.0,2,0,0
