DT_tiltAccAngle,Timestamp,Action,Bump,Traffic congestion
0.0,1569384010908.0,0,0,0
0.0,1569384011366.0,0,0,0
0.0,1569384011826.0,0,0,0
0.0,1569384012287.0,0,0,0
0.0,1569384012750.0,0,0,0
0.0,1569384013215.0,0,0,0
0.0,1569384013676.0,0,0,0
0.0,1569384014136.0,3,0,0
0.0,1569384014596.0,3,0,0
0.0,1569384015066.0,3,0,0
0.0,1569384015515.0,3,0,0
0.0,1569384015976.0,3,0,0
0.0,1569384016435.0,3,0,0
0.0,1569384016896.0,3,0,0
0.0,1569384017358.0,3,0,0
0.0,1569384017826.0,3,0,0
0.0,1569384018276.0,3,0,0
0.0,1569384018784.0,3,0,0
0.0,1569384019196.0,3,0,0
0.0,1569384019656.0,3,0,0
0.0,1569384020115.0,3,0,0
0.0,1569384020575.0,3,0,0
0.0,1569384021038.0,3,0,0
0.0,1569384021495.0,1,0,0
0.0,1569384021973.0,1,0,0
0.0,1569384022416.0,2,0,0
0.0,1569384022875.0,2,0,0
0.0,1569384023337.0,2,0,0
0.0,1569384023810.0,2,0,0
0.0,1569384024266.0,2,0,0
0.0,1569384024725.0,2,0,0
0.0,1569384025196.0,2,0,0
0.0,1569384025656.0,2,0,0
0.0,1569384026115.0,2,0,0
0.0,1569384026585.0,2,0,0
0.0,1569384027045.0,2,0,0
0.0,1569384027515.0,2,0,0
0.0,1569384027975.0,2,0,0
0.0,1569384028438.0,2,0,0
0.0,1569384028896.0,1,0,0
0.0,1569384029376.0,1,0,0
0.0,1569384029828.0,1,0,0
0.0,1569384030290.0,1,0,0
0.0,1569384030746.0,1,0,0
0.0,1569384031206.0,1,0,0
0.0,1569384031666.0,1,0,0
0.0,1569384032135.0,1,0,0
0.0,1569384032597.0,1,0,0
0.0,1569384033058.0,1,0,0
0.0,1569384033516.0,1,0,0
0.0,1569384033976.0,1,0,0
0.0,1569384034436.0,1,0,0
0.0,1569384034906.0,1,0,0
0.0,1569384035367.0,2,0,0
0.0,1569384035828.0,2,0,0
0.0,1569384036290.0,2,0,0
0.0,1569384036747.0,2,0,0
0.0,1569384037217.0,2,0,0
0.0,1569384037677.0,2,0,0
0.0,1569384038137.0,2,0,0
0.0,1569384038597.0,2,0,0
0.0,1569384039066.0,2,0,0
0.0,1569384039527.0,2,0,0
0.0,1569384039987.0,2,0,0
0.0,1569384040447.0,2,0,0
0.0,1569384040943.0,1,0,0
0.0,1569384041377.0,1,0,0
0.0,1569384041837.0,1,0,0
0.0,1569384042297.0,1,0,0
0.0,1569384042757.0,1,0,0
0.0,1569384043217.0,1,0,0
0.0,1569384043677.0,1,0,0
0.0,1569384044136.0,1,0,0
0.0,1569384044598.0,1,0,0
0.0,1569384045066.0,1,0,0
0.0,1569384045517.0,1,0,0
0.0,1569384045987.0,1,0,0
0.0,1569384046447.0,1,0,0
0.0,1569384046907.0,1,0,0
0.0,1569384047366.0,1,0,0
0.0,1569384047828.0,1,0,0
0.0,1569384048325.0,2,0,0
0.0,1569384048747.0,2,0,0
0.0,1569384049217.0,2,0,0
0.0,1569384049677.0,2,0,0
0.0,1569384050137.0,2,0,0
0.0,1569384050606.0,2,0,0
0.0,1569384051067.0,2,0,0
0.0,1569384051527.0,2,0,0
0.0,1569384051997.0,2,0,0
0.0,1569384052456.0,2,0,0
0.0,1569384052927.0,2,0,0
0.0,1569384053387.0,1,0,0
0.0,1569384053837.0,1,0,0
0.0,1569384054297.0,1,0,0
0.0,1569384054757.0,1,0,0
0.0,1569384055217.0,2,0,0
0.0,1569384055686.0,2,0,0
0.0,1569384056149.0,2,0,0
0.0,1569384056607.0,2,0,0
0.0,1569384057067.0,2,0,0
0.0,1569384057526.0,2,0,0
0.0,1569384057988.0,2,0,0
0.0,1569384058446.0,1,0,0
0.0,1569384058907.0,1,0,0
0.0,1569384059376.0,1,0,0
0.0,1569384059867.0,1,0,0
0.0,1569384060286.0,3,0,0
0.0,1569384060747.0,3,0,0
0.0,1569384061207.0,3,0,0
0.0,1569384061667.0,3,0,0
0.0,1569384062127.0,3,0,0
0.0,1569384062587.0,3,0,0
0.0,1569384063046.0,3,0,0
0.0,1569384063506.0,3,0,0
0.0,1569384063967.0,3,0,0
0.0,1569384064416.0,3,0,0
0.0,1569384064877.0,3,0,0
0.0,1569384065337.0,3,0,0
0.0,1569384065797.0,3,0,0
0.0,1569384066257.0,3,0,0
0.0,1569384066717.0,3,0,0
0.0,1569384067177.0,3,0,0
0.0,1569384067647.0,1,0,0
0.0,1569384068107.0,1,0,0
0.0,1569384068577.0,1,0,0
0.0,1569384069037.0,2,0,0
0.0,1569384069497.0,2,0,0
0.0,1569384069957.0,2,0,0
0.0,1569384070421.0,2,0,0
0.0,1569384070877.0,2,0,0
0.0,1569384071346.0,2,0,0
0.0,1569384071797.0,2,0,0
0.0,1569384072274.0,2,0,0
0.0,1569384072717.0,4,0,0
0.0,1569384073187.0,4,0,0
0.0,1569384073637.0,4,0,0
0.0,1569384074107.0,4,0,0
0.0,1569384074566.0,4,0,0
0.0,1569384075017.0,4,0,0
0.0,1569384075486.0,4,0,0
0.0,1569384075947.0,4,0,0
0.0,1569384076406.0,4,0,0
0.0,1569384076867.0,4,0,0
0.0,1569384077337.0,4,0,0
0.0,1569384077797.0,4,0,0
0.0,1569384078257.0,4,0,0
0.0,1569384078719.0,1,0,0
0.0,1569384079187.0,1,0,0
0.0,1569384079647.0,1,0,0
0.0,1569384080107.0,1,0,0
0.0,1569384080567.0,1,0,0
0.0,1569384081027.0,1,0,0
0.0,1569384081477.0,1,0,0
0.0,1569384081947.0,1,0,0
0.0,1569384082397.0,1,0,0
0.0,1569384082857.0,1,0,0
0.0,1569384083317.0,1,0,0
0.0,1569384083777.0,1,0,0
0.0,1569384084237.0,1,0,0
0.0,1569384084687.0,1,0,0
0.0,1569384085174.0,1,0,0
0.0,1569384085617.0,1,0,0
0.0,1569384086077.0,1,0,0
0.0,1569384086537.0,1,0,0
0.0,1569384086997.0,1,0,0
0.0,1569384087457.0,1,0,0
0.0,1569384087917.0,1,0,0
0.0,1569384088377.0,1,0,0
0.0,1569384088839.0,1,0,0
0.0,1569384089297.0,1,0,0
0.0,1569384089767.0,1,0,0
0.0,1569384090227.0,1,0,0
0.0,1569384090687.0,1,0,0
0.0,1569384091137.0,1,0,0
0.0,1569384091607.0,1,0,0
0.0,1569384092067.0,1,0,0
0.0,1569384092561.0,1,0,0
0.0,1569384092997.0,1,0,0
0.0,1569384093457.0,1,0,0
0.0,1569384093917.0,1,0,0
0.0,1569384094387.0,1,0,0
0.0,1569384094847.0,1,0,0
0.0,1569384095317.0,1,0,0
0.0,1569384095767.0,1,0,0
0.0,1569384096227.0,1,0,0
0.0,1569384096687.0,1,0,0
0.0,1569384097147.0,1,0,0
0.0,1569384097607.0,1,0,0
0.0,1569384098067.0,1,0,0
0.0,1569384098537.0,1,0,0
0.0,1569384098997.0,1,0,0
0.0,1569384099457.0,1,0,0
0.0,1569384099917.0,1,0,0
0.0,1569384100377.0,1,0,0
0.0,1569384100837.0,2,0,0
0.0,1569384101297.0,2,0,0
0.0,1569384101757.0,2,0,0
0.0,1569384102217.0,2,0,0
0.0,1569384102667.0,2,0,0
0.0,1569384103161.0,2,0,0
0.0,1569384103597.0,2,0,0
0.0,1569384104057.0,2,0,0
0.0,1569384104517.0,2,0,0
0.0,1569384104977.0,2,0,0
0.0,1569384105447.0,2,0,0
0.0,1569384105907.0,2,0,0
0.0,1569384106376.0,2,0,0
0.0,1569384106832.0,2,0,0
0.0,1569384107293.0,2,0,0
0.0,1569384107747.0,2,0,0
0.0,1569384108207.0,2,0,0
0.0,1569384108667.0,2,0,0
0.0,1569384109127.0,2,0,0
0.0,1569384109577.0,2,0,0
0.0,1569384110047.0,2,0,0
0.0,1569384110568.0,2,0,0
0.0,1569384110967.0,2,0,0
0.0,1569384111427.0,2,0,0
0.0,1569384111897.0,2,0,0
0.0,1569384112357.0,2,0,0
0.0,1569384112817.0,1,0,1
0.0,1569384113277.0,1,0,1
0.0,1569384113734.0,1,0,1
0.0,1569384114187.0,1,0,1
0.0,1569384114647.0,1,0,1
0.0,1569384115107.0,1,0,1
0.0,1569384115567.0,0,0,1
0.0,1569384116027.0,0,0,1
0.0,1569384116487.0,0,0,1
0.0,1569384116947.0,0,0,1
0.0,1569384117407.0,0,0,1
0.0,1569384117877.0,0,0,1
0.0,1569384118337.0,0,0,1
0.0,1569384118797.0,0,0,1
0.0,1569384119259.0,-1,0,1
0.0,1569384119717.0,-1,0,1
0.0,1569384120177.0,-1,0,1
0.0,1569384120636.0,-1,0,1
0.0,1569384121097.0,-1,0,1
0.0,1569384121557.0,-1,0,1
0.0,1569384122027.0,-1,0,1
0.0,1569384122487.0,-1,0,1
0.0,1569384122947.0,-1,0,1
0.0,1569384123407.0,-1,0,1
0.0,1569384123867.0,-1,0,1
0.0,1569384124327.0,-1,0,1
0.0,1569384124777.0,-1,0,1
0.0,1569384125247.0,-1,0,1
0.0,1569384125697.0,-1,0,1
0.0,1569384126157.0,-1,0,1
0.0,1569384126617.0,-1,0,1
0.0,1569384127079.0,-1,0,1
0.0,1569384127537.0,-1,0,1
0.0,1569384127997.0,0,0,1
0.0,1569384128457.0,0,0,1
0.0,1569384128907.0,0,0,1
0.0,1569384129377.0,0,0,1
0.0,1569384129844.0,0,0,1
0.0,1569384130288.0,0,0,1
0.0,1569384130747.0,0,0,1
0.0,1569384131207.0,0,0,1
0.0,1569384131685.0,0,0,1
0.0,1569384132137.0,0,0,1
0.0,1569384132597.0,0,0,1
0.0,1569384133057.0,0,0,1
