DT_verticalAcc,Timestamp,Action,Bump,Traffic congestion
0.0,1569384010866.0,0,0,0
0.0,1569384011326.0,0,0,0
0.0,1569384011786.0,0,0,0
-0.004,1569384012247.0,0,0,0
-0.004,1569384012705.0,0,0,0
-0.002,1569384013165.0,0,0,0
0.0,1569384013636.0,0,0,0
0.0,1569384014096.0,3,0,0
0.388,1569384014556.0,3,0,0
0.646,1569384015015.0,3,0,0
0.47000000000000003,1569384015478.0,3,0,0
0.494,1569384015936.0,3,0,0
0.63,1569384016395.0,3,0,0
0.62,1569384016856.0,3,0,0
0.464,1569384017316.0,3,0,0
0.296,1569384017776.0,3,0,0
0.316,1569384018236.0,3,0,0
0.41400000000000003,1569384018695.0,3,0,0
0.392,1569384019160.0,3,0,0
0.048,1569384019615.0,3,0,0
-0.20600000000000002,1569384020075.0,3,0,0
0.14,1569384020525.0,3,0,0
0.642,1569384020996.0,3,0,0
1.032,1569384021456.0,1,0,0
1.328,1569384021915.0,1,0,0
1.286,1569384022376.0,2,0,0
1.072,1569384022835.0,2,0,0
0.596,1569384023295.0,2,0,0
0.264,1569384023755.0,2,0,0
0.076,1569384024225.0,2,0,0
-0.002,1569384024685.0,2,0,0
-0.008,1569384025158.0,2,0,0
-0.10400000000000001,1569384025615.0,2,0,0
-0.222,1569384026076.0,2,0,0
-0.34800000000000003,1569384026537.0,2,0,0
-0.386,1569384027005.0,2,0,0
-0.334,1569384027465.0,2,0,0
-0.20600000000000002,1569384027936.0,2,0,0
-0.116,1569384028396.0,2,0,0
0.11,1569384028859.0,1,0,0
1.154,1569384029316.0,1,0,0
1.282,1569384029777.0,1,0,0
0.87,1569384030245.0,1,0,0
0.5760000000000001,1569384030706.0,1,0,0
0.252,1569384031166.0,1,0,0
0.08600000000000001,1569384031626.0,1,0,0
0.014,1569384032085.0,1,0,0
-0.03,1569384032556.0,1,0,0
-0.054,1569384033016.0,1,0,0
-0.07200000000000001,1569384033477.0,1,0,0
-0.06,1569384033936.0,1,0,0
-0.054,1569384034396.0,1,0,0
-0.186,1569384034856.0,1,0,0
-0.378,1569384035327.0,2,0,0
-0.582,1569384035777.0,2,0,0
-0.836,1569384036237.0,2,0,0
-0.894,1569384036720.0,2,0,0
-0.584,1569384037166.0,2,0,0
-0.648,1569384037627.0,2,0,0
-0.922,1569384038087.0,2,0,0
-1.1500000000000001,1569384038557.0,2,0,0
-0.798,1569384039017.0,2,0,0
-0.176,1569384039477.0,2,0,0
0.546,1569384039947.0,2,0,0
0.904,1569384040406.0,2,0,0
1.272,1569384040867.0,1,0,0
1.244,1569384041326.0,1,0,0
1.052,1569384041786.0,1,0,0
0.886,1569384042246.0,1,0,0
0.682,1569384042717.0,1,0,0
0.5680000000000001,1569384043177.0,1,0,0
0.534,1569384043637.0,1,0,0
0.49,1569384044096.0,1,0,0
0.442,1569384044557.0,1,0,0
0.324,1569384045019.0,1,0,0
0.12,1569384045476.0,1,0,0
-0.062,1569384045937.0,1,0,0
-0.176,1569384046406.0,1,0,0
-0.23600000000000002,1569384046867.0,1,0,0
-0.28200000000000003,1569384047326.0,1,0,0
-0.29,1569384047787.0,1,0,0
-0.38,1569384048247.0,2,0,0
-0.592,1569384048707.0,2,0,0
-0.73,1569384049167.0,2,0,0
-0.606,1569384049637.0,2,0,0
-0.8320000000000001,1569384050097.0,2,0,0
-1.362,1569384050567.0,2,0,0
-1.992,1569384051027.0,2,0,0
-2.326,1569384051486.0,2,0,0
-1.854,1569384051957.0,2,0,0
-1.104,1569384052416.0,2,0,0
0.114,1569384052877.0,2,0,0
2.044,1569384053346.0,1,0,0
2.126,1569384053796.0,1,0,0
1.214,1569384054257.0,1,0,0
0.552,1569384054716.0,1,0,0
0.228,1569384055177.0,2,0,0
0.088,1569384055662.0,2,0,0
0.07,1569384056107.0,2,0,0
-0.108,1569384056567.0,2,0,0
-0.5720000000000001,1569384057027.0,2,0,0
-0.9,1569384057487.0,2,0,0
-0.676,1569384057947.0,2,0,0
-0.08600000000000001,1569384058407.0,1,0,0
0.314,1569384058866.0,1,0,0
0.384,1569384059326.0,1,0,0
0.20600000000000002,1569384059787.0,1,0,0
0.038,1569384060247.0,3,0,0
-0.046,1569384060697.0,3,0,0
-0.152,1569384061167.0,3,0,0
-0.228,1569384061627.0,3,0,0
-0.24,1569384062087.0,3,0,0
-0.318,1569384062549.0,3,0,0
-0.494,1569384063009.0,3,0,0
-0.64,1569384063466.0,3,0,0
-0.978,1569384063917.0,3,0,0
-1.076,1569384064376.0,3,0,0
-0.926,1569384064837.0,3,0,0
-0.61,1569384065297.0,3,0,0
-0.14200000000000002,1569384065757.0,3,0,0
1.298,1569384066206.0,3,0,0
1.4060000000000001,1569384066667.0,3,0,0
1.044,1569384067137.0,3,0,0
0.656,1569384067607.0,1,0,0
0.368,1569384068067.0,1,0,0
0.16,1569384068527.0,1,0,0
0.022,1569384068997.0,2,0,0
-0.002,1569384069456.0,2,0,0
-0.002,1569384069917.0,2,0,0
-0.078,1569384070377.0,2,0,0
-0.266,1569384070837.0,2,0,0
-0.446,1569384071297.0,2,0,0
-0.488,1569384071757.0,2,0,0
-0.464,1569384072217.0,2,0,0
-0.422,1569384072677.0,4,0,0
-0.28,1569384073137.0,4,0,0
-0.17200000000000001,1569384073596.0,4,0,0
-0.078,1569384074057.0,4,0,0
-0.058,1569384074517.0,4,0,0
-0.14400000000000002,1569384074977.0,4,0,0
