DT_acceleration,Timestamp,Action,Bump,Traffic congestion
0.0,1569384010776.0,0,0,0
0.0,1569384011235.0,0,0,0
0.0,1569384011698.0,0,0,0
0.0,1569384012161.0,0,0,0
0.0,1569384012616.0,0,0,0
0.0,1569384013085.0,0,0,0
0.0,1569384013546.0,0,0,0
0.0,1569384014005.0,0,0,0
0.0,1569384014466.0,3,0,0
0.431,1569384014926.0,3,0,0
0.334,1569384015386.0,3,0,0
0.272,1569384015845.0,3,0,0
0.34400000000000003,1569384016306.0,3,0,0
0.374,1569384016765.0,3,0,0
0.358,1569384017227.0,3,0,0
0.364,1569384017718.0,3,0,0
0.583,1569384018147.0,3,0,0
0.844,1569384018605.0,3,0,0
0.901,1569384019066.0,3,0,0
0.68,1569384019525.0,3,0,0
0.451,1569384019986.0,3,0,0
0.34,1569384020445.0,3,0,0
0.358,1569384020924.0,3,0,0
0.417,1569384021366.0,3,0,0
0.451,1569384021827.0,1,0,0
0.496,1569384022289.0,2,0,0
0.464,1569384022746.0,2,0,0
0.28,1569384023205.0,2,0,0
0.106,1569384023665.0,2,0,0
-0.005,1569384024136.0,2,0,0
-0.068,1569384024595.0,2,0,0
-0.095,1569384025055.0,2,0,0
-0.075,1569384025525.0,2,0,0
-0.075,1569384025985.0,2,0,0
-0.094,1569384026445.0,2,0,0
-0.094,1569384026917.0,2,0,0
-0.099,1569384027376.0,2,0,0
-0.07,1569384027845.0,2,0,0
-0.053,1569384028326.0,2,0,0
0.062,1569384028765.0,1,0,0
0.62,1569384029236.0,1,0,0
0.623,1569384029686.0,1,0,0
0.427,1569384030161.0,1,0,0
0.28300000000000003,1569384030615.0,1,0,0
0.108,1569384031075.0,1,0,0
-0.008,1569384031536.0,1,0,0
-0.05,1569384032008.0,1,0,0
-0.056,1569384032466.0,1,0,0
-0.054,1569384032925.0,1,0,0
-0.056,1569384033386.0,1,0,0
-0.076,1569384033846.0,1,0,0
-0.085,1569384034306.0,1,0,0
-0.133,1569384034766.0,1,0,0
-0.225,1569384035237.0,2,0,0
-0.352,1569384035697.0,2,0,0
-0.505,1569384036163.0,2,0,0
-0.47900000000000004,1569384036616.0,2,0,0
-0.249,1569384037077.0,2,0,0
-0.128,1569384037537.0,2,0,0
-0.082,1569384038007.0,2,0,0
-0.098,1569384038467.0,2,0,0
0.08,1569384038927.0,2,0,0
0.47000000000000003,1569384039397.0,2,0,0
0.5720000000000001,1569384039885.0,2,0,0
0.5650000000000001,1569384040316.0,2,0,0
0.638,1569384040777.0,1,0,0
0.582,1569384041246.0,1,0,0
0.44,1569384041707.0,1,0,0
0.331,1569384042161.0,1,0,0
0.245,1569384042626.0,1,0,0
0.18,1569384043086.0,1,0,0
0.151,1569384043547.0,1,0,0
0.154,1569384044007.0,1,0,0
0.136,1569384044467.0,1,0,0
0.065,1569384044927.0,1,0,0
-0.052000000000000005,1569384045396.0,1,0,0
-0.137,1569384045847.0,1,0,0
-0.20800000000000002,1569384046317.0,1,0,0
-0.246,1569384046777.0,1,0,0
-0.26,1569384047259.0,1,0,0
-0.28500000000000003,1569384047697.0,1,0,0
-0.306,1569384048161.0,2,0,0
-0.379,1569384048617.0,2,0,0
-0.497,1569384049087.0,2,0,0
-0.404,1569384049547.0,2,0,0
-0.314,1569384050007.0,2,0,0
-0.342,1569384050477.0,2,0,0
-0.335,1569384050937.0,2,0,0
-0.246,1569384051397.0,2,0,0
-0.325,1569384051867.0,2,0,0
-0.303,1569384052327.0,2,0,0
0.192,1569384052787.0,2,0,0
1.245,1569384053257.0,1,0,0
1.047,1569384053706.0,1,0,0
0.5650000000000001,1569384054166.0,1,0,0
0.233,1569384054627.0,1,0,0
0.011,1569384055087.0,2,0,0
-0.08700000000000001,1569384055557.0,2,0,0
-0.122,1569384056017.0,2,0,0
-0.108,1569384056476.0,2,0,0
-0.064,1569384056938.0,2,0,0
-0.121,1569384057396.0,2,0,0
-0.134,1569384057856.0,2,0,0
0.08,1569384058316.0,1,0,0
0.189,1569384058777.0,1,0,0
0.165,1569384059237.0,1,0,0
0.056,1569384059697.0,1,0,0
-0.025,1569384060161.0,3,0,0
-0.074,1569384060617.0,3,0,0
-0.085,1569384061077.0,3,0,0
-0.096,1569384061537.0,3,0,0
-0.134,1569384061997.0,3,0,0
-0.152,1569384062456.0,3,0,0
-0.13,1569384062917.0,3,0,0
-0.109,1569384063376.0,3,0,0
-0.116,1569384063837.0,3,0,0
-0.168,1569384064287.0,3,0,0
-0.18,1569384064747.0,3,0,0
-0.156,1569384065207.0,3,0,0
-0.043000000000000003,1569384065667.0,3,0,0
0.628,1569384066127.0,3,0,0
0.614,1569384066577.0,3,0,0
0.47400000000000003,1569384067046.0,3,0,0
0.311,1569384067516.0,1,0,0
0.155,1569384067977.0,1,0,0
0.009000000000000001,1569384068446.0,1,0,0
-0.096,1569384068907.0,2,0,0
-0.11800000000000001,1569384069389.0,2,0,0
-0.113,1569384069827.0,2,0,0
-0.111,1569384070286.0,2,0,0
-0.109,1569384070747.0,2,0,0
-0.094,1569384071218.0,2,0,0
-0.1,1569384071666.0,2,0,0
-0.099,1569384072127.0,2,0,0
-0.114,1569384072586.0,4,0,0
-0.153,1569384073047.0,4,0,0
-0.152,1569384073527.0,4,0,0
-0.12,1569384073967.0,4,0,0
-0.095,1569384074437.0,4,0,0
-0.09,1569384074887.0,4,0,0
-0.116,1569384075360.0,4,0,0
-0.129,1569384075827.0,4,0,0
-0.096,1569384076288.0,4,0,0
-0.062,1569384076736.0,4,0,0
0.093,1569384077198.0,4,0,0
0.436,1569384077657.0,4,0,0
0.325,1569384078117.0,4,0,0
0.28300000000000003,1569384078587.0,4,0,0
0.113,1569384079047.0,1,0,0
-0.013000000000000001,1569384079507.0,1,0,0
-0.07,1569384079977.0,1,0,0
-0.091,1569384080436.0,1,0,0
-0.11,1569384080926.0,1,0,0
-0.761,1569384081358.0,1,0,0
-1.494,1569384081807.0,1,0,0
-1.817,1569384082266.0,1,0,0
-1.921,1569384082727.0,1,0,0
-1.405,1569384083187.0,1,0,0
-0.559,1569384083647.0,1,0,0
0.07100000000000001,1569384084107.0,1,0,0
0.307,1569384084566.0,1,0,0
0.314,1569384085027.0,1,0,0
0.225,1569384085487.0,1,0,0
-0.095,1569384085947.0,1,0,0
-0.271,1569384086407.0,1,0,0
-0.161,1569384086867.0,1,0,0
0.01,1569384087327.0,1,0,0
0.036000000000000004,1569384087777.0,1,0,0
-0.008,1569384088237.0,1,0,0
-0.098,1569384088696.0,1,0,0
0.046,1569384089160.0,1,0,0
0.20500000000000002,1569384089637.0,1,0,0
0.255,1569384090098.0,1,0,0
0.29,1569384090557.0,1,0,0
0.28400000000000003,1569384091007.0,1,0,0
0.326,1569384091510.0,1,0,0
0.4,1569384091937.0,1,0,0
0.392,1569384092397.0,1,0,0
0.445,1569384092867.0,1,0,0
0.466,1569384093328.0,1,0,0
0.47300000000000003,1569384093787.0,1,0,0
0.434,1569384094247.0,1,0,0
0.268,1569384094717.0,1,0,0
0.123,1569384095177.0,1,0,0
0.11900000000000001,1569384095637.0,1,0,0
0.439,1569384096097.0,1,0,0
0.327,1569384096557.0,1,0,0
