X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Gyroscope,Y-axis Gyroscope,Z-axis Gyroscope, Timestamp,Action,BUMP,Traffic congestion
1.164779, 0.122104, 8.491036, -0.261799, 0.122173, -0.296705, 1577071582070,0,0,0
1.132457, 0.108936, 8.512584, -0.279252, 0.122173, -0.261799, 1577071582122,0,0,0
1.181538, 0.112527, 8.525752, -0.261799, 0.122173, -0.279252, 1577071582174,0,0,0
1.140837, 0.068234, 8.529343, -0.279252, 0.104719, -0.261799, 1577071582226,0,0,0
1.149216, 0.063446, 8.656236, -0.279252, 0.122173, -0.296705, 1577071582279,0,0,0
1.21386, 0.108936, 8.641871, -0.244346, 0.139626, -0.296705, 1577071582331,0,0,0
1.103726, 0.146046, 8.41921, -0.261799, 0.157079, -0.296705, 1577071582383,0,0,0
1.155202, 0.155623, 8.568847, -0.279252, 0.087266, -0.279252, 1577071582435,0,0,0
1.227028, 0.126892, 8.586804, -0.296705, 0.104719, -0.261799, 1577071582488,0,0,0
1.15999, 0.040701, 8.53054, -0.296705, 0.122173, -0.279252, 1577071582540,0,0,0
1.162384, 0.073023, 8.568847, -0.244346, 0.157079, -0.279252, 1577071582592,0,0,0
1.109712, 0.117315, 8.56765, -0.279252, 0.122173, -0.296705, 1577071582645,0,0,0
1.161187, 0.11133, 8.531737, -0.261799, 0.139626, -0.279252, 1577071582697,0,0,0
1.177947, 0.114921, 8.540117, -0.279252, 0.139626, -0.261799, 1577071582763,0,0,0
1.156399, 0.105344, 8.65025, -0.279252, 0.104719, -0.296705, 1577071582815,0,0,0
1.212663, 0.076614, 8.590395, -0.261799, 0.104719, -0.296705, 1577071582868,0,0,0
1.128866, 0.075417, 8.482656, -0.261799, 0.122173, -0.296705, 1577071582920,0,0,0
1.138442, 0.144849, 8.548497, -0.261799, 0.139626, -0.279252, 1577071582972,0,0,0
1.158793, 0.196324, 8.558073, -0.261799, 0.122173, -0.279252, 1577071583025,0,0,0
1.13964, 0.073023, 8.488642, -0.296705, 0.122173, -0.279252, 1577071583077,0,0,0
1.173158, 0.087388, 8.56765, -0.261799, 0.122173, -0.279252, 1577071583129,0,0,0
1.20548, 0.079008, 8.479065, -0.261799, 0.122173, -0.296705, 1577071583182,0,0,0
1.145625, 0.079008, 8.477868, -0.261799, 0.139626, -0.296705, 1577071583234,0,0,0
1.169567, 0.146046, 8.544905, -0.244346, 0.157079, -0.279252, 1577071583286,0,0,0
1.133654, 0.130483, 8.400056, -0.296705, 0.069813, -0.279252, 1577071583339,0,0,0
1.157596, 0.079008, 8.579621, -0.296705, 0.087266, -0.279252, 1577071583391,0,0,0
1.199495, 0.128089, 8.513781, -0.244346, 0.122173, -0.296705, 1577071583443,0,0,0
1.150413, 0.061052, 8.536526, -0.261799, 0.139626, -0.314159, 1577071583495,0,0,0
1.158793, 0.100556, 8.450334, -0.261799, 0.157079, -0.279252, 1577071583548,0,0,0
1.142034, 0.096965, 8.625111, -0.279252, 0.139626, -0.279252, 1577071583600,0,0,0
1.210268, 0.093373, 8.53054, -0.261799, 0.139626, -0.279252, 1577071583652,0,0,0
1.171961, 0.095768, 8.433575, -0.244346, 0.122173, -0.296705, 1577071583705,0,0,0
1.12288, 0.099359, 8.614337, -0.261799, 0.157079, -0.296705, 1577071583757,0,0,0
1.183932, 0.126892, 8.534131, -0.261799, 0.139626, -0.279252, 1577071583809,0,0,0
1.134851, 0.110133, 8.446743, -0.261799, 0.122173, -0.261799, 1577071583861,0,0,0
1.175553, 0.147243, 8.512584, -0.279252, 0.104719, -0.279252, 1577071583914,0,0,0
1.210268, 0.107739, 8.531737, -0.279252, 0.122173, -0.279252, 1577071583966,0,0,0
1.16837, 0.023942, 8.595184, -0.261799, 0.139626, -0.279252, 1577071584019,0,0,0
1.175553, 0.169988, 8.558073, -0.226892, 0.174532, -0.279252, 1577071584071,0,0,0
1.101332, 0.149637, 8.524555, -0.261799, 0.157079, -0.279252, 1577071584123,0,0,0
1.137245, 0.11971, 8.574833, -0.279252, 0.139626, -0.279252, 1577071584176,0,0,0
1.204283, 0.153228, 8.53054, -0.279252, 0.122173, -0.261799, 1577071584229,0,0,0
1.152808, 0.123301, 8.534131, -0.296705, 0.087266, -0.279252, 1577071584281,0,0,0
1.198297, 0.084994, 8.585607, -0.279252, 0.122173, -0.296705, 1577071584334,0,0,0
1.21386, 0.089782, 8.511387, -0.261799, 0.122173, -0.314159, 1577071584386,0,0,0
1.128866, 0.117315, 8.609549, -0.261799, 0.157079, -0.296705, 1577071584438,0,0,0
1.142034, 0.131681, 8.615534, -0.261799, 0.174532, -0.296705, 1577071584492,0,0,0
1.128866, 0.117315, 8.44794, -0.261799, 0.139626, -0.296705, 1577071584544,0,0,0
1.124077, 0.095768, 8.593987, -0.279252, 0.122173, -0.279252, 1577071584597,0,0,0
1.221042, 0.123301, 8.615534, -0.279252, 0.104719, -0.279252, 1577071584649,0,0,0
1.175553, 0.141257, 8.615534, -0.261799, 0.157079, -0.296705, 1577071584701,0,0,0
1.140837, 0.126892, 8.45632, -0.261799, 0.122173, -0.296705, 1577071584754,0,0,0
