rpm_data,Timestamp,Action,Bump,Traffic congestion
810.0,1577071582341,0,0,0
814.0,1577071582792,0,0,0
821.0,1577071583282,0,0,0
824.0,1577071583731,0,0,0
824.0,1577071584222,0,0,0
823.5,1577071584671,0,0,0
813.0,1577071585162,0,0,0
820.0,1577071585612,0,0,0
827.0,1577071586101,0,0,0
818.0,1577071586551,0,0,0
818.0,1577071587051,0,0,0
818.5,1577071587501,0,0,0
817.5,1577071587991,0,0,0
822.0,1577071588441,0,0,0
821.0,1577071588931,0,0,0
825.5,1577071589381,0,0,0
814.5,1577071589872,0,0,0
814.5,1577071590321,0,0,0
825.0,1577071590811,0,0,0
818.0,1577071591262,0,0,0
816.5,1577071591751,0,0,0
816.0,1577071592202,0,0,0
816.5,1577071592702,0,0,0
812.0,1577071593151,0,0,0
819.5,1577071593641,0,0,0
792.5,1577071594091,4,1,0
659.5,1577071594582,4,1,0
857.0,1577071595031,4,1,0
865.5,1577071595521,4,1,0
886.5,1577071595971,4,1,0
855.0,1577071596461,4,1,0
848.5,1577071596911,4,1,0
854.0,1577071597402,4,1,0
846.5,1577071597841,4,1,0
875.5,1577071598331,4,1,0
874.0,1577071598771,4,1,0
846.5,1577071599261,4,1,0
845.5,1577071599711,4,1,0
846.0,1577071600201,4,1,0
852.5,1577071600641,4,1,0
839.0,1577071601131,4,1,0
843.5,1577071601581,4,1,0
840.5,1577071602071,4,1,0
843.5,1577071602521,4,1,0
839.5,1577071603021,4,1,0
886.5,1577071603471,4,1,0
1061.5,1577071603961,3,1,0
1333.0,1577071604411,3,1,0
1528.5,1577071604901,3,1,0
1658.0,1577071605351,3,1,0
1866.5,1577071605841,3,1,0
1521.5,1577071606291,3,1,0
1447.5,1577071606781,3,1,0
1418.0,1577071607231,3,1,0
1455.0,1577071607721,3,1,0
1494.5,1577071608161,3,1,0
1534.0,1577071608651,3,1,0
1560.0,1577071609101,3,1,0
1573.5,1577071609591,3,1,0
1606.5,1577071610041,3,1,0
1644.0,1577071610531,3,1,0
1683.5,1577071610986,3,1,0
1707.0,1577071611461,3,1,0
1752.0,1577071611911,3,1,0
1827.0,1577071612401,3,1,0
1889.0,1577071612851,3,1,0
1918.0,1577071613341,3,1,0
1914.5,1577071613791,3,1,0
1656.5,1577071614281,3,1,0
1278.0,1577071614721,3,1,0
1186.5,1577071615211,-1,0,0
1265.0,1577071615661,-1,0,0
1311.5,1577071616151,-1,0,0
1302.0,1577071616601,-1,0,0
1343.5,1577071617091,-1,0,0
1513.0,1577071617541,-1,0,0
1583.5,1577071618031,-1,0,0
1623.0,1577071618481,-1,0,0
1661.0,1577071618971,-1,0,0
1684.5,1577071619421,-1,0,0
1732.0,1577071619911,-1,0,0
1756.0,1577071620361,-1,0,0
1822.0,1577071620851,-1,0,0
1852.5,1577071621301,1,0,0
1908.0,1577071621791,1,0,0
1961.5,1577071622241,1,0,0
1649.0,1577071622731,1,0,0
1447.0,1577071623191,1,0,0
1320.5,1577071623681,1,0,0
1235.5,1577071624131,1,0,0
1208.5,1577071624621,1,0,0
1163.5,1577071625071,1,0,0
1137.0,1577071625561,1,0,0
1098.0,1577071626011,1,0,0
1105.5,1577071626511,1,0,0
1191.5,1577071626961,3,0,0
1165.5,1577071627451,3,0,0
1128.0,1577071627901,3,0,0
1109.5,1577071628391,3,0,0
1037.0,1577071628841,3,0,0
993.5,1577071629341,3,0,0
955.0,1577071629791,3,0,0
890.0,1577071630281,3,0,0
849.5,1577071630731,3,0,0
819.0,1577071631220,3,0,0
824.0,1577071631670,3,0,0
815.0,1577071632170,3,0,0
784.0,1577071632620,3,0,0
754.0,1577071633110,3,0,0
799.5,1577071633560,3,0,0
810.5,1577071634060,3,0,0
842.5,1577071634510,3,0,0
875.0,1577071635000,3,0,0
887.0,1577071635450,3,0,0
899.0,1577071635940,3,0,0
884.5,1577071636390,3,0,0
877.0,1577071636880,3,0,0
875.5,1577071637330,3,0,0
875.0,1577071637820,3,0,0
867.0,1577071638270,3,0,0
876.0,1577071638760,3,0,0
863.5,1577071639210,3,0,0
818.0,1577071639700,3,0,0
807.0,1577071640150,3,0,0
812.5,1577071640641,3,0,0
806.5,1577071641090,3,0,0
804.5,1577071641590,3,0,0
809.0,1577071642040,3,0,0
814.0,1577071642531,3,0,0
819.0,1577071642980,3,0,0
818.0,1577071643470,3,0,0
824.5,1577071643930,3,0,0
830.0,1577071644420,3,0,0
829.0,1577071644870,3,0,0
839.5,1577071645360,3,0,0
832.5,1577071645810,1,1,0
840.0,1577071646300,1,1,0
833.5,1577071646750,1,1,0
848.0,1577071647240,1,1,0
915.0,1577071647690,1,1,0
897.0,1577071648181,1,1,0
902.0,1577071648630,1,1,0
891.0,1577071649120,1,1,0
909.0,1577071649570,2,0,0
884.0,1577071650070,2,0,0
875.5,1577071650520,2,0,0
880.0,1577071651010,2,0,0
853.0,1577071651460,2,0,0
860.5,1577071651950,2,0,0
885.0,1577071652400,2,0,0
883.5,1577071652890,2,0,0
869.0,1577071653340,2,0,0
876.0,1577071653830,2,0,0
885.5,1577071654280,2,0,0
877.5,1577071654770,2,0,0
883.5,1577071655220,2,0,0
879.0,1577071655710,2,0,0
856.0,1577071656160,2,0,0
1219.5,1577071656650,2,0,0
1506.5,1577071657100,2,0,0
1633.0,1577071657600,2,0,0
1642.5,1577071658050,1,0,0
1683.5,1577071658541,1,0,0
1728.5,1577071658990,1,0,0
1688.0,1577071659480,1,0,0
1598.0,1577071659930,1,0,0
1516.0,1577071660420,1,0,0
1234.0,1577071660870,1,0,0
1328.0,1577071661381,1,0,0
1606.5,1577071661830,1,0,0
1639.0,1577071662320,1,0,0
1640.5,1577071662770,2,0,0
1522.5,1577071663270,2,0,0
1425.5,1577071663720,2,0,0
1197.5,1577071664230,2,0,0
1140.0,1577071664680,2,0,0
1126.5,1577071665180,2,0,0
1127.0,1577071665630,2,0,0
1106.0,1577071666130,2,0,0
1072.0,1577071666580,2,0,0
1042.0,1577071667070,2,0,0
1021.5,1577071667520,2,0,0
998.0,1577071668020,2,0,0
972.0,1577071668470,2,0,0
1079.0,1577071668960,2,0,0
1182.5,1577071669410,2,0,0
1252.0,1577071669900,2,0,0
1270.5,1577071670350,2,0,0
1342.5,1577071670840,-1,0,0
1361.0,1577071671290,-1,0,0
1380.5,1577071671780,-1,0,0
1390.5,1577071672230,-1,0,0
1371.0,1577071672730,-1,0,0
1351.0,1577071673190,-1,0,0
1219.5,1577071673680,-1,0,0
1283.0,1577071674130,-1,0,0
1385.5,1577071674620,-1,0,0
1503.5,1577071675070,-1,0,0
1591.0,1577071675560,-1,0,0
1697.5,1577071676010,-1,0,0
1825.0,1577071676500,-1,0,0
1886.0,1577071676950,-1,0,0
1773.0,1577071677450,-1,0,0
1715.5,1577071677900,-1,0,0
1619.5,1577071678390,-1,0,0
1764.0,1577071678840,-1,0,0
1800.0,1577071679329,-1,0,0
1845.5,1577071679780,-1,0,0
1891.0,1577071680270,-1,0,0
1916.0,1577071680720,-1,0,0
1911.0,1577071681209,-1,0,0
1356.0,1577071681660,-1,0,0
1272.0,1577071682149,-1,0,0
1218.5,1577071682600,-1,0,0
1273.0,1577071683089,-1,0,0
1401.0,1577071683539,-1,0,0
1416.5,1577071684039,-1,0,0
1422.5,1577071684489,-1,0,0
1424.0,1577071684989,-1,0,0
1438.0,1577071685439,1,0,0
1451.5,1577071685929,1,0,0
1465.5,1577071686379,1,0,0
1489.0,1577071686869,1,0,0
1501.5,1577071687319,1,0,0
1466.5,1577071687809,1,0,0
1307.0,1577071688259,1,0,0
1176.5,1577071688749,1,0,0
1219.0,1577071689199,1,0,0
1250.5,1577071689689,1,0,0
1264.0,1577071690139,1,0,0
1303.5,1577071690629,1,0,0
1427.5,1577071691079,1,0,0
1437.0,1577071691569,1,0,0
1451.0,1577071692019,1,0,0
1471.0,1577071692509,1,0,0
1478.5,1577071692959,1,0,0
1498.0,1577071693449,-1,0,0
1487.5,1577071693899,-1,0,0
1380.0,1577071694389,-1,0,0
1316.5,1577071694839,-1,0,0
1177.0,1577071695329,-1,0,0
1073.0,1577071695779,-1,0,0
1034.0,1577071696269,-1,0,0
1026.0,1577071696719,-1,0,0
989.0,1577071697219,3,1,0
954.5,1577071697669,3,1,0
990.5,1577071698169,3,1,0
983.0,1577071698619,3,1,0
946.5,1577071699109,3,1,0
919.0,1577071699559,3,1,0
863.5,1577071700049,3,1,0
852.0,1577071700499,3,1,0
864.0,1577071700989,3,1,0
827.0,1577071701439,3,1,0
824.5,1577071701929,3,1,0
811.5,1577071702379,3,1,0
899.0,1577071702869,3,1,0
1092.0,1577071703322,3,1,0
1131.5,1577071703819,3,1,0
1194.5,1577071704269,3,1,0
1252.0,1577071704759,2,0,0
1348.0,1577071705209,2,0,0
1586.0,1577071705699,2,0,0
1762.0,1577071706149,2,0,0
1924.5,1577071706639,2,0,0
1825.0,1577071707089,2,0,0
1761.0,1577071707579,2,0,0
1735.5,1577071708029,2,0,0
1846.5,1577071708519,2,0,0
1943.5,1577071708969,2,0,0
1972.0,1577071709459,2,0,0
1934.5,1577071709909,2,0,0
1918.5,1577071710399,2,0,0
1362.0,1577071710849,2,0,0
1372.5,1577071711339,2,0,0
1398.0,1577071711789,2,0,0
1551.5,1577071712279,2,0,0
1900.0,1577071712729,2,0,0
2207.0,1577071713219,2,0,0
2302.0,1577071713669,2,0,0
2181.0,1577071714159,2,0,0
1977.5,1577071714609,2,0,0
1929.5,1577071715099,2,0,0
1997.5,1577071715549,2,0,0
2040.5,1577071716039,2,0,0
2050.5,1577071716489,2,0,0
2060.0,1577071716979,3,0,0
2081.5,1577071717429,3,0,0
2095.5,1577071717929,3,0,0
1990.0,1577071718379,3,0,0
1427.5,1577071718879,3,0,0
1311.5,1577071719329,3,0,0
1295.0,1577071719819,3,0,0
1289.5,1577071720269,3,0,0
1285.0,1577071720759,3,0,0
1281.5,1577071721209,3,0,0
1288.0,1577071721699,3,0,0
1290.0,1577071722149,3,0,0
1298.5,1577071722639,3,0,0
1309.5,1577071723089,3,0,0
1308.0,1577071723579,3,0,0
1308.0,1577071724039,1,0,0
1319.5,1577071724529,1,0,0
1309.0,1577071724979,1,0,0
1317.5,1577071725469,1,0,0
1323.0,1577071725919,1,0,0
1322.0,1577071726409,1,0,0
1320.5,1577071726859,1,0,0
1323.0,1577071727349,1,0,0
1320.5,1577071727799,1,0,0
1322.5,1577071728289,1,0,0
1311.0,1577071728739,1,0,0
1321.0,1577071729229,1,0,0
1314.5,1577071729679,1,0,0
1304.5,1577071730169,1,0,0
1301.5,1577071730619,1,0,0
1270.0,1577071731108,1,0,0
1248.5,1577071731559,1,0,0
1227.0,1577071732049,1,0,0
1217.0,1577071732499,1,0,0
1199.0,1577071732989,1,0,0
1178.0,1577071733438,1,0,0
1162.5,1577071733928,1,0,0
1147.5,1577071734388,1,0,0
1480.5,1577071734878,1,0,0
1702.5,1577071735328,1,0,0
