1619609077645,-0.29665
1619609077746,-0.29665
1619609077846,-0.29665
1619609077947,-0.29665
1619609078048,-0.29665
1619609078149,-0.29665
1619609078250,-0.29665
1619609078351,-0.29665
1619609078452,-0.29665
1619609078553,-0.29665
1619609078653,-0.29665
1619609078754,-0.29665
1619609078855,-0.29665
1619609078956,-0.29665
1619609079057,-0.29665
1619609079158,-0.29665
1619609079258,-0.29665
1619609079359,-0.29665
1619609079460,-0.29665
1619609079561,-0.29665
1619609079662,-0.29665
1619609079763,-0.29665
1619609079863,-0.29665
1619609079964,-0.29665
1619609080065,-0.29665
1619609080166,-0.29665
1619609080270,-0.29665
1619609080374,-0.29665
1619609080477,-0.29665
1619609080579,-0.29665
1619609080680,-0.29665
1619609080783,-0.29665
1619609080884,-0.29665
1619609080985,-0.29665
1619609081086,-0.29665
1619609081187,-0.29665
1619609081287,-0.29665
1619609081388,-0.29665
1619609081490,-0.29665
1619609081591,-0.29665
1619609081692,-0.29665
1619609081792,-0.29665
1619609081893,-0.29665
1619609081994,-0.29665
1619609082095,-0.29665
1619609082196,-0.29665
1619609082297,-0.29665
1619609082398,-0.29665
1619609082498,-0.29665
1619609082599,-0.29665
1619609082700,-0.29665
1619609082801,-0.29665
1619609082902,-0.29665
1619609083003,-0.29665
1619609083104,-0.29665
1619609083204,-0.29665
1619609083305,-0.29665
1619609083406,-0.29665
1619609083507,-0.29665
1619609083608,-0.29665
1619609083709,-0.29665
1619609083810,-0.29665
1619609083911,-0.29665
1619609084011,-0.29665
1619609084112,-0.29665
1619609084213,-0.29665
1619609084314,-0.29665
1619609084415,-0.29665
1619609084516,-0.29665
1619609084617,-0.29665
1619609084718,-0.29665
1619609084819,-0.29665
1619609084920,-0.29665
1619609085020,-0.29665
1619609085121,-0.29665
1619609085222,-0.29665
1619609085323,-0.29665
1619609085424,-0.29665
1619609085524,-0.29665
1619609085625,-0.29665
1619609085726,-0.29665
1619609085827,-0.29665
1619609085928,-0.29665
1619609086029,-0.29665
1619609086130,-0.29665
1619609086231,-0.29665
1619609086332,-0.29665
1619609086433,-0.29665
1619609086534,-0.29665
1619609086635,-0.29665
1619609086735,-0.29665
1619609086836,-0.29665
1619609086937,-0.29665
