skeda
FDJDID,7e0,7e8,3,021003,1,a8,8
FDJDID-cxt-1,3,22105c
FDJDID-cxt-2,3,2212b0
FDJDID-cxt-3,3,22f40c
FDJDID-cxt-4,3,22f40d
FDJDID-cxt-5,3,2215d1
FDJDID-cxt-6,3,221633
FDJDID-cxt-7,3,2215cf
FDJDID-cxt-8,3,2215d0
ZDDID,7e1,7e9,3,021003,1,a8,3
ZDDID-cxt-1,3,223803
ZDDID-cxt-2,3,22210e
ZDDID-cxt-3,3,22f40c
SCDID,713,77d,3,021003,1,a8,4
SCDID-cxt-1,3,221800
SCDID-cxt-2,3,221801
SCDID-cxt-1,3,221802
SCDID-cxt-1,3,221803
ZXDID,712,77c,3,021003,1,a8,1
ZXDID-cxt-1,3,221812
