X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Gyroscope,Y-axis Gyroscope,Z-axis Gyroscope, Timestamp,Action,BUMP,Traffic congestion
1.513135, -0.178368, 8.591592, -0.349065, 0.0, -0.314159, 1576229152716,1,0,0
1.386242, -0.191536, 8.736442, -0.418879, -0.017453, -0.279252, 1576229152770,1,0,0
1.516726, -0.286107, 8.562862, -0.349065, 0.034906, -0.244346, 1576229152822,1,0,0
1.516726, -0.159214, 8.555679, -0.279252, 0.122173, -0.261799, 1576229152874,1,0,0
1.551442, -0.18555, 8.572439, -0.279252, 0.069813, -0.261799, 1576229152927,1,0,0
1.598129, -0.34237, 8.41921, -0.261799, 0.087266, -0.314159, 1576229152979,1,0,0
1.525106, -0.149637, 8.506598, -0.279252, 0.069813, -0.349065, 1576229153031,1,0,0
1.462857, 0.03711, 8.597578, -0.296705, 0.0, -0.296705, 1576229153086,1,0,0
1.649604, -0.331596, 8.4647, -0.314159, 0.034906, -0.261799, 1576229153138,1,0,0
1.559822, -0.130483, 8.582015, -0.366519, 0.052359, -0.296705, 1576229153191,1,0,0
1.483207, -0.134075, 8.561665, -0.366519, 0.069813, -0.314159, 1576229153243,1,0,0
1.467645, -0.225054, 8.56765, -0.261799, 0.069813, -0.314159, 1576229153295,1,0,0
1.355118, -0.049081, 8.805873, -0.401425, 0.052359, -0.296705, 1576229153347,1,0,0
1.558625, -0.038307, 8.537723, -0.488692, -0.034906, -0.296705, 1576229153400,1,0,0
1.539471, -0.164002, 8.44794, -0.575958, -0.034906, -0.261799, 1576229153452,1,0,0
1.49877, -0.184353, 8.536526, -0.593411, 0.0, -0.244346, 1576229153504,1,0,0
1.642422, -0.263362, 8.617929, -0.541052, 0.0, -0.226892, 1576229153557,1,0,0
1.672349, -0.075417, 8.316259, -0.471238, -0.034906, -0.279252, 1576229153609,1,0,0
1.750161, -0.06584, 8.396465, -0.383972, -0.087266, -0.366519, 1576229153661,1,0,0
1.735796, -0.191536, 8.15465, -0.331612, -0.139626, -0.418879, 1576229153713,1,0,0
1.817199, -0.351947, 8.306682, -0.331612, -0.104719, -0.366519, 1576229153766,1,0,0
1.871068, -0.299275, 8.56765, -0.244346, -0.069813, -0.279252, 1576229153818,1,0,0
1.823184, -0.081402, 8.83221, -0.122173, 0.034906, -0.244346, 1576229153870,1,0,0
