speed_data,Timestamp,Action,Bump,Traffic congestion
5,1576229152826,1,0,0
7,1576229153266,1,0,0
9,1576229153716,1,0,0
10,1576229154156,1,0,0
11,1576229154596,1,0,0
13,1576229155036,1,0,0
13,1576229155476,1,0,0
14,1576229155916,1,0,0
15,1576229156356,1,0,0
16,1576229156806,1,0,0
16,1576229157246,1,0,0
17,1576229157696,4,0,0
18,1576229158137,4,0,0
19,1576229158576,4,0,0
19,1576229159016,4,0,0
19,1576229159466,4,0,0
19,1576229159916,4,0,0
20,1576229160366,4,0,0
21,1576229160816,4,0,0
22,1576229161266,4,0,0
22,1576229161716,4,0,0
21,1576229162156,4,0,0
21,1576229162607,4,0,0
21,1576229163046,4,0,0
20,1576229163497,4,0,0
19,1576229163946,1,0,0
19,1576229164396,1,0,0
18,1576229164846,1,0,0
18,1576229165286,3,0,0
17,1576229165736,3,0,0
16,1576229166186,3,0,0
15,1576229166636,3,0,0
14,1576229167087,3,0,0
13,1576229167537,3,0,0
11,1576229167986,3,0,0
10,1576229168436,3,0,0
10,1576229168886,3,0,0
11,1576229169337,3,0,0
11,1576229169786,3,0,0
11,1576229170236,3,0,0
11,1576229170687,3,0,0
12,1576229171137,3,0,0
13,1576229171587,3,0,0
14,1576229172037,3,0,0
15,1576229172497,3,0,0
15,1576229172947,3,0,0
15,1576229173407,3,0,0
15,1576229173857,1,0,0
15,1576229174306,1,0,0
15,1576229174756,1,0,0
15,1576229175206,1,0,0
15,1576229175676,1,0,0
14,1576229176126,1,0,0
13,1576229176576,1,0,0
13,1576229177036,1,0,0
13,1576229177486,1,0,0
12,1576229177906,1,0,0
10,1576229178366,1,0,0
9,1576229178816,1,0,0
8,1576229179276,1,0,0
8,1576229179726,1,0,0
7,1576229180176,1,0,0
5,1576229180626,1,0,0
4,1576229181076,1,0,0
4,1576229181526,1,0,0
4,1576229181986,2,0,0
4,1576229182436,2,0,0
4,1576229182897,2,0,0
4,1576229183346,2,0,0
4,1576229183796,2,0,0
5,1576229184247,2,0,0
6,1576229184696,2,0,0
8,1576229185146,2,0,0
9,1576229185596,2,0,0
10,1576229186046,2,0,0
12,1576229186496,2,0,0
13,1576229186946,2,0,0
15,1576229187396,2,0,0
17,1576229187847,2,0,0
18,1576229188296,2,0,0
19,1576229188747,2,0,0
20,1576229189197,2,0,0
21,1576229189647,2,0,0
22,1576229190097,2,0,0
24,1576229190547,1,0,0
25,1576229190997,1,0,0
26,1576229191447,1,0,0
27,1576229191897,1,0,0
27,1576229192347,1,0,0
27,1576229192797,1,0,0
27,1576229193247,1,0,0
27,1576229193697,1,0,0
28,1576229194147,1,0,0
29,1576229194597,1,0,0
29,1576229195046,1,0,0
30,1576229195497,1,0,0
31,1576229195947,1,0,0
32,1576229196397,1,0,0
32,1576229196847,1,0,0
32,1576229197297,1,0,0
31,1576229197747,1,0,0
31,1576229198197,1,0,0
31,1576229198647,1,0,0
31,1576229199097,1,0,0
31,1576229199547,1,0,0
31,1576229199997,1,0,0
32,1576229200447,1,0,0
32,1576229200897,1,0,0
30,1576229201347,1,0,0
30,1576229201797,1,0,0
30,1576229202247,1,0,0
30,1576229202697,1,0,0
30,1576229203147,1,0,0
30,1576229203597,1,0,0
30,1576229204047,1,0,0
30,1576229204497,1,0,0
29,1576229204947,1,0,0
28,1576229205397,1,0,0
27,1576229205847,1,0,0
26,1576229206297,1,0,0
25,1576229206747,1,0,0
24,1576229207197,1,0,0
23,1576229207647,1,0,0
22,1576229208097,1,0,0
21,1576229208547,1,0,0
20,1576229208997,1,0,0
22,1576229209447,1,0,0
20,1576229209897,1,0,0
21,1576229210347,1,0,0
21,1576229210797,1,0,0
21,1576229211247,1,0,0
21,1576229211697,1,0,0
21,1576229212147,1,0,0
20,1576229212597,1,0,0
18,1576229213047,1,0,0
17,1576229213497,1,0,0
17,1576229213947,1,0,0
16,1576229214397,1,0,0
16,1576229214847,1,0,0
13,1576229215297,1,0,0
12,1576229215747,1,0,0
10,1576229216197,1,0,0
9,1576229216647,1,0,0
8,1576229217097,1,0,0
7,1576229217547,1,0,0
5,1576229217997,1,0,0
4,1576229218447,1,0,0
4,1576229218897,1,0,0
5,1576229219347,1,0,0
6,1576229219797,1,0,0
7,1576229220247,1,0,0
7,1576229220697,1,0,0
8,1576229221147,1,0,0
7,1576229221597,1,0,0
7,1576229222047,1,0,0
6,1576229222497,1,0,0
5,1576229222947,1,0,0
5,1576229223398,1,0,0
5,1576229223848,1,0,0
4,1576229224298,1,0,0
4,1576229224748,1,0,0
4,1576229225198,1,0,0
5,1576229225648,1,0,0
6,1576229226098,1,0,0
7,1576229226547,1,0,0
6,1576229226997,1,0,0
6,1576229227447,1,0,0
5,1576229227897,1,0,0
4,1576229228347,1,0,0
3,1576229228797,1,0,0
1,1576229229247,1,0,0
2,1576229229697,1,0,0
4,1576229230067,2,0,0
5,1576229230517,2,0,0
6,1576229230967,2,0,0
8,1576229231417,2,0,0
9,1576229231867,2,0,0
10,1576229232317,2,0,0
12,1576229232767,2,0,0
13,1576229233217,2,0,0
13,1576229233667,2,0,0
12,1576229234117,2,0,0
13,1576229234567,2,0,0
13,1576229234957,2,0,0
14,1576229235407,2,0,0
15,1576229235857,2,0,0
13,1576229236308,2,0,0
11,1576229236757,2,0,0
11,1576229237207,2,0,0
12,1576229237657,2,0,0
13,1576229238107,2,0,0
14,1576229238557,2,0,0
15,1576229239007,2,0,0
