steer_data,Timestamp,Action,Bump,Traffic congestion
-0.4,1576229152779,1,0,0
-3.1,1576229153219,1,0,0
-4.1,1576229153659,1,0,0
-5.4,1576229154109,1,0,0
-4.3,1576229154549,1,0,0
-1.6,1576229154988,1,0,0
0.2,1576229155429,1,0,0
0.0,1576229155869,1,0,0
3.3,1576229156309,1,0,0
8.5,1576229156753,1,0,0
16.3,1576229157199,1,0,0
16.9,1576229157644,4,0,0
15.9,1576229158088,4,0,0
22.2,1576229158528,4,0,0
15.5,1576229158968,4,0,0
9.4,1576229159413,4,0,0
-3.2,1576229159863,4,0,0
-18.4,1576229160313,4,0,0
-19.7,1576229160763,4,0,0
-22.2,1576229161213,4,0,0
-16.0,1576229161663,4,0,0
-13.4,1576229162108,4,0,0
-6.9,1576229162553,4,0,0
-5.9,1576229162998,4,0,0
2.6,1576229163443,4,0,0
-0.6,1576229163893,1,0,0
-4.2,1576229164343,1,0,0
-10.6,1576229164793,1,0,0
-17.0,1576229165238,3,0,0
-31.4,1576229165683,3,0,0
-37.8,1576229166133,3,0,0
-45.5,1576229166583,3,0,0
-84.0,1576229167033,3,0,0
-115.5,1576229167483,3,0,0
-142.8,1576229167933,3,0,0
-218.7,1576229168383,3,0,0
-235.1,1576229168833,3,0,0
-219.0,1576229169283,3,0,0
-160.1,1576229169733,3,0,0
-132.4,1576229170183,3,0,0
-74.1,1576229170633,3,0,0
-44.9,1576229171083,3,0,0
-39.7,1576229171533,3,0,0
-19.6,1576229171983,3,0,0
-10.8,1576229172443,3,0,0
-4.4,1576229172893,3,0,0
-0.5,1576229173343,3,0,0
-0.5,1576229173803,1,0,0
-0.1,1576229174253,1,0,0
0.4,1576229174703,1,0,0
3.5,1576229175153,1,0,0
2.0,1576229175628,1,0,0
-2.0,1576229176073,1,0,0
-15.5,1576229176522,1,0,0
-18.8,1576229176981,1,0,0
-25.1,1576229177432,1,0,0
-24.9,1576229177852,1,0,0
-22.4,1576229178317,1,0,0
-4.1,1576229178762,1,0,0
8.9,1576229179222,1,0,0
12.3,1576229179672,1,0,0
9.6,1576229180127,1,0,0
6.4,1576229180572,1,0,0
4.6,1576229181022,1,0,0
4.6,1576229181472,1,0,0
9.1,1576229181937,2,0,0
71.1,1576229182382,2,0,0
213.3,1576229182848,2,0,0
324.0,1576229183297,2,0,0
443.5,1576229183742,2,0,0
486.5,1576229184192,2,0,0
472.8,1576229184642,2,0,0
440.1,1576229185092,2,0,0
445.4,1576229185542,2,0,0
361.7,1576229185992,2,0,0
261.3,1576229186442,2,0,0
166.6,1576229186892,2,0,0
87.6,1576229187342,2,0,0
93.4,1576229187792,2,0,0
70.2,1576229188242,2,0,0
24.6,1576229188692,2,0,0
7.1,1576229189142,2,0,0
0.5,1576229189592,2,0,0
-7.3,1576229190042,2,0,0
-6.5,1576229190492,1,0,0
-11.7,1576229190942,1,0,0
-11.1,1576229191392,1,0,0
3.1,1576229191842,1,0,0
-2.3,1576229192292,1,0,0
-1.1,1576229192742,1,0,0
2.6,1576229193192,1,0,0
-0.6,1576229193642,1,0,0
-1.4,1576229194092,1,0,0
0.9,1576229194542,1,0,0
-1.0,1576229194992,1,0,0
-0.4,1576229195442,1,0,0
-0.7,1576229195897,1,0,0
-0.6,1576229196342,1,0,0
-1.5,1576229196792,1,0,0
-3.1,1576229197241,1,0,0
-6.1,1576229197691,1,0,0
-7.1,1576229198141,1,0,0
-7.1,1576229198592,1,0,0
-2.8,1576229199041,1,0,0
0.5,1576229199491,1,0,0
0.3,1576229199941,1,0,0
-0.3,1576229200391,1,0,0
0.0,1576229200841,1,0,0
0.0,1576229201291,1,0,0
-3.6,1576229201741,1,0,0
-3.5,1576229202191,1,0,0
-0.2,1576229202641,1,0,0
0.1,1576229203091,1,0,0
-0.2,1576229203541,1,0,0
1.3,1576229203991,1,0,0
2.9,1576229204441,1,0,0
3.9,1576229204891,1,0,0
3.7,1576229205341,1,0,0
2.6,1576229205791,1,0,0
1.2,1576229206247,1,0,0
0.2,1576229206691,1,0,0
-1.0,1576229207141,1,0,0
-3.3,1576229207591,1,0,0
-3.4,1576229208047,1,0,0
1.2,1576229208491,1,0,0
4.9,1576229208941,1,0,0
5.2,1576229209391,1,0,0
5.4,1576229209847,1,0,0
3.7,1576229210296,1,0,0
-0.7,1576229210746,1,0,0
-5.3,1576229211191,1,0,0
-5.9,1576229211647,1,0,0
-6.1,1576229212091,1,0,0
-3.7,1576229212546,1,0,0
5.7,1576229212991,1,0,0
5.1,1576229213441,1,0,0
8.3,1576229213891,1,0,0
12.1,1576229214346,1,0,0
5.8,1576229214790,1,0,0
3.9,1576229215247,1,0,0
-1.3,1576229215691,1,0,0
-9.5,1576229216145,1,0,0
-9.2,1576229216590,1,0,0
-3.7,1576229217046,1,0,0
-3.7,1576229217496,1,0,0
-0.2,1576229217940,1,0,0
0.5,1576229218396,1,0,0
0.9,1576229218846,1,0,0
2.9,1576229219290,1,0,0
4.1,1576229219745,1,0,0
10.2,1576229220196,1,0,0
10.2,1576229220646,1,0,0
16.7,1576229221096,1,0,0
14.2,1576229221540,1,0,0
10.4,1576229221996,1,0,0
16.2,1576229222446,1,0,0
17.8,1576229222895,1,0,0
18.5,1576229223345,1,0,0
17.5,1576229223795,1,0,0
14.1,1576229224246,1,0,0
15.9,1576229224695,1,0,0
15.7,1576229225145,1,0,0
15.8,1576229225595,1,0,0
16.2,1576229226046,1,0,0
3.7,1576229226495,1,0,0
5.3,1576229226945,1,0,0
9.3,1576229227395,1,0,0
10.0,1576229227846,1,0,0
10.0,1576229228295,1,0,0
10.0,1576229228745,1,0,0
9.9,1576229229195,1,0,0
7.7,1576229229646,1,0,0
9.7,1576229230015,2,0,0
20.6,1576229230465,2,0,0
10.2,1576229230915,2,0,0
24.1,1576229231365,2,0,0
39.0,1576229231815,2,0,0
49.7,1576229232265,2,0,0
58.0,1576229232715,2,0,0
70.1,1576229233165,2,0,0
70.4,1576229233615,2,0,0
51.1,1576229234065,2,0,0
35.4,1576229234515,2,0,0
22.5,1576229234905,2,0,0
16.9,1576229235355,2,0,0
15.6,1576229235805,2,0,0
37.0,1576229236255,2,0,0
46.3,1576229236705,2,0,0
102.0,1576229237154,2,0,0
83.6,1576229237604,2,0,0
37.4,1576229238054,2,0,0
-3.5,1576229238504,2,0,0
-18.9,1576229238954,2,0,0
-51.8,1576229239404,3,0,0
-53.3,1576229239854,3,0,0
-25.8,1576229240304,3,0,0
-3.8,1576229240754,3,0,0
3.1,1576229241204,3,0,0
13.0,1576229241654,3,0,0
16.4,1576229242104,1,0,0
13.3,1576229242554,1,0,0
10.1,1576229243004,1,0,0
5.1,1576229243454,1,0,0
1.4,1576229243904,1,0,0
-18.8,1576229244354,3,0,0
-41.7,1576229244804,3,0,0
-51.2,1576229245254,3,0,0
-52.3,1576229245704,3,0,0
-53.3,1576229246154,3,0,0
-54.0,1576229246604,3,0,0
-46.1,1576229247054,3,0,0
-29.8,1576229247504,3,0,0
-14.8,1576229247954,3,0,0
-21.1,1576229248404,3,0,0
-21.6,1576229248854,3,0,0
-9.1,1576229249304,3,0,0
-11.1,1576229249754,3,0,0
-9.1,1576229250204,1,0,0
-4.0,1576229250654,1,0,0
-0.8,1576229251104,1,0,0
-5.7,1576229251554,1,0,0
-1.3,1576229252004,1,0,0
-1.4,1576229252454,1,0,0
-8.0,1576229252904,1,0,0
-5.0,1576229253354,1,0,0
-0.7,1576229253804,1,0,0
2.8,1576229254254,1,0,0
4.5,1576229254704,1,0,0
1.8,1576229255154,1,0,0
0.6,1576229255604,1,0,0
-0.3,1576229256054,1,0,0
-0.5,1576229256504,1,0,0
-4.7,1576229256954,1,0,0
-5.5,1576229257403,1,0,0
-5.5,1576229257853,1,0,0
-5.6,1576229258303,1,0,0
-6.6,1576229258754,1,0,0
-3.3,1576229259203,1,0,0
