brake_data,Timestamp,Action,Bump,Traffic congestion
0.0,1576134974542,4,0,0
0.0,1576134974992,4,0,0
0.0,1576134975442,4,0,0
0.0,1576134975892,4,0,0
0.0,1576134976342,4,0,0
0.0,1576134976792,4,0,0
0.0,1576134977242,4,0,0
0.0,1576134977692,4,0,0
0.0,1576134978142,4,0,0
0.0,1576134978592,4,0,0
0.0,1576134979042,4,0,0
0.0,1576134979502,4,0,0
0.0,1576134979952,1,0,0
0.0,1576134980402,1,0,0
0.0,1576134980852,1,0,0
0.0,1576134981302,1,0,0
0.0,1576134981752,1,0,0
0.0,1576134982202,1,0,0
0.0,1576134982652,1,0,0
0.0,1576134983102,1,0,0
0.0,1576134983552,1,0,0
0.0,1576134984002,1,0,0
0.0,1576134984452,1,0,0
0.0,1576134984902,1,0,0
0.0,1576134985352,1,0,0
0.0,1576134985802,1,0,0
0.0,1576134986252,1,0,0
0.0,1576134986702,1,0,0
0.0,1576134987152,1,0,0
0.0,1576134987602,1,0,0
0.0,1576134988052,1,0,0
0.0,1576134988502,1,0,0
0.0,1576134988952,1,0,0
0.0,1576134989402,1,0,0
0.0,1576134989852,1,0,0
0.0,1576134990302,1,0,0
0.0,1576134990752,1,0,0
0.0,1576134991202,1,0,0
0.0,1576134991652,1,0,0
0.0,1576134992102,1,0,0
0.0,1576134992552,1,0,0
0.0,1576134993002,1,0,0
0.0,1576134993452,1,0,0
0.0,1576134993902,1,0,0
0.0,1576134994352,1,0,0
0.0,1576134994802,1,0,0
0.0,1576134995252,1,0,0
0.0,1576134995702,1,0,0
0.0,1576134996152,1,0,0
0.0,1576134996602,1,0,0
0.0,1576134997052,1,0,0
0.0,1576134997502,1,0,0
0.0,1576134997952,1,0,0
0.0,1576134998402,1,0,0
0.0,1576134998852,1,0,0
0.0,1576134999302,1,0,0
0.0,1576134999752,1,0,0
0.0,1576135000202,1,0,0
0.0,1576135000652,1,0,0
0.0,1576135001102,1,0,0
0.0,1576135001552,1,0,0
0.0,1576135002002,1,0,0
0.0,1576135002462,1,0,0
0.0,1576135002912,1,0,0
0.0,1576135003362,1,0,0
0.0,1576135003812,1,0,0
0.0,1576135004262,1,0,0
0.12,1576135004713,1,0,0
1.11,1576135005163,1,0,0
655.3,1576135005613,1,0,0
0.0,1576135006062,1,0,0
0.0,1576135006513,1,0,0
0.0,1576135006962,1,0,0
0.0,1576135007413,1,0,0
0.0,1576135007862,1,0,0
0.33,1576135008313,1,0,0
0.78,1576135008762,1,0,0
0.93,1576135009222,1,0,0
0.9,1576135009672,1,0,0
0.93,1576135010122,1,0,0
655.3,1576135010573,1,0,0
0.0,1576135011022,1,0,0
0.0,1576135011473,1,0,0
0.0,1576135011922,1,0,0
0.0,1576135012372,1,0,0
0.0,1576135012822,1,0,0
0.0,1576135013272,1,0,0
0.0,1576135013722,1,0,0
0.0,1576135014173,1,0,0
0.0,1576135014622,1,0,0
0.0,1576135015072,1,0,0
0.0,1576135015522,1,0,0
0.0,1576135015973,1,0,0
0.0,1576135016422,8,0,0
0.0,1576135016872,8,0,0
0.0,1576135017322,8,0,0
0.0,1576135017772,8,0,0
0.0,1576135018223,8,0,0
0.0,1576135018673,8,0,0
0.0,1576135019122,8,0,0
0.0,1576135019572,8,0,0
0.0,1576135020022,8,0,0
0.0,1576135020472,8,0,0
0.0,1576135020922,8,0,0
0.0,1576135021372,8,0,0
0.0,1576135021822,8,0,0
0.0,1576135022272,8,0,0
0.0,1576135022723,8,0,0
0.0,1576135023173,8,0,0
0.0,1576135023622,8,0,0
0.0,1576135024072,8,0,0
0.0,1576135024522,8,0,0
0.0,1576135024972,8,0,0
0.0,1576135025422,8,0,0
0.0,1576135025872,8,0,0
0.0,1576135026322,8,0,0
0.0,1576135026772,8,0,0
0.0,1576135027222,8,0,0
0.0,1576135027672,8,0,0
0.0,1576135028122,8,0,0
0.0,1576135028572,8,0,0
0.0,1576135029022,8,0,0
0.0,1576135029472,8,0,0
0.0,1576135029922,8,0,0
0.0,1576135030372,8,0,0
0.0,1576135030822,8,0,0
0.21,1576135031272,8,0,0
0.39,1576135031722,8,0,0
0.45,1576135032172,8,0,0
0.36,1576135032623,8,0,0
0.0,1576135033072,8,0,0
0.0,1576135033522,8,0,0
0.0,1576135033972,8,0,0
0.0,1576135034422,8,0,0
0.0,1576135034872,8,0,0
0.0,1576135035322,8,0,0
0.0,1576135035772,8,0,0
0.0,1576135036222,8,0,0
0.0,1576135036672,8,0,0
0.0,1576135037122,8,0,0
0.0,1576135037573,8,0,0
0.51,1576135038022,8,0,0
0.12,1576135038472,8,0,0
0.0,1576135038922,8,0,0
0.0,1576135039372,8,0,0
0.0,1576135039822,8,0,0
0.0,1576135040272,4,0,0
0.0,1576135040722,4,0,0
0.0,1576135041172,4,0,0
0.0,1576135041622,4,0,0
0.0,1576135042073,4,0,0
0.0,1576135042522,4,0,0
0.0,1576135042972,4,0,0
0.0,1576135043422,4,0,0
0.0,1576135043872,4,0,0
0.0,1576135044322,4,0,0
0.0,1576135044792,4,0,0
0.0,1576135045243,4,0,0
0.0,1576135045693,4,0,0
0.0,1576135046143,4,0,0
0.0,1576135046593,4,0,0
0.0,1576135047043,4,0,0
0.0,1576135047493,4,0,0
0.0,1576135047943,4,0,0
0.0,1576135048393,4,0,0
0.0,1576135048843,4,0,0
0.0,1576135049293,4,0,0
0.0,1576135049743,4,0,0
0.0,1576135050193,4,0,0
0.66,1576135050643,5,0,0
0.81,1576135051093,5,0,0
0.27,1576135051543,5,0,0
0.45,1576135051993,5,0,0
