X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Gyroscope,Y-axis Gyroscope,Z-axis Gyroscope, Timestamp,Action,BUMP,Traffic congestion
-0.671573, 1.15999, 8.674192, -0.104719, 0.069813, 0.104719, 1576134974224,4,0,0
-0.588973, 1.229422, 8.683769, -0.122173, 0.069813, 0.087266, 1576134974276,4,0,0
-0.56144, 1.231816, 8.61314, -0.191986, 0.034906, 0.104719, 1576134974329,4,0,0
-0.60693, 1.291671, 8.702923, -0.226892, 0.034906, 0.157079, 1576134974381,4,0,0
-0.495599, 1.367089, 8.682572, -0.261799, 0.069813, 0.261799, 1576134974433,4,0,0
-0.531512, 1.528697, 8.688557, -0.279252, 0.104719, 0.331612, 1576134974485,4,0,0
-0.622492, 1.468842, 8.397662, -0.314159, 0.122173, 0.349065, 1576134974538,4,0,0
-0.634463, 1.359906, 8.535329, -0.331612, 0.087266, 0.314159, 1576134974590,4,0,0
-0.677559, 1.319205, 8.495824, -0.349065, 0.087266, 0.331612, 1576134974642,4,0,0
-0.562637, 1.393425, 8.520963, -0.383972, 0.174532, 0.383972, 1576134974695,4,0,0
-0.486022, 1.447294, 8.492233, -0.401425, 0.314159, 0.471238, 1576134974747,4,0,0
-0.661996, 1.322796, 8.517372, -0.366519, 0.366519, 0.488692, 1576134974799,4,0,0
-0.752976, 1.217451, 8.534131, -0.331612, 0.279252, 0.436332, 1576134974851,4,0,0
-0.784101, 1.076193, 8.829815, -0.366519, 0.139626, 0.383972, 1576134974904,4,0,0
-0.761356, 1.174355, 8.483853, -0.314159, 0.034906, 0.418879, 1576134974956,4,0,0
-0.727837, 1.223437, 8.4647, -0.157079, 0.139626, 0.750491, 1576134975008,4,0,0
-0.720654, 1.005564, 8.603563, -0.209439, 0.244346, 0.750491, 1576134975060,4,0,0
-0.758961, 1.084573, 8.364143, -0.244346, 0.383972, 0.645771, 1576134975113,4,0,0
-0.454898, 1.006761, 8.350975, -0.366519, 0.506145, 0.541052, 1576134975165,4,0,0
-0.71826, 0.960074, 8.755595, -0.383972, 0.593411, 0.541052, 1576134975217,4,0,0
-0.784101, 0.995987, 8.505401, -0.383972, 0.453785, 0.628318, 1576134975269,4,0,0
-0.774524, 1.074996, 8.638279, -0.331612, 0.506145, 0.750491, 1576134975322,4,0,0
-0.831985, 1.006761, 8.212111, -0.349065, 0.436332, 0.837758, 1576134975374,4,0,0
-0.834379, 0.926556, 8.675389, -0.349065, 0.226892, 0.767944, 1576134975426,4,0,0
-1.065419, 0.92057, 8.372523, -0.366519, -0.226892, 0.663225, 1576134975478,4,0,0
-0.642843, 0.806845, 8.519766, -0.314159, -0.226892, 0.680678, 1576134975531,4,0,0
-0.428562, 0.80086, 8.634688, -0.226892, -0.104719, 0.802851, 1576134975583,4,0,0
-0.646434, 0.907402, 7.973888, -0.261799, -0.069813, 0.907571, 1576134975635,4,0,0
-0.793677, 0.695515, 8.754398, -0.174532, 0.052359, 0.907571, 1576134975687,4,0,0
-0.903811, 0.774524, 8.689755, -0.279252, 0.122173, 0.785398, 1576134975740,4,0,0
-0.711077, 0.83797, 8.524555, -0.366519, 0.226892, 0.680678, 1576134975792,4,0,0
-0.391451, 0.915782, 8.295908, -0.471238, 0.174532, 0.680678, 1576134975844,4,0,0
-0.784101, 0.879869, 8.191761, -0.453785, 0.209439, 0.802851, 1576134975896,4,0,0
-0.736217, 0.786495, 8.412027, -0.418879, 0.296705, 0.872664, 1576134975949,4,0,0
-0.748188, 1.162384, 8.742427, -0.296705, 0.418879, 0.837758, 1576134976001,4,0,0
-0.639251, 0.859518, 8.834604, -0.174532, 0.331612, 0.750491, 1576134976053,4,0,0
-1.021127, 0.628477, 9.014169, -0.226892, 0.174532, 0.698131, 1576134976105,4,0,0
-1.054645, 0.83797, 8.56765, -0.331612, -0.052359, 0.680678, 1576134976157,4,0,0
-0.227449, 1.276109, 8.151059, -0.418879, 0.087266, 0.837758, 1576134976210,4,0,0
-0.475249, 1.276109, 8.477868, -0.226892, 0.069813, 0.890117, 1576134976262,4,0,0
-0.894234, 1.347935, 8.555679, -0.191986, 0.0, 0.767944, 1576134976314,4,0,0
-0.812831, 1.452083, 8.457517, -0.279252, 0.034906, 0.575958, 1576134976366,4,0,0
-0.299275, 1.066616, 8.312668, -0.331612, 0.261799, 0.506145, 1576134976419,4,0,0
-0.748188, 1.320402, 8.325836, -0.349065, 0.191986, 0.593411, 1576134976471,4,0,0
