accPre_data,Timestamp,Action,Bump,Traffic congestion
13.2,1576134974353,4,0,0
14.0,1576134974805,4,0,0
16.0,1576134975253,4,0,0
17.6,1576134975703,4,0,0
17.2,1576134976155,4,0,0
16.6,1576134976605,4,0,0
16.6,1576134977053,4,0,0
16.6,1576134977505,4,0,0
16.8,1576134977953,4,0,0
16.8,1576134978403,4,0,0
16.8,1576134978853,4,0,0
16.8,1576134979305,4,0,0
5.4,1576134979763,4,0,0
4.8,1576134980213,1,0,0
5.8,1576134980663,1,0,0
7.6,1576134981113,1,0,0
7.8,1576134981563,1,0,0
8.0,1576134982015,1,0,0
8.0,1576134982463,1,0,0
8.2,1576134982912,1,0,0
8.2,1576134983362,1,0,0
8.0,1576134983815,1,0,0
5.0,1576134984265,1,0,0
5.4,1576134984718,1,0,0
6.0,1576134985164,1,0,0
6.6,1576134985614,1,0,0
10.6,1576134986067,1,0,0
14.2,1576134986512,1,0,0
12.4,1576134986966,1,0,0
10.8,1576134987417,1,0,0
0.6,1576134987864,1,0,0
0.6,1576134988314,1,0,0
9.0,1576134988768,1,0,0
9.0,1576134989214,1,0,0
12.0,1576134989664,1,0,0
12.0,1576134990114,1,0,0
12.2,1576134990564,1,0,0
12.4,1576134991016,1,0,0
12.6,1576134991464,1,0,0
13.0,1576134991914,1,0,0
13.0,1576134992364,1,0,0
12.8,1576134992814,1,0,0
13.0,1576134993266,1,0,0
12.8,1576134993714,1,0,0
12.8,1576134994163,1,0,0
12.8,1576134994614,1,0,0
12.6,1576134995063,1,0,0
12.4,1576134995514,1,0,0
4.2,1576134995963,1,0,0
3.6,1576134996414,1,0,0
12.2,1576134996863,1,0,0
15.2,1576134997313,1,0,0
6.2,1576134997763,1,0,0
17.2,1576134998213,1,0,0
18.6,1576134998663,1,0,0
17.8,1576134999113,1,0,0
14.0,1576134999563,1,0,0
0.0,1576135000015,1,0,0
0.0,1576135000463,1,0,0
0.0,1576135000915,1,0,0
0.0,1576135001363,1,0,0
0.0,1576135001813,1,0,0
3.2,1576135002275,1,0,0
0.0,1576135002723,1,0,0
0.0,1576135003173,1,0,0
0.0,1576135003625,1,0,0
0.0,1576135004075,1,0,0
0.0,1576135004527,1,0,0
0.0,1576135004975,1,0,0
0.0,1576135005427,1,0,0
0.0,1576135005874,1,0,0
0.8,1576135006324,1,0,0
10.2,1576135006774,1,0,0
0.0,1576135007224,1,0,0
0.0,1576135007674,1,0,0
0.0,1576135008126,1,0,0
0.0,1576135008573,1,0,0
0.0,1576135009026,1,0,0
0.0,1576135009486,1,0,0
0.0,1576135009934,1,0,0
0.0,1576135010384,1,0,0
0.0,1576135010834,1,0,0
11.0,1576135011286,1,0,0
15.8,1576135011734,1,0,0
9.0,1576135012184,1,0,0
10.6,1576135012634,1,0,0
15.6,1576135013084,1,0,0
16.0,1576135013534,1,0,0
0.0,1576135013984,1,0,0
7.6,1576135014434,1,0,0
17.0,1576135014884,1,0,0
17.4,1576135015334,1,0,0
16.0,1576135015784,1,0,0
9.6,1576135016234,1,0,0
10.6,1576135016684,8,0,0
11.4,1576135017133,8,0,0
14.4,1576135017583,8,0,0
14.2,1576135018033,8,0,0
6.0,1576135018483,8,0,0
4.4,1576135018933,8,0,0
8.2,1576135019383,8,0,0
16.2,1576135019833,8,0,0
19.8,1576135020285,8,0,0
19.4,1576135020733,8,0,0
16.2,1576135021185,8,0,0
15.4,1576135021633,8,0,0
15.4,1576135022083,8,0,0
13.6,1576135022535,8,0,0
12.8,1576135022983,8,0,0
3.4,1576135023433,8,0,0
9.2,1576135023883,8,0,0
13.2,1576135024335,8,0,0
14.0,1576135024783,8,0,0
8.8,1576135025233,8,0,0
10.0,1576135025687,8,0,0
10.4,1576135026135,8,0,0
10.4,1576135026585,8,0,0
10.2,1576135027035,8,0,0
10.2,1576135027485,8,0,0
6.4,1576135027935,8,0,0
9.0,1576135028384,8,0,0
9.2,1576135028835,8,0,0
9.2,1576135029284,8,0,0
9.0,1576135029734,8,0,0
0.0,1576135030188,8,0,0
0.0,1576135030634,8,0,0
