accVertical_data,Timestamp,Action,Bump,Traffic congestion
2.172,1576134974202,4,0,0
2.262,1576134974652,4,0,0
1.952,1576134975102,4,0,0
1.67,1576134975552,4,0,0
1.9160000000000001,1576134976002,4,0,0
2.346,1576134976452,4,0,0
2.2760000000000002,1576134976902,4,0,0
2.146,1576134977352,4,0,0
2.0420000000000003,1576134977802,4,0,0
1.788,1576134978252,4,0,0
1.734,1576134978702,4,0,0
1.77,1576134979152,4,0,0
1.762,1576134979612,4,0,0
1.6400000000000001,1576134980062,1,0,0
0.9440000000000001,1576134980512,1,0,0
0.4,1576134980962,1,0,0
0.058,1576134981412,1,0,0
0.038,1576134981862,1,0,0
0.07,1576134982312,1,0,0
0.10200000000000001,1576134982762,1,0,0
0.18,1576134983212,1,0,0
0.212,1576134983662,1,0,0
0.216,1576134984112,1,0,0
0.228,1576134984562,1,0,0
0.074,1576134985012,1,0,0
-0.046,1576134985462,1,0,0
-0.08600000000000001,1576134985912,1,0,0
-0.042,1576134986362,1,0,0
0.318,1576134986812,1,0,0
0.796,1576134987262,1,0,0
0.856,1576134987712,1,0,0
0.554,1576134988162,1,0,0
0.11800000000000001,1576134988612,1,0,0
-0.11,1576134989062,1,0,0
-0.17400000000000002,1576134989512,1,0,0
-0.068,1576134989962,1,0,0
0.15,1576134990412,1,0,0
0.304,1576134990862,1,0,0
0.374,1576134991312,1,0,0
0.38,1576134991762,1,0,0
0.374,1576134992212,1,0,0
0.366,1576134992662,1,0,0
0.374,1576134993112,1,0,0
0.41200000000000003,1576134993562,1,0,0
0.41200000000000003,1576134994012,1,0,0
0.402,1576134994462,1,0,0
0.39,1576134994912,1,0,0
0.404,1576134995362,1,0,0
0.372,1576134995812,1,0,0
0.34,1576134996262,1,0,0
0.17400000000000002,1576134996712,1,0,0
0.026000000000000002,1576134997162,1,0,0
0.146,1576134997612,1,0,0
0.368,1576134998062,1,0,0
0.352,1576134998512,1,0,0
0.55,1576134998962,1,0,0
0.88,1576134999412,1,0,0
1.034,1576134999862,1,0,0
0.714,1576135000312,1,0,0
0.318,1576135000762,1,0,0
-0.036000000000000004,1576135001212,1,0,0
-0.214,1576135001662,1,0,0
-0.328,1576135002122,1,0,0
-0.35000000000000003,1576135002572,1,0,0
-0.336,1576135003023,1,0,0
-0.334,1576135003472,1,0,0
-0.326,1576135003922,1,0,0
-0.336,1576135004373,1,0,0
-0.334,1576135004823,1,0,0
-0.808,1576135005273,1,0,0
-1.1260000000000001,1576135005722,1,0,0
-1.026,1576135006173,1,0,0
-1.1320000000000001,1576135006622,1,0,0
-0.978,1576135007073,1,0,0
-0.51,1576135007522,1,0,0
-0.266,1576135007973,1,0,0
-0.23600000000000002,1576135008422,1,0,0
-0.712,1576135008872,1,0,0
-1.462,1576135009332,1,0,0
-1.672,1576135009782,1,0,0
-1.754,1576135010232,1,0,0
-1.47,1576135010682,1,0,0
-0.712,1576135011132,1,0,0
-0.35000000000000003,1576135011583,1,0,0
0.074,1576135012032,1,0,0
1.118,1576135012482,1,0,0
1.274,1576135012933,1,0,0
1.194,1576135013382,1,0,0
1.706,1576135013832,1,0,0
1.87,1576135014282,1,0,0
1.034,1576135014732,1,0,0
0.56,1576135015183,1,0,0
1.33,1576135015632,1,0,0
1.812,1576135016082,1,0,0
1.8980000000000001,1576135016532,8,0,0
1.326,1576135016982,8,0,0
0.854,1576135017432,8,0,0
0.746,1576135017882,8,0,0
0.93,1576135018332,8,0,0
1.01,1576135018782,8,0,0
0.642,1576135019232,8,0,0
0.318,1576135019683,8,0,0
0.334,1576135020132,8,0,0
0.856,1576135020582,8,0,0
1.466,1576135021032,8,0,0
1.926,1576135021482,8,0,0
1.776,1576135021932,8,0,0
1.594,1576135022382,8,0,0
1.45,1576135022832,8,0,0
1.302,1576135023282,8,0,0
0.848,1576135023732,8,0,0
0.398,1576135024182,8,0,0
0.308,1576135024632,8,0,0
0.6880000000000001,1576135025082,8,0,0
0.912,1576135025532,8,0,0
0.644,1576135025982,8,0,0
0.562,1576135026432,8,0,0
0.446,1576135026882,8,0,0
0.336,1576135027332,8,0,0
0.298,1576135027782,8,0,0
0.232,1576135028232,8,0,0
0.134,1576135028682,8,0,0
0.116,1576135029132,8,0,0
0.10400000000000001,1576135029582,8,0,0
0.126,1576135030033,8,0,0
0.1,1576135030482,8,0,0
-0.032,1576135030932,8,0,0
-0.158,1576135031383,8,0,0
-0.434,1576135031832,8,0,0
-0.716,1576135032282,8,0,0
-0.792,1576135032732,8,0,0
-0.88,1576135033182,8,0,0
-1.034,1576135033632,8,0,0
-1.154,1576135034082,8,0,0
-0.746,1576135034533,8,0,0
0.17,1576135034983,8,0,0
0.6920000000000001,1576135035433,8,0,0
0.85,1576135035883,8,0,0
0.532,1576135036332,8,0,0
0.21,1576135036782,8,0,0
-0.128,1576135037232,8,0,0
-0.3,1576135037683,8,0,0
-0.55,1576135038132,8,0,0
-1.032,1576135038582,8,0,0
-0.852,1576135039032,8,0,0
-0.58,1576135039482,8,0,0
-0.452,1576135039932,8,0,0
-0.192,1576135040383,4,0,0
0.048,1576135040832,4,0,0
0.114,1576135041283,4,0,0
0.024,1576135041732,4,0,0
-0.122,1576135042182,4,0,0
-0.228,1576135042632,4,0,0
-0.132,1576135043082,4,0,0
0.26,1576135043532,4,0,0
0.45,1576135043982,4,0,0
0.266,1576135044433,4,0,0
0.064,1576135044903,4,0,0
0.14400000000000002,1576135045353,4,0,0
0.374,1576135045803,4,0,0
0.524,1576135046253,4,0,0
0.378,1576135046703,4,0,0
0.164,1576135047153,4,0,0
0.242,1576135047603,4,0,0
0.5740000000000001,1576135048053,4,0,0
0.772,1576135048503,4,0,0
0.636,1576135048953,4,0,0
0.296,1576135049403,4,0,0
0.042,1576135049853,4,0,0
-0.158,1576135050303,4,0,0
-0.522,1576135050753,5,0,0
-1.162,1576135051203,5,0,0
-1.302,1576135051653,5,0,0
-0.98,1576135052103,5,0,0
-0.9480000000000001,1576135052553,5,0,0
-0.608,1576135053003,5,0,0
-0.34800000000000003,1576135053453,5,0,0
-0.23,1576135053903,5,0,0
-0.15,1576135054353,5,0,0
0.014,1576135054803,5,0,0
1.044,1576135055253,5,0,0
1.274,1576135055703,5,0,0
0.678,1576135056153,5,0,0
0.258,1576135056603,5,0,0
0.09,1576135057053,5,0,0
0.28600000000000003,1576135057503,5,0,0
0.51,1576135057953,5,0,0
0.428,1576135058403,5,0,0
0.16,1576135058853,5,0,0
-0.16,1576135059303,5,0,0
-0.396,1576135059753,5,0,0
-0.338,1576135060203,5,0,0
-0.222,1576135060653,5,0,0
-0.156,1576135061103,1,0,0
-0.122,1576135061553,1,0,0
-0.094,1576135062003,1,0,0
-0.028,1576135062453,1,0,0
0.23800000000000002,1576135062903,1,0,0
0.252,1576135063353,1,0,0
0.134,1576135063803,1,0,0
0.058,1576135064253,1,0,0
0.022,1576135064703,1,0,0
0.008,1576135065163,1,0,0
0.05,1576135065613,1,0,0
0.404,1576135066063,1,0,0
0.634,1576135066513,1,0,0
0.398,1576135066963,1,0,0
0.038,1576135067413,1,0,0
-0.302,1576135067863,1,0,0
-0.124,1576135068323,1,0,0
