rpm_data,Timestamp,Action,Bump,Traffic congestion
1592.5,1577001465986,3,0,0
1509.0,1577001466476,3,0,0
1346.5,1577001466926,3,0,0
1337.0,1577001467416,3,0,0
1601.0,1577001467866,3,0,0
1724.5,1577001468356,3,0,0
1492.5,1577001468806,3,0,0
1574.0,1577001469306,3,0,0
1665.0,1577001469756,3,0,0
1749.5,1577001470246,3,0,0
1784.0,1577001470696,3,0,0
1687.5,1577001471196,3,0,0
1613.0,1577001471646,3,0,0
1580.5,1577001472136,3,0,0
1673.5,1577001472586,3,0,0
1894.0,1577001473076,3,0,0
1953.5,1577001473526,3,0,0
1840.0,1577001474016,3,0,0
1863.5,1577001474466,3,0,0
2013.0,1577001474956,3,0,0
2102.5,1577001475406,3,0,0
2247.5,1577001475896,3,0,0
2045.5,1577001476346,3,0,0
1613.0,1577001476838,3,0,0
1739.5,1577001477286,1,0,0
1838.0,1577001477786,1,0,0
1930.5,1577001478236,1,0,0
2020.0,1577001478726,1,0,0
2046.5,1577001479186,1,0,0
1748.0,1577001479676,1,0,0
1859.5,1577001480126,1,0,0
1915.5,1577001480616,1,0,0
1723.0,1577001481066,1,0,0
1684.0,1577001481556,1,0,0
1818.5,1577001482006,1,0,0
1862.5,1577001482496,1,0,0
1880.0,1577001482946,1,0,0
1898.5,1577001483436,1,0,0
1870.5,1577001483896,1,0,0
1595.0,1577001484386,1,0,0
1288.5,1577001484846,1,0,0
1777.0,1577001485336,9,0,0
1866.5,1577001485867,9,0,0
1852.5,1577001486356,9,0,0
1675.5,1577001486806,9,0,0
1768.0,1577001487296,9,0,0
1856.5,1577001487746,9,0,0
1961.5,1577001488236,9,0,0
2069.5,1577001488687,9,0,0
2102.5,1577001489187,9,0,0
2135.5,1577001489636,9,0,0
2160.0,1577001490127,9,0,0
2168.0,1577001490576,9,0,0
1626.5,1577001491068,9,0,0
1427.5,1577001491516,9,0,0
1399.5,1577001492007,9,0,0
1386.5,1577001492456,9,0,0
1367.5,1577001492946,9,0,0
1374.0,1577001493396,9,0,0
1377.0,1577001493886,9,0,0
1376.0,1577001494337,9,0,0
1377.0,1577001494827,9,0,0
1380.0,1577001495276,9,0,0
1380.0,1577001495766,9,0,0
1384.5,1577001496216,9,0,0
1383.5,1577001496706,9,0,0
1384.5,1577001497156,9,0,0
1385.5,1577001497647,9,0,0
1389.0,1577001498096,9,0,0
1393.5,1577001498586,1,0,0
1396.0,1577001499036,1,0,0
1398.0,1577001499526,1,0,0
1380.5,1577001499976,1,0,0
1374.0,1577001500469,1,0,0
1370.5,1577001500926,1,0,0
1369.5,1577001501416,1,0,0
1360.0,1577001501867,1,0,0
1339.5,1577001502356,1,0,0
1319.5,1577001502806,1,0,0
1298.0,1577001503296,1,0,0
1295.0,1577001503746,4,0,0
1294.0,1577001504246,4,0,0
1299.5,1577001504696,4,0,0
1303.5,1577001505196,4,0,0
1306.5,1577001505646,4,0,0
1311.0,1577001506146,4,0,0
1320.5,1577001506596,4,0,0
1317.0,1577001507086,4,0,0
1319.0,1577001507536,4,0,0
