DT_brakePressure,Timestamp,Action,Bump,Traffic congestion
3.24,1569397134584.0,0,0,0
3.24,1569397135044.0,0,0,0
3.24,1569397135504.0,0,0,0
3.21,1569397135963.0,0,0,0
3.24,1569397136424.0,0,0,0
3.21,1569397136903.0,0,0,0
3.21,1569397137363.0,0,0,0
3.21,1569397137855.0,0,0,0
3.21,1569397138284.0,0,0,0
3.21,1569397138744.0,0,0,0
3.21,1569397139203.0,0,0,0
3.21,1569397139664.0,0,0,0
3.21,1569397140124.0,0,0,0
3.21,1569397140584.0,0,0,0
3.21,1569397141053.0,0,0,0
3.21,1569397141514.0,0,0,0
3.21,1569397141973.0,0,0,0
3.21,1569397142434.0,0,0,0
3.21,1569397142894.0,0,0,0
3.21,1569397143354.0,0,0,0
3.18,1569397143824.0,0,0,0
3.18,1569397144284.0,0,0,0
3.18,1569397144745.0,0,0,0
2.2800000000000002,1569397145204.0,0,0,0
0.0,1569397145664.0,0,0,0
-0.03,1569397146124.0,10,0,0
0.03,1569397146584.0,10,0,0
0.06,1569397147044.0,10,0,0
0.15,1569397147504.0,10,0,0
0.3,1569397147963.0,10,0,0
0.3,1569397148436.0,10,0,0
0.24,1569397148890.0,10,0,0
0.15,1569397149344.0,10,0,0
0.27,1569397149814.0,10,0,0
0.33,1569397150274.0,10,0,0
0.42,1569397150724.0,10,0,0
0.45,1569397151183.0,10,0,0
0.45,1569397151644.0,10,0,0
0.51,1569397152104.0,10,0,0
0.3,1569397152564.0,10,0,0
0.33,1569397153034.0,10,0,0
0.54,1569397153494.0,10,0,0
0.3,1569397153964.0,10,0,0
0.18,1569397154424.0,10,0,0
0.18,1569397154874.0,10,0,0
0.21,1569397155335.0,10,0,0
0.21,1569397155794.0,10,0,0
0.39,1569397156272.0,10,0,0
0.36,1569397156714.0,10,0,0
0.18,1569397157174.0,10,0,0
-0.03,1569397157634.0,10,0,0
0.06,1569397158094.0,10,0,0
0.24,1569397158554.0,10,0,0
0.36,1569397159024.0,10,0,0
0.9,1569397159474.0,10,0,0
1.1400000000000001,1569397159944.0,10,0,0
1.47,1569397160394.0,10,0,0
1.5,1569397160854.0,2,0,0
0.15,1569397161324.0,2,0,0
-0.03,1569397161784.0,2,0,0
0.0,1569397162244.0,2,0,0
0.0,1569397162714.0,2,0,0
0.0,1569397163174.0,2,0,0
-0.03,1569397163634.0,2,0,0
0.0,1569397164094.0,2,0,0
0.0,1569397164564.0,2,0,0
0.0,1569397165034.0,2,0,0
0.0,1569397165494.0,2,0,0
0.0,1569397165954.0,2,0,0
0.0,1569397166414.0,2,0,0
0.0,1569397166874.0,2,0,0
0.0,1569397167334.0,2,0,0
0.0,1569397167794.0,2,0,0
0.0,1569397168271.0,1,0,0
0.0,1569397168713.0,1,0,0
0.0,1569397169174.0,1,0,0
0.0,1569397169624.0,1,0,0
0.0,1569397170084.0,1,0,0
0.0,1569397170544.0,1,0,0
0.0,1569397171004.0,1,0,0
0.0,1569397171464.0,1,0,0
0.0,1569397171924.0,1,0,0
0.0,1569397172384.0,1,0,0
0.0,1569397172844.0,1,0,0
0.0,1569397173304.0,2,0,0
0.0,1569397173764.0,2,0,0
0.0,1569397174214.0,2,0,0
0.0,1569397174674.0,2,0,0
0.0,1569397175134.0,2,0,0
0.0,1569397175594.0,2,0,0
0.0,1569397176054.0,2,0,0
0.0,1569397176514.0,2,0,0
0.0,1569397176984.0,1,0,0
0.0,1569397177444.0,1,0,0
0.0,1569397177948.0,1,0,0
0.0,1569397178354.0,1,0,0
0.0,1569397178824.0,1,0,0
0.0,1569397179274.0,1,0,0
0.0,1569397179744.0,4,0,0
0.0,1569397180194.0,4,0,0
0.0,1569397180654.0,4,0,0
0.0,1569397181114.0,4,0,0
0.0,1569397181575.0,4,0,0
0.0,1569397182034.0,4,0,0
0.0,1569397182494.0,4,0,0
0.0,1569397182964.0,4,0,0
0.0,1569397183424.0,4,0,0
0.0,1569397183884.0,4,0,0
0.0,1569397184344.0,4,0,0
0.0,1569397184803.0,4,0,0
0.0,1569397185259.0,1,0,0
0.0,1569397185714.0,1,0,0
0.0,1569397186184.0,1,0,0
0.0,1569397186644.0,1,0,0
0.33,1569397187104.0,1,0,0
0.75,1569397187564.0,2,1,0
0.24,1569397188024.0,2,1,0
0.0,1569397188484.0,2,1,0
0.0,1569397188944.0,2,1,0
0.0,1569397189404.0,2,1,0
0.0,1569397189864.0,2,1,0
0.0,1569397190324.0,2,1,0
0.0,1569397190784.0,2,1,0
0.0,1569397191244.0,2,1,0
0.0,1569397191694.0,2,1,0
0.0,1569397192153.0,2,1,0
0.0,1569397192614.0,2,1,0
0.0,1569397193074.0,2,1,0
0.42,1569397193534.0,2,1,0
1.02,1569397193994.0,2,1,0
1.26,1569397194444.0,2,1,0
1.26,1569397194914.0,2,1,0
1.23,1569397195374.0,2,1,0
0.99,1569397195834.0,0,0,0
0.51,1569397196294.0,0,0,0
0.12,1569397196744.0,2,1,0
0.21,1569397197204.0,2,1,0
