DT_verticalAcc,Timestamp,Action,Bump,Traffic congestion
0.124,1569397134693.0,0,0,0
0.124,1569397135153.0,0,0,0
0.124,1569397135614.0,0,0,0
0.124,1569397136076.0,0,0,0
0.13,1569397136544.0,0,0,0
0.126,1569397137014.0,0,0,0
0.124,1569397137474.0,0,0,0
0.124,1569397137933.0,0,0,0
0.126,1569397138394.0,0,0,0
0.126,1569397138854.0,0,0,0
0.124,1569397139314.0,0,0,0
0.126,1569397139774.0,0,0,0
0.128,1569397140233.0,0,0,0
0.126,1569397140694.0,0,0,0
0.132,1569397141163.0,0,0,0
0.128,1569397141624.0,0,0,0
0.126,1569397142088.0,0,0,0
0.124,1569397142544.0,0,0,0
0.124,1569397143004.0,0,0,0
0.124,1569397143464.0,0,0,0
0.124,1569397143933.0,0,0,0
0.124,1569397144394.0,0,0,0
0.124,1569397144854.0,0,0,0
0.128,1569397145304.0,0,0,0
0.11800000000000001,1569397145774.0,0,0,0
-0.13,1569397146233.0,10,0,0
-0.41200000000000003,1569397146694.0,10,0,0
-0.466,1569397147154.0,10,0,0
-0.38,1569397147614.0,10,0,0
-0.268,1569397148074.0,10,0,0
-0.07,1569397148534.0,10,0,0
0.07,1569397148994.0,10,0,0
-0.044,1569397149454.0,10,0,0
0.006,1569397149924.0,10,0,0
0.08,1569397150374.0,10,0,0
0.07,1569397150834.0,10,0,0
0.08,1569397151294.0,10,0,0
0.134,1569397151754.0,10,0,0
0.202,1569397152213.0,10,0,0
0.268,1569397152684.0,10,0,0
0.134,1569397153144.0,10,0,0
0.122,1569397153605.0,10,0,0
0.33,1569397154074.0,10,0,0
0.156,1569397154524.0,10,0,0
-0.038,1569397154983.0,10,0,0
-0.124,1569397155444.0,10,0,0
-0.124,1569397155904.0,10,0,0
-0.08,1569397156364.0,10,0,0
0.092,1569397156824.0,10,0,0
0.078,1569397157277.0,10,0,0
-0.088,1569397157744.0,10,0,0
-0.34,1569397158204.0,10,0,0
-0.318,1569397158664.0,10,0,0
-0.29,1569397159124.0,10,0,0
0.256,1569397159585.0,10,0,0
0.894,1569397160048.0,10,0,0
1.168,1569397160504.0,10,0,0
0.582,1569397160964.0,2,0,0
0.268,1569397161424.0,2,0,0
0.262,1569397161894.0,2,0,0
0.656,1569397162354.0,2,0,0
0.892,1569397162824.0,2,0,0
0.894,1569397163284.0,2,0,0
0.854,1569397163744.0,2,0,0
0.898,1569397164204.0,2,0,0
0.808,1569397164674.0,2,0,0
0.7020000000000001,1569397165144.0,2,0,0
0.61,1569397165603.0,2,0,0
0.5660000000000001,1569397166054.0,2,0,0
