DT_verticalAccOri,Timestamp,Action,Bump,Traffic congestion
0.062,1569397134713.0,0,0,0
0.062,1569397135173.0,0,0,0
0.062,1569397135634.0,0,0,0
0.062,1569397136094.0,0,0,0
0.062,1569397136564.0,0,0,0
0.062,1569397137034.0,0,0,0
0.062,1569397137494.0,0,0,0
0.062,1569397137953.0,0,0,0
0.093,1569397138414.0,0,0,0
0.062,1569397138874.0,0,0,0
0.062,1569397139334.0,0,0,0
0.062,1569397139794.0,0,0,0
0.062,1569397140274.0,0,0,0
0.093,1569397140714.0,0,0,0
0.062,1569397141183.0,0,0,0
0.062,1569397141644.0,0,0,0
0.062,1569397142104.0,0,0,0
0.062,1569397142564.0,0,0,0
0.062,1569397143024.0,0,0,0
0.062,1569397143494.0,0,0,0
0.062,1569397143953.0,0,0,0
0.062,1569397144414.0,0,0,0
0.062,1569397144874.0,0,0,0
0.062,1569397145333.0,0,0,0
-0.032,1569397145794.0,0,0,0
-0.375,1569397146271.0,10,0,0
-0.219,1569397146714.0,10,0,0
-0.188,1569397147174.0,10,0,0
-0.125,1569397147634.0,10,0,0
0.062,1569397148094.0,10,0,0
0.031,1569397148554.0,10,0,0
0.0,1569397149014.0,10,0,0
-0.063,1569397149514.0,10,0,0
0.125,1569397149943.0,10,0,0
0.031,1569397150404.0,10,0,0
0.0,1569397150854.0,10,0,0
0.156,1569397151314.0,10,0,0
0.125,1569397151774.0,10,0,0
0.25,1569397152233.0,10,0,0
0.0,1569397152704.0,10,0,0
0.0,1569397153164.0,10,0,0
0.281,1569397153624.0,10,0,0
0.0,1569397154094.0,10,0,0
-0.063,1569397154543.0,10,0,0
-0.094,1569397155004.0,10,0,0
-0.063,1569397155464.0,10,0,0
-0.032,1569397155924.0,10,0,0
0.062,1569397156385.0,10,0,0
0.031,1569397156844.0,10,0,0
0.0,1569397157304.0,10,0,0
-0.313,1569397157764.0,10,0,0
-0.25,1569397158224.0,10,0,0
-0.094,1569397158684.0,10,0,0
0.0,1569397159154.0,10,0,0
0.5,1569397159614.0,10,0,0
0.843,1569397160064.0,10,0,0
0.0,1569397160524.0,10,0,0
0.0,1569397160984.0,2,0,0
0.093,1569397161454.0,2,0,0
0.406,1569397161914.0,2,0,0
0.5,1569397162374.0,2,0,0
0.5,1569397162844.0,2,0,0
0.375,1569397163304.0,2,0,0
0.468,1569397163764.0,2,0,0
0.406,1569397164234.0,2,0,0
0.375,1569397164704.0,2,0,0
0.312,1569397165164.0,2,0,0
0.281,1569397165624.0,2,0,0
0.281,1569397166084.0,2,0,0
0.25,1569397166544.0,2,0,0
0.156,1569397167004.0,2,0,0
0.125,1569397167468.0,2,0,0
0.093,1569397167924.0,2,0,0
0.156,1569397168384.0,1,0,0
0.156,1569397168844.0,1,0,0
0.125,1569397169304.0,1,0,0
0.187,1569397169767.0,1,0,0
0.156,1569397170214.0,1,0,0
0.125,1569397170674.0,1,0,0
0.156,1569397171134.0,1,0,0
0.187,1569397171595.0,1,0,0
0.187,1569397172054.0,1,0,0
0.156,1569397172514.0,1,0,0
0.156,1569397172974.0,2,0,0
0.218,1569397173434.0,2,0,0
0.156,1569397173894.0,2,0,0
0.125,1569397174354.0,2,0,0
0.031,1569397174814.0,2,0,0
-0.032,1569397175270.0,2,0,0
-0.063,1569397175724.0,2,0,0
0.0,1569397176184.0,2,0,0
0.0,1569397176644.0,2,0,0
0.031,1569397177114.0,1,0,0
0.156,1569397177577.0,1,0,0
0.125,1569397178034.0,1,0,0
0.125,1569397178494.0,1,0,0
0.093,1569397178954.0,1,0,0
0.0,1569397179404.0,1,0,0
0.125,1569397179875.0,4,0,0
0.218,1569397180324.0,4,0,0
0.062,1569397180794.0,4,0,0
0.0,1569397181244.0,4,0,0
0.031,1569397181704.0,4,0,0
0.093,1569397182164.0,4,0,0
0.093,1569397182634.0,4,0,0
0.062,1569397183094.0,4,0,0
0.0,1569397183556.0,4,0,0
0.062,1569397184014.0,4,0,0
0.0,1569397184474.0,4,0,0
0.0,1569397184934.0,4,0,0
-0.032,1569397185384.0,1,0,0
-0.125,1569397185854.0,1,0,0
-0.094,1569397186314.0,1,0,0
-0.094,1569397186775.0,1,0,0
-0.375,1569397187234.0,1,0,0
-0.907,1569397187694.0,2,1,0
-0.157,1569397188154.0,2,1,0
0.0,1569397188614.0,2,1,0
-0.25,1569397189074.0,2,1,0
-0.25,1569397189534.0,2,1,0
-0.375,1569397189994.0,2,1,0
-0.5630000000000001,1569397190454.0,2,1,0
-0.625,1569397190914.0,2,1,0
-0.438,1569397191374.0,2,1,0
-0.594,1569397191824.0,2,1,0
-0.46900000000000003,1569397192284.0,2,1,0
-0.313,1569397192744.0,2,1,0
-0.188,1569397193204.0,2,1,0
-0.657,1569397193664.0,2,1,0
-1.5,1569397194114.0,2,1,0
-1.719,1569397194584.0,2,1,0
-1.813,1569397195044.0,2,1,0
-1.75,1569397195504.0,0,0,0
-0.094,1569397195964.0,0,0,0
-0.032,1569397196424.0,0,0,0
0.406,1569397196874.0,2,1,0
0.406,1569397197334.0,2,1,0
0.093,1569397197794.0,2,1,0
0.406,1569397198254.0,2,1,0
0.343,1569397198714.0,2,1,0
0.281,1569397199174.0,2,1,0
0.218,1569397199634.0,2,1,0
0.437,1569397200094.0,2,1,0
0.25,1569397200554.0,2,1,0
0.156,1569397201043.0,2,1,0
-0.032,1569397201474.0,2,1,0
-0.188,1569397201934.0,2,1,0
-0.125,1569397202394.0,2,1,0
-0.032,1569397202843.0,2,1,0
0.062,1569397203304.0,2,1,0
0.093,1569397203772.0,2,1,0
0.156,1569397204237.0,2,1,0
0.187,1569397204684.0,2,1,0
0.156,1569397205144.0,2,1,0
-0.032,1569397205604.0,2,1,0
-0.063,1569397206064.0,2,1,0
-0.063,1569397206534.0,1,0,0
0.0,1569397206994.0,1,0,0
0.0,1569397207444.0,1,0,0
0.031,1569397207914.0,1,0,0
0.0,1569397208374.0,1,0,0
0.031,1569397208834.0,1,0,0
0.062,1569397209294.0,1,0,0
0.093,1569397209754.0,1,0,0
0.218,1569397210214.0,1,0,0
0.125,1569397210674.0,1,0,0
-0.063,1569397211144.0,1,0,0
-0.094,1569397211617.0,3,0,0
-0.157,1569397212064.0,3,0,0
-0.657,1569397212524.0,3,0,0
-0.34400000000000003,1569397212984.0,3,0,0
-0.375,1569397213445.0,3,0,0
-0.28200000000000003,1569397213904.0,3,0,0
-0.188,1569397214364.0,3,0,0
0.0,1569397214824.0,3,0,0
0.031,1569397215284.0,3,0,0
0.031,1569397215744.0,1,0,0
-0.032,1569397216204.0,1,0,0
0.218,1569397216664.0,1,0,0
0.281,1569397217124.0,1,0,0
0.187,1569397217585.0,1,0,0
0.187,1569397218044.0,1,0,0
0.375,1569397218504.0,1,0,0
0.281,1569397218964.0,1,0,0
0.218,1569397219414.0,1,0,0
0.156,1569397219884.0,1,0,0
0.0,1569397220344.0,1,0,0
-0.032,1569397220794.0,1,0,0
-0.063,1569397221264.0,1,0,0
0.0,1569397221724.0,1,0,0
0.0,1569397222193.0,1,0,0
0.031,1569397222644.0,1,0,0
0.031,1569397223104.0,1,0,0
0.0,1569397223564.0,1,0,0
0.0,1569397224024.0,1,0,0
-0.063,1569397224484.0,1,0,0
-0.188,1569397224944.0,1,0,0
-0.625,1569397225404.0,2,0,0
-0.188,1569397225864.0,2,0,0
-0.157,1569397226324.0,2,0,0
-0.157,1569397226784.0,2,0,0
-0.25,1569397227245.0,2,0,0
