DT_vehicleSpeed,Timestamp,Action,Bump,Traffic congestion
0.0,1569397134664.0,0,0,0
0.0,1569397135104.0,0,0,0
0.0,1569397135564.0,0,0,0
0.0,1569397136023.0,0,0,0
0.0,1569397136484.0,0,0,0
0.0,1569397136954.0,0,0,0
0.0,1569397137414.0,0,0,0
0.0,1569397137884.0,0,0,0
0.0,1569397138344.0,0,0,0
0.0,1569397138794.0,0,0,0
0.0,1569397139271.0,0,0,0
0.0,1569397139724.0,0,0,0
0.0,1569397140173.0,0,0,0
0.0,1569397140634.0,0,0,0
0.0,1569397141104.0,0,0,0
0.0,1569397141574.0,0,0,0
0.0,1569397142033.0,0,0,0
0.0,1569397142494.0,0,0,0
0.0,1569397142953.0,0,0,0
0.0,1569397143414.0,0,0,0
0.0,1569397143874.0,0,0,0
0.0,1569397144334.0,0,0,0
0.0,1569397144795.0,0,0,0
0.0,1569397145254.0,0,0,0
0.0,1569397145714.0,0,0,0
0.0,1569397146173.0,10,0,0
1.0,1569397146634.0,10,0,0
1.0,1569397147094.0,10,0,0
2.0,1569397147564.0,10,0,0
2.0,1569397148024.0,10,0,0
2.0,1569397148484.0,10,0,0
2.0,1569397148944.0,10,0,0
2.0,1569397149403.0,10,0,0
2.0,1569397149864.0,10,0,0
2.0,1569397150324.0,10,0,0
2.0,1569397150784.0,10,0,0
2.0,1569397151233.0,10,0,0
2.0,1569397151694.0,10,0,0
1.0,1569397152154.0,10,0,0
1.0,1569397152624.0,10,0,0
1.0,1569397153094.0,10,0,0
1.0,1569397153544.0,10,0,0
1.0,1569397154014.0,10,0,0
1.0,1569397154474.0,10,0,0
1.0,1569397154934.0,10,0,0
2.0,1569397155384.0,10,0,0
2.0,1569397155854.0,10,0,0
2.0,1569397156314.0,10,0,0
2.0,1569397156764.0,10,0,0
2.0,1569397157224.0,10,0,0
2.0,1569397157684.0,10,0,0
3.0,1569397158154.0,10,0,0
3.0,1569397158614.0,10,0,0
3.0,1569397159074.0,10,0,0
2.0,1569397159534.0,10,0,0
1.0,1569397159994.0,10,0,0
0.0,1569397160454.0,10,0,0
0.0,1569397160914.0,2,0,0
0.0,1569397161374.0,2,0,0
0.0,1569397161844.0,2,0,0
0.0,1569397162304.0,2,0,0
1.0,1569397162773.0,2,0,0
2.0,1569397163232.0,2,0,0
3.0,1569397163694.0,2,0,0
3.0,1569397164153.0,2,0,0
4.0,1569397164625.0,2,0,0
5.0,1569397165084.0,2,0,0
5.0,1569397165544.0,2,0,0
6.0,1569397166004.0,2,0,0
6.0,1569397166474.0,2,0,0
6.0,1569397166934.0,2,0,0
7.0,1569397167384.0,2,0,0
7.0,1569397167854.0,2,0,0
7.0,1569397168304.0,1,0,0
7.0,1569397168766.0,1,0,0
8.0,1569397169224.0,1,0,0
8.0,1569397169684.0,1,0,0
8.0,1569397170144.0,1,0,0
8.0,1569397170596.0,1,0,0
8.0,1569397171054.0,1,0,0
9.0,1569397171524.0,1,0,0
9.0,1569397171974.0,1,0,0
9.0,1569397172435.0,1,0,0
9.0,1569397172894.0,1,0,0
10.0,1569397173354.0,2,0,0
10.0,1569397173815.0,2,0,0
10.0,1569397174274.0,2,0,0
10.0,1569397174734.0,2,0,0
10.0,1569397175194.0,2,0,0
11.0,1569397175654.0,2,0,0
11.0,1569397176114.0,2,0,0
11.0,1569397176576.0,2,0,0
11.0,1569397177034.0,1,0,0
11.0,1569397177494.0,1,0,0
11.0,1569397177954.0,1,0,0
