X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Gyroscope,Y-axis Gyroscope,Z-axis Gyroscope, Timestamp,Action,BUMP,Traffic congestion
-0.37469256,-0.005985504,9.876082,-0.19198623,-0.43633232,-0.17453294,1569397134862,0,0,0
-0.34596214,-0.005985504,9.991004,-0.17453294,-0.41887903,-0.17453294,1569397134914,0,0,0
-0.31124622,0.021547815,10.0029745,-0.17453294,-0.41887903,-0.15707964,1569397134965,0,0,0
-0.33518824,0.009576807,9.849746,-0.15707964,-0.40142572,-0.17453294,1569397135019,0,0,0
-0.30645782,0.029927522,9.885659,-0.17453294,-0.41887903,-0.17453294,1569397135070,0,0,0
-0.32441434,-0.034715924,9.970653,-0.19198623,-0.40142572,-0.17453294,1569397135124,0,0,0
-0.33758244,0.011971008,9.964667,-0.19198623,-0.40142572,-0.15707964,1569397135177,0,0,0
-0.40222588,-0.008379706,9.7958765,-0.17453294,-0.41887903,-0.17453294,1569397135229,0,0,0
-0.35553896,0.025139118,9.883265,-0.17453294,-0.41887903,-0.17453294,1569397135281,0,0,0
-0.33877954,-0.08499416,10.007763,-0.19198623,-0.43633232,-0.17453294,1569397135333,0,0,0
-0.29209262,0.009576807,9.931149,-0.19198623,-0.43633232,-0.17453294,1569397135387,0,0,0
-0.33399114,0.076614454,9.782708,-0.19198623,-0.43633232,-0.15707964,1569397135439,0,0,0
-0.33638534,0.022744916,9.862914,-0.19198623,-0.41887903,-0.17453294,1569397135492,0,0,0
-0.35194764,-0.034715924,10.020931,-0.19198623,-0.40142572,-0.17453294,1569397135544,0,0,0
-0.35434186,-0.035913024,9.976639,-0.17453294,-0.41887903,-0.17453294,1569397135596,0,0,0
-0.37110126,0.051475335,9.866506,-0.15707964,-0.41887903,-0.15707964,1569397135649,0,0,0
-0.36272156,0.007182605,9.915586,-0.17453294,-0.43633232,-0.17453294,1569397135700,0,0,0
-0.34237084,-0.06823475,9.989806,-0.17453294,-0.43633232,-0.15707964,1569397135754,0,0,0
-0.29448682,0.015562311,9.939528,-0.19198623,-0.43633232,-0.17453294,1569397135816,0,0,0
-0.35913026,0.08020575,9.878476,-0.19198623,-0.41887903,-0.17453294,1569397135859,0,0,0
-0.3842694,-0.035913024,9.848549,-0.19198623,-0.41887903,-0.17453294,1569397135910,0,0,0
-0.32561144,-0.07062895,9.957485,-0.19198623,-0.41887903,-0.17453294,1569397135964,0,0,0
-0.31603462,0.027533319,9.919178,-0.17453294,-0.43633232,-0.17453294,1569397136017,0,0,0
-0.36750996,0.01436521,9.753978,-0.19198623,-0.43633232,-0.17453294,1569397136069,0,0,0
-0.33758244,0.01316811,9.888053,-0.19198623,-0.41887903,-0.15707964,1569397136121,0,0,0
-0.34356794,-0.06344634,9.959879,-0.19198623,-0.41887903,-0.17453294,1569397136173,0,0,0
-0.33997664,-0.0023942017,9.817424,-0.17453294,-0.41887903,-0.17453294,1569397136226,0,0,0
-0.37229836,-0.021547815,9.909601,-0.17453294,-0.41887903,-0.17453294,1569397136279,0,0,0
-0.35793316,0.021547815,10.01734,-0.17453294,-0.41887903,-0.17453294,1569397136331,0,0,0
-0.31124622,0.023942016,9.957485,-0.19198623,-0.41887903,-0.17453294,1569397136383,0,0,0
