DT_acceleration,Timestamp,Action,Bump,Traffic congestion
0.0,1569397134605.0,0,0,0
0.0,1569397135064.0,0,0,0
0.0,1569397135524.0,0,0,0
0.0,1569397135993.0,0,0,0
0.0,1569397136454.0,0,0,0
0.0,1569397136923.0,0,0,0
0.0,1569397137383.0,0,0,0
0.0,1569397137855.0,0,0,0
0.0,1569397138304.0,0,0,0
0.0,1569397138764.0,0,0,0
0.0,1569397139223.0,0,0,0
0.0,1569397139684.0,0,0,0
0.0,1569397140144.0,0,0,0
0.0,1569397140604.0,0,0,0
0.0,1569397141073.0,0,0,0
0.0,1569397141534.0,0,0,0
0.0,1569397141993.0,0,0,0
0.0,1569397142454.0,0,0,0
0.0,1569397142913.0,0,0,0
0.0,1569397143384.0,0,0,0
0.0,1569397143844.0,0,0,0
0.0,1569397144304.0,0,0,0
0.0,1569397144764.0,0,0,0
0.0,1569397145239.0,0,0,0
0.0,1569397145684.0,0,0,0
0.0,1569397146144.0,10,0,0
0.255,1569397146604.0,10,0,0
0.36,1569397147064.0,10,0,0
0.327,1569397147523.0,10,0,0
0.267,1569397147983.0,10,0,0
0.136,1569397148443.0,10,0,0
0.053,1569397148904.0,10,0,0
0.11800000000000001,1569397149364.0,10,0,0
0.13,1569397149834.0,10,0,0
0.07200000000000001,1569397150294.0,10,0,0
0.003,1569397150744.0,10,0,0
-0.08600000000000001,1569397151204.0,10,0,0
-0.14100000000000001,1569397151664.0,10,0,0
-0.17300000000000001,1569397152124.0,10,0,0
-0.179,1569397152584.0,10,0,0
-0.08600000000000001,1569397153054.0,10,0,0
-0.029,1569397153514.0,10,0,0
-0.107,1569397153983.0,10,0,0
-0.03,1569397154444.0,10,0,0
0.08600000000000001,1569397154894.0,10,0,0
0.179,1569397155354.0,10,0,0
0.202,1569397155853.0,10,0,0
0.148,1569397156275.0,10,0,0
-0.027,1569397156734.0,10,0,0
-0.049,1569397157194.0,10,0,0
0.07200000000000001,1569397157654.0,10,0,0
0.244,1569397158124.0,10,0,0
0.213,1569397158584.0,10,0,0
0.14100000000000001,1569397159044.0,10,0,0
-0.23900000000000002,1569397159504.0,10,0,0
-0.646,1569397159964.0,10,0,0
-0.6980000000000001,1569397160414.0,10,0,0
-0.398,1569397160885.0,2,0,0
-0.195,1569397161344.0,2,0,0
-0.095,1569397161804.0,2,0,0
0.17400000000000002,1569397162275.0,2,0,0
0.455,1569397162734.0,2,0,0
0.443,1569397163194.0,2,0,0
0.41300000000000003,1569397163654.0,2,0,0
0.433,1569397164124.0,2,0,0
0.405,1569397164594.0,2,0,0
0.373,1569397165054.0,2,0,0
0.359,1569397165514.0,2,0,0
0.309,1569397165974.0,2,0,0
0.27,1569397166434.0,2,0,0
0.228,1569397166894.0,2,0,0
0.185,1569397167354.0,2,0,0
0.158,1569397167814.0,2,0,0
0.157,1569397168274.0,1,0,0
0.17500000000000002,1569397168734.0,1,0,0
0.182,1569397169194.0,1,0,0
0.164,1569397169654.0,1,0,0
0.149,1569397170114.0,1,0,0
0.13,1569397170564.0,1,0,0
0.115,1569397171024.0,1,0,0
0.107,1569397171484.0,1,0,0
0.123,1569397171944.0,1,0,0
0.135,1569397172404.0,1,0,0
0.128,1569397172864.0,1,0,0
0.124,1569397173324.0,2,0,0
0.136,1569397173784.0,2,0,0
0.127,1569397174244.0,2,0,0
0.127,1569397174704.0,2,0,0
0.147,1569397175164.0,2,0,0
0.13,1569397175614.0,2,0,0
0.11900000000000001,1569397176075.0,2,0,0
0.106,1569397176534.0,2,0,0
0.10300000000000001,1569397177004.0,1,0,0
0.08700000000000001,1569397177464.0,1,0,0
0.062,1569397177949.0,1,0,0
0.07100000000000001,1569397178384.0,1,0,0
0.107,1569397178844.0,1,0,0
0.10400000000000001,1569397179294.0,1,0,0
0.047,1569397179772.0,4,0,0
0.035,1569397180214.0,4,0,0
0.077,1569397180674.0,4,0,0
0.076,1569397181144.0,4,0,0
0.074,1569397181594.0,4,0,0
0.096,1569397182064.0,4,0,0
0.113,1569397182524.0,4,0,0
0.125,1569397182984.0,4,0,0
0.136,1569397183444.0,4,0,0
0.124,1569397183904.0,4,0,0
0.108,1569397184364.0,4,0,0
0.04,1569397184824.0,4,0,0
-0.045,1569397185284.0,1,0,0
-0.079,1569397185744.0,1,0,0
-0.133,1569397186204.0,1,0,0
-0.166,1569397186664.0,1,0,0
-0.203,1569397187124.0,1,0,0
-0.40800000000000003,1569397187584.0,2,1,0
-0.671,1569397188044.0,2,1,0
-0.427,1569397188504.0,2,1,0
-0.18,1569397188974.0,2,1,0
-0.056,1569397189434.0,2,1,0
-0.013000000000000001,1569397189884.0,2,1,0
0.038,1569397190344.0,2,1,0
0.059000000000000004,1569397190805.0,2,1,0
0.061,1569397191270.0,2,1,0
0.063,1569397191714.0,2,1,0
0.056,1569397192174.0,2,1,0
0.079,1569397192634.0,2,1,0
0.057,1569397193094.0,2,1,0
0.07200000000000001,1569397193554.0,2,1,0
-0.329,1569397194014.0,2,1,0
-1.149,1569397194474.0,2,1,0
-1.48,1569397194933.0,2,1,0
-1.464,1569397195394.0,0,0,0
-1.2770000000000001,1569397195854.0,0,0,0
-0.684,1569397196314.0,0,0,0
-0.325,1569397196812.0,2,1,0
0.329,1569397197224.0,2,1,0
0.546,1569397197684.0,2,1,0
0.468,1569397198144.0,2,1,0
0.499,1569397198604.0,2,1,0
0.456,1569397199064.0,2,1,0
0.406,1569397199524.0,2,1,0
0.423,1569397199987.0,2,1,0
0.494,1569397200444.0,2,1,0
0.535,1569397200904.0,2,1,0
0.525,1569397201364.0,2,1,0
0.47000000000000003,1569397201824.0,2,1,0
0.36,1569397202284.0,2,1,0
0.258,1569397202734.0,2,1,0
0.196,1569397203194.0,2,1,0
0.185,1569397203654.0,2,1,0
0.20500000000000002,1569397204114.0,2,1,0
0.256,1569397204574.0,2,1,0
0.24,1569397205044.0,2,1,0
0.20400000000000001,1569397205494.0,2,1,0
0.098,1569397205954.0,2,1,0
0.017,1569397206424.0,1,0,0
0.008,1569397206885.0,1,0,0
0.025,1569397207344.0,1,0,0
0.036000000000000004,1569397207804.0,1,0,0
0.052000000000000005,1569397208271.0,1,0,0
0.054,1569397208724.0,1,0,0
0.053,1569397209184.0,1,0,0
0.07,1569397209645.0,1,0,0
0.17500000000000002,1569397210104.0,1,0,0
0.225,1569397210578.0,1,0,0
0.135,1569397211034.0,1,0,0
0.034,1569397211494.0,3,0,0
-0.039,1569397211954.0,3,0,0
-0.166,1569397212414.0,3,0,0
