DT_vehicleSpeed,Timestamp,Action,Bump,Traffic congestion
0.0,1569320086300.0,0,0,0
0.0,1569320086760.0,0,0,0
0.0,1569320087220.0,0,0,0
0.0,1569320087680.0,10,0,0
0.0,1569320088140.0,10,0,0
1.0,1569320088599.0,10,0,0
1.0,1569320089050.0,10,0,0
2.0,1569320089510.0,10,0,0
2.0,1569320089970.0,10,0,0
3.0,1569320090430.0,10,0,0
3.0,1569320090890.0,10,0,0
4.0,1569320091350.0,10,0,0
3.0,1569320091810.0,10,0,0
3.0,1569320092270.0,10,0,0
4.0,1569320092730.0,10,0,0
4.0,1569320093214.0,10,0,0
4.0,1569320093650.0,10,0,0
3.0,1569320094110.0,10,0,0
3.0,1569320094570.0,10,0,0
3.0,1569320095029.0,10,0,0
3.0,1569320095490.0,10,0,0
2.0,1569320095950.0,10,0,0
0.0,1569320096410.0,10,0,0
0.0,1569320096870.0,10,0,0
0.0,1569320097340.0,3,0,0
0.0,1569320097800.0,3,0,0
1.0,1569320098250.0,3,0,0
2.0,1569320098710.0,3,0,0
3.0,1569320099169.0,3,0,0
4.0,1569320099630.0,3,0,0
6.0,1569320100100.0,3,0,0
7.0,1569320100560.0,3,0,0
8.0,1569320101010.0,3,0,0
9.0,1569320101480.0,3,0,0
10.0,1569320101940.0,3,0,0
11.0,1569320102400.0,3,0,0
12.0,1569320102871.0,3,0,0
12.0,1569320103320.0,1,0,0
13.0,1569320103782.0,1,0,0
12.0,1569320104240.0,1,0,0
12.0,1569320104700.0,1,0,0
12.0,1569320105168.0,1,0,0
12.0,1569320105620.0,2,0,0
12.0,1569320106080.0,2,0,0
12.0,1569320106540.0,2,0,0
12.0,1569320107000.0,2,0,0
13.0,1569320107460.0,2,0,0
13.0,1569320107930.0,2,0,0
13.0,1569320108390.0,2,0,0
13.0,1569320108849.0,2,0,0
13.0,1569320109310.0,2,0,0
13.0,1569320109769.0,2,0,0
13.0,1569320110231.0,2,0,0
13.0,1569320110690.0,1,1,0
13.0,1569320111150.0,1,1,0
13.0,1569320111618.0,1,1,0
14.0,1569320112081.0,1,1,0
14.0,1569320112550.0,1,1,0
14.0,1569320113010.0,1,1,0
14.0,1569320113470.0,1,1,0
14.0,1569320113930.0,1,1,0
14.0,1569320114400.0,1,1,0
14.0,1569320114851.0,1,1,0
14.0,1569320115320.0,1,1,0
13.0,1569320115780.0,1,1,0
13.0,1569320116249.0,1,1,0
13.0,1569320116709.0,1,1,0
12.0,1569320117170.0,1,1,0
12.0,1569320117632.0,1,1,0
11.0,1569320118089.0,1,1,0
10.0,1569320118556.0,1,1,0
9.0,1569320119010.0,3,1,0
8.0,1569320119470.0,3,1,0
7.0,1569320119931.0,3,1,0
7.0,1569320120399.0,3,1,0
7.0,1569320120860.0,3,1,0
7.0,1569320121319.0,3,1,0
6.0,1569320121779.0,3,1,0
6.0,1569320122249.0,3,1,0
6.0,1569320122709.0,3,1,0
6.0,1569320123170.0,3,1,0
7.0,1569320123631.0,3,1,0
7.0,1569320124090.0,3,1,0
7.0,1569320124550.0,3,1,0
8.0,1569320125009.0,3,1,0
8.0,1569320125469.0,3,1,0
8.0,1569320125944.0,3,1,0
8.0,1569320126399.0,3,1,0
8.0,1569320126860.0,3,1,0
8.0,1569320127319.0,1,1,0
9.0,1569320127779.0,1,1,0
10.0,1569320128244.0,1,1,0
10.0,1569320128699.0,1,1,0
11.0,1569320129165.0,1,1,0
11.0,1569320129621.0,1,1,0
10.0,1569320130081.0,1,1,0
10.0,1569320130551.0,1,1,0
10.0,1569320131001.0,1,1,0
11.0,1569320131471.0,1,1,0
11.0,1569320131921.0,1,1,0
12.0,1569320132381.0,1,1,0
12.0,1569320132841.0,1,1,0
13.0,1569320133337.0,1,1,0
13.0,1569320133760.0,1,1,0
13.0,1569320134221.0,1,1,0
13.0,1569320134681.0,1,1,0
13.0,1569320135141.0,1,1,0
13.0,1569320135600.0,1,1,0
13.0,1569320136061.0,1,1,0
12.0,1569320136531.0,1,1,0
12.0,1569320136981.0,1,1,0
10.0,1569320137451.0,1,1,0
9.0,1569320137911.0,1,1,0
