DT_verticalAccOri,Timestamp,Action,Bump,Traffic congestion
0.062,1569320086380.0,0,0,0
0.062,1569320086840.0,0,0,0
0.0,1569320087300.0,0,0,0
-0.094,1569320087760.0,10,0,0
-0.219,1569320088210.0,10,0,0
-0.25,1569320088670.0,10,0,0
-0.28200000000000003,1569320089130.0,10,0,0
-0.188,1569320089590.0,10,0,0
-0.188,1569320090050.0,10,0,0
-0.34400000000000003,1569320090510.0,10,0,0
-0.188,1569320090960.0,10,0,0
-0.094,1569320091430.0,10,0,0
0.5,1569320091890.0,10,0,0
-0.25,1569320092350.0,10,0,0
-0.25,1569320092810.0,10,0,0
-0.063,1569320093270.0,10,0,0
0.218,1569320093729.0,10,0,0
0.312,1569320094189.0,10,0,0
-0.219,1569320094650.0,10,0,0
-0.063,1569320095110.0,10,0,0
0.156,1569320095570.0,10,0,0
1.093,1569320096030.0,10,0,0
0.687,1569320096490.0,10,0,0
-0.032,1569320096950.0,10,0,0
0.343,1569320097436.0,3,0,0
0.5,1569320097870.0,3,0,0
0.406,1569320098330.0,3,0,0
0.218,1569320098790.0,3,0,0
0.156,1569320099250.0,3,0,0
0.812,1569320099712.0,3,0,0
0.656,1569320100170.0,3,0,0
0.5,1569320100631.0,3,0,0
0.5,1569320101090.0,3,0,0
0.531,1569320101550.0,3,0,0
0.656,1569320102010.0,3,0,0
0.687,1569320102479.0,3,0,0
0.531,1569320102940.0,1,0,0
0.281,1569320103400.0,1,0,0
-0.063,1569320103851.0,1,0,0
-0.032,1569320104320.0,1,0,0
-0.032,1569320104780.0,1,0,0
-0.032,1569320105240.0,1,0,0
0.0,1569320105700.0,2,0,0
0.093,1569320106168.0,2,0,0
0.031,1569320106617.0,2,0,0
0.031,1569320107080.0,2,0,0
-0.125,1569320107540.0,2,0,0
-0.219,1569320108010.0,2,0,0
-0.125,1569320108470.0,2,0,0
-0.032,1569320108929.0,2,0,0
0.0,1569320109390.0,2,0,0
0.0,1569320109849.0,2,0,0
0.093,1569320110310.0,2,0,0
0.125,1569320110770.0,1,1,0
0.156,1569320111230.0,1,1,0
0.125,1569320111690.0,1,1,0
0.125,1569320112188.0,1,1,0
0.125,1569320112626.0,1,1,0
0.125,1569320113079.0,1,1,0
0.125,1569320113550.0,1,1,0
0.0,1569320114009.0,1,1,0
-0.063,1569320114470.0,1,1,0
-0.063,1569320114930.0,1,1,0
-0.157,1569320115400.0,1,1,0
-0.125,1569320115860.0,1,1,0
-0.125,1569320116320.0,1,1,0
-0.157,1569320116780.0,1,1,0
-0.125,1569320117250.0,1,1,0
-0.46900000000000003,1569320117712.0,1,1,0
-0.5630000000000001,1569320118169.0,1,1,0
-0.657,1569320118630.0,1,1,0
-0.719,1569320119090.0,3,1,0
-0.594,1569320119550.0,3,1,0
-0.313,1569320120010.0,3,1,0
-0.375,1569320120470.0,3,1,0
-0.34400000000000003,1569320120939.0,3,1,0
-0.6880000000000001,1569320121399.0,3,1,0
-0.438,1569320121860.0,3,1,0
-0.125,1569320122320.0,3,1,0
0.093,1569320122780.0,3,1,0
0.281,1569320123239.0,3,1,0
0.375,1569320123709.0,3,1,0
0.531,1569320124170.0,3,1,0
0.375,1569320124630.0,3,1,0
0.562,1569320125090.0,3,1,0
0.343,1569320125550.0,3,1,0
-0.063,1569320126010.0,3,1,0
0.218,1569320126469.0,3,1,0
0.375,1569320126929.0,3,1,0
0.625,1569320127389.0,1,1,0
0.593,1569320127850.0,1,1,0
0.593,1569320128310.0,1,1,0
0.562,1569320128770.0,1,1,0
0.218,1569320129241.0,1,1,0
-0.063,1569320129701.0,1,1,0
0.062,1569320130184.0,1,1,0
0.156,1569320130621.0,1,1,0
0.281,1569320131081.0,1,1,0
0.406,1569320131540.0,1,1,0
0.437,1569320132001.0,1,1,0
0.468,1569320132461.0,1,1,0
0.312,1569320132920.0,1,1,0
0.593,1569320133381.0,1,1,0
0.343,1569320133830.0,1,1,0
0.125,1569320134301.0,1,1,0
0.125,1569320134753.0,1,1,0
0.031,1569320135211.0,1,1,0
0.0,1569320135671.0,1,1,0
-0.094,1569320136131.0,1,1,0
-0.157,1569320136601.0,1,1,0
-0.219,1569320137061.0,1,1,0
-1.438,1569320137521.0,1,1,0
-0.125,1569320137980.0,1,1,0
-0.063,1569320138441.0,3,0,0
-0.125,1569320138900.0,3,0,0
-0.188,1569320139361.0,3,0,0
-0.34400000000000003,1569320139821.0,3,0,0
-0.46900000000000003,1569320140280.0,3,0,0
-0.219,1569320140734.0,3,0,0
0.0,1569320141191.0,3,0,0
-0.40700000000000003,1569320141651.0,3,0,0
-0.375,1569320142121.0,3,0,0
-0.219,1569320142581.0,3,0,0
0.031,1569320143041.0,3,0,0
-0.032,1569320143501.0,3,0,0
0.156,1569320143951.0,3,0,0
0.093,1569320144421.0,3,0,0
0.0,1569320144870.0,3,0,0
0.156,1569320145331.0,3,0,0
0.25,1569320145792.0,1,0,0
0.187,1569320146251.0,1,0,0
0.125,1569320146711.0,1,0,0
0.375,1569320147181.0,1,0,0
0.218,1569320147641.0,5,0,0
0.031,1569320148136.0,5,0,0
-0.032,1569320148562.0,5,0,0
0.0,1569320149021.0,5,0,0
0.0,1569320149481.0,5,0,0
0.156,1569320149941.0,5,0,0
0.218,1569320150401.0,5,0,0
0.187,1569320150860.0,5,0,0
0.125,1569320151321.0,5,0,0
0.062,1569320151781.0,5,0,0
0.062,1569320152251.0,5,0,0
0.031,1569320152701.0,5,0,0
0.031,1569320153162.0,5,0,0
0.0,1569320153631.0,1,0,0
0.125,1569320154091.0,1,0,0
0.093,1569320154551.0,1,0,0
0.0,1569320155011.0,1,0,0
-0.032,1569320155471.0,1,0,0
-0.157,1569320155931.0,1,0,0
-0.157,1569320156391.0,1,0,0
-0.188,1569320156851.0,6,0,0
-0.188,1569320157310.0,6,0,0
-0.219,1569320157781.0,6,0,0
-0.313,1569320158240.0,6,0,0
-0.5630000000000001,1569320158701.0,6,0,0
-1.188,1569320159163.0,6,0,0
-1.563,1569320159620.0,6,0,0
-2.094,1569320160081.0,6,0,0
-1.688,1569320160551.0,6,0,0
-1.469,1569320161011.0,6,0,0
-1.375,1569320161461.0,6,0,0
