DT_verticalAcc,Timestamp,Action,Bump,Traffic congestion
0.15,1569320086350.0,0,0,0
0.14400000000000002,1569320086810.0,0,0,0
0.134,1569320087270.0,0,0,0
-0.218,1569320087740.0,10,0,0
-0.23600000000000002,1569320088190.0,10,0,0
-0.338,1569320088650.0,10,0,0
-0.47800000000000004,1569320089110.0,10,0,0
-0.5,1569320089570.0,10,0,0
-0.434,1569320090040.0,10,0,0
-0.418,1569320090480.0,10,0,0
-0.464,1569320090940.0,10,0,0
-0.37,1569320091400.0,10,0,0
-0.058,1569320091860.0,10,0,0
0.182,1569320092330.0,10,0,0
-0.20400000000000001,1569320092790.0,10,0,0
-0.36,1569320093250.0,10,0,0
-0.222,1569320093700.0,10,0,0
0.222,1569320094170.0,10,0,0
0.262,1569320094620.0,10,0,0
-0.11,1569320095090.0,10,0,0
-0.1,1569320095550.0,10,0,0
0.448,1569320096010.0,10,0,0
1.6320000000000001,1569320096470.0,10,0,0
1.016,1569320096930.0,10,0,0
0.48,1569320097434.0,3,0,0
0.728,1569320097850.0,3,0,0
0.892,1569320098310.0,3,0,0
0.79,1569320098770.0,3,0,0
0.542,1569320099230.0,3,0,0
0.6880000000000001,1569320099690.0,3,0,0
1.258,1569320100154.0,3,0,0
1.29,1569320100616.0,3,0,0
1.098,1569320101070.0,3,0,0
1.066,1569320101530.0,3,0,0
1.1360000000000001,1569320101990.0,3,0,0
1.276,1569320102460.0,3,0,0
1.286,1569320102920.0,1,0,0
1.1300000000000001,1569320103370.0,1,0,0
0.644,1569320103830.0,1,0,0
0.234,1569320104300.0,1,0,0
0.034,1569320104752.0,1,0,0
-0.056,1569320105220.0,1,0,0
-0.064,1569320105680.0,2,0,0
0.016,1569320106130.0,2,0,0
0.106,1569320106590.0,2,0,0
0.076,1569320107050.0,2,0,0
-0.03,1569320107520.0,2,0,0
-0.244,1569320107990.0,2,0,0
-0.322,1569320108450.0,2,0,0
-0.246,1569320108910.0,2,0,0
-0.122,1569320109370.0,2,0,0
-0.05,1569320109830.0,2,0,0
0.0,1569320110290.0,2,0,0
0.108,1569320110750.0,1,1,0
0.20400000000000001,1569320111210.0,1,1,0
0.242,1569320111670.0,1,1,0
0.256,1569320112129.0,1,1,0
0.244,1569320112600.0,1,1,0
0.242,1569320113060.0,1,1,0
0.246,1569320113530.0,1,1,0
0.202,1569320113980.0,1,1,0
0.09,1569320114450.0,1,1,0
-0.022,1569320114910.0,1,1,0
-0.122,1569320115396.0,1,1,0
-0.222,1569320115840.0,1,1,0
-0.25,1569320116300.0,1,1,0
-0.27,1569320116759.0,1,1,0
-0.272,1569320117220.0,1,1,0
-0.358,1569320117680.0,1,1,0
-0.728,1569320118140.0,1,1,0
-1.006,1569320118600.0,1,1,0
-1.252,1569320119060.0,3,1,0
-1.424,1569320119530.0,3,1,0
-1.114,1569320119990.0,3,1,0
-0.874,1569320120450.0,3,1,0
-0.912,1569320120912.0,3,1,0
-0.966,1569320121370.0,3,1,0
-1.056,1569320121840.0,3,1,0
-0.918,1569320122300.0,3,1,0
-0.5640000000000001,1569320122771.0,3,1,0
-0.178,1569320123221.0,3,1,0
0.3,1569320123680.0,3,1,0
0.6940000000000001,1569320124150.0,3,1,0
0.868,1569320124614.0,3,1,0
0.906,1569320125070.0,3,1,0
0.792,1569320125531.0,3,1,0
0.448,1569320125990.0,3,1,0
0.226,1569320126450.0,3,1,0
0.464,1569320126909.0,3,1,0
0.808,1569320127370.0,1,1,0
1.048,1569320127830.0,1,1,0
1.154,1569320128290.0,1,1,0
1.162,1569320128750.0,1,1,0
1.064,1569320129222.0,1,1,0
0.592,1569320129681.0,1,1,0
0.228,1569320130182.0,1,1,0
0.182,1569320130601.0,1,1,0
0.318,1569320131060.0,1,1,0
0.536,1569320131520.0,1,1,0
0.686,1569320131981.0,1,1,0
0.808,1569320132441.0,1,1,0
0.8300000000000001,1569320132891.0,1,1,0
0.6980000000000001,1569320133361.0,1,1,0
0.906,1569320133811.0,1,1,0
0.724,1569320134271.0,1,1,0
0.47400000000000003,1569320134731.0,1,1,0
0.296,1569320135191.0,1,1,0
0.16,1569320135650.0,1,1,0
0.02,1569320136110.0,1,1,0
-0.108,1569320136580.0,1,1,0
-0.184,1569320137041.0,1,1,0
-0.726,1569320137501.0,1,1,0
-1.596,1569320137960.0,1,1,0
-0.854,1569320138421.0,3,0,0
-0.436,1569320138880.0,3,0,0
-0.338,1569320139341.0,3,0,0
-0.422,1569320139801.0,3,0,0
-0.584,1569320140250.0,3,0,0
-0.796,1569320140729.0,3,0,0
-0.448,1569320141171.0,3,0,0
-0.308,1569320141631.0,3,0,0
-0.672,1569320142091.0,3,0,0
-0.644,1569320142561.0,3,0,0
-0.432,1569320143010.0,3,0,0
-0.158,1569320143471.0,3,0,0
-0.02,1569320143930.0,3,0,0
0.184,1569320144391.0,3,0,0
0.17,1569320144851.0,3,0,0
0.146,1569320145311.0,3,0,0
0.278,1569320145771.0,1,0,0
0.422,1569320146231.0,1,0,0
0.364,1569320146691.0,1,0,0
0.582,1569320147161.0,1,0,0
0.646,1569320147620.0,5,0,0
0.49,1569320148134.0,5,0,0
0.228,1569320148541.0,5,0,0
0.076,1569320149001.0,5,0,0
0.03,1569320149461.0,5,0,0
0.054,1569320149921.0,5,0,0
0.184,1569320150381.0,5,0,0
0.342,1569320150840.0,5,0,0
0.366,1569320151315.0,5,0,0
0.298,1569320151761.0,5,0,0
0.188,1569320152221.0,5,0,0
0.146,1569320152681.0,5,0,0
0.152,1569320153141.0,5,0,0
0.13,1569320153601.0,1,0,0
0.09,1569320154071.0,1,0,0
0.184,1569320154531.0,1,0,0
0.176,1569320154991.0,1,0,0
0.082,1569320155451.0,1,0,0
-0.014,1569320155911.0,1,0,0
-0.2,1569320156371.0,1,0,0
-0.28200000000000003,1569320156831.0,1,0,0
-0.34400000000000003,1569320157291.0,6,0,0
-0.368,1569320157761.0,6,0,0
-0.386,1569320158211.0,6,0,0
-0.584,1569320158686.0,6,0,0
-1.1280000000000001,1569320159141.0,6,0,0
-2.062,1569320159601.0,6,0,0
-3.176,1569320160061.0,6,0,0
-3.622,1569320160531.0,6,0,0
-3.376,1569320160981.0,6,0,0
-3.064,1569320161441.0,6,0,0
-2.594,1569320161901.0,6,0,0
-1.622,1569320162361.0,6,0,0
-0.922,1569320162821.0,6,0,0
-0.458,1569320163281.0,6,0,0
-0.05,1569320163741.0,6,0,0
0.184,1569320164212.0,6,0,0
0.36,1569320164671.0,6,0,0
0.538,1569320165121.0,1,0,0
0.6,1569320165581.0,1,0,0
0.6,1569320166074.0,1,0,0
0.5720000000000001,1569320166501.0,1,0,0
0.53,1569320166961.0,1,0,0
0.43,1569320167432.0,5,0,0
0.192,1569320167881.0,5,0,0
-0.052000000000000005,1569320168341.0,5,0,0
-0.048,1569320168811.0,5,0,0
-0.03,1569320169281.0,5,0,0
0.114,1569320169731.0,5,0,0
0.232,1569320170190.0,5,0,0
0.252,1569320170651.0,5,0,0
0.166,1569320171111.0,5,0,0
0.084,1569320171571.0,5,0,0
0.11800000000000001,1569320172030.0,5,0,0
0.202,1569320172511.0,1,0,0
0.1,1569320172971.0,1,0,0
-0.05,1569320173431.0,1,0,0
-0.23,1569320173883.0,1,0,0
-0.316,1569320174351.0,1,0,0
-0.6960000000000001,1569320174811.0,6,0,0
-1.28,1569320175271.0,6,0,0
-1.554,1569320175733.0,6,0,0
-1.558,1569320176191.0,6,0,0
-0.8140000000000001,1569320176683.0,6,0,0
-0.936,1569320177121.0,6,0,0
-1.548,1569320177581.0,6,0,0
-2.186,1569320178041.0,6,0,0
