DT_steerAngle,Timestamp,Action,Bump,Traffic congestion
-2.2,1569320086182.0,0,0,0
-2.2,1569320086641.0,0,0,0
-2.2,1569320087101.0,0,0,0
4.6000000000000005,1569320087561.0,10,0,0
53.300000000000004,1569320088021.0,10,0,0
127.80000000000001,1569320088476.0,10,0,0
135.8,1569320088936.0,10,0,0
139.6,1569320089396.0,10,0,0
147.9,1569320089856.0,10,0,0
162.0,1569320090311.0,10,0,0
162.0,1569320090771.0,10,0,0
160.20000000000002,1569320091231.0,10,0,0
143.9,1569320091691.0,10,0,0
164.20000000000002,1569320092161.0,10,0,0
237.70000000000002,1569320092617.0,10,0,0
315.8,1569320093076.0,10,0,0
387.20000000000005,1569320093536.0,10,0,0
469.40000000000003,1569320093997.0,10,0,0
483.5,1569320094456.0,10,0,0
410.8,1569320094916.0,10,0,0
361.20000000000005,1569320095376.0,10,0,0
333.20000000000005,1569320095836.0,10,0,0
320.8,1569320096296.0,10,0,0
318.8,1569320096756.0,10,0,0
232.3,1569320097216.0,3,0,0
106.2,1569320097681.0,3,0,0
-30.700000000000003,1569320098136.0,3,0,0
-163.60000000000002,1569320098596.0,3,0,0
-298.7,1569320099056.0,3,0,0
-333.0,1569320099516.0,3,0,0
-333.8,1569320099976.0,3,0,0
-332.1,1569320100440.0,3,0,0
-291.8,1569320100896.0,3,0,0
-212.4,1569320101361.0,3,0,0
-132.20000000000002,1569320101820.0,3,0,0
-35.2,1569320102286.0,3,0,0
0.0,1569320102746.0,3,0,0
-14.100000000000001,1569320103205.0,1,0,0
-12.4,1569320103660.0,1,0,0
-18.900000000000002,1569320104121.0,1,0,0
-24.700000000000003,1569320104582.0,1,0,0
-22.200000000000003,1569320105041.0,1,0,0
-2.7,1569320105506.0,1,0,0
46.300000000000004,1569320105961.0,2,0,0
129.8,1569320106421.0,2,0,0
193.8,1569320106881.0,2,0,0
231.10000000000002,1569320107346.0,2,0,0
232.20000000000002,1569320107810.0,2,0,0
179.5,1569320108276.0,2,0,0
104.4,1569320108741.0,2,0,0
69.2,1569320109196.0,2,0,0
19.400000000000002,1569320109656.0,2,0,0
-19.0,1569320110116.0,2,0,0
-15.600000000000001,1569320110575.0,1,1,0
-10.600000000000001,1569320111035.0,1,1,0
-7.800000000000001,1569320111500.0,1,1,0
-2.2,1569320111960.0,1,1,0
-4.1000000000000005,1569320112425.0,1,1,0
-4.3,1569320112885.0,1,1,0
-4.3,1569320113356.0,1,1,0
-4.2,1569320113815.0,1,1,0
-4.0,1569320114275.0,1,1,0
-3.8000000000000003,1569320114741.0,1,1,0
-3.5,1569320115200.0,1,1,0
-3.4000000000000004,1569320115660.0,1,1,0
-3.3000000000000003,1569320116125.0,1,1,0
-2.7,1569320116585.0,1,1,0
-2.8000000000000003,1569320117050.0,1,1,0
-3.0,1569320117510.0,1,1,0
-3.6,1569320117975.0,1,1,0
-4.5,1569320118435.0,1,1,0
-8.6,1569320118895.0,3,1,0
-63.5,1569320119355.0,3,1,0
-133.70000000000002,1569320119816.0,3,1,0
-221.0,1569320120282.0,3,1,0
-325.1,1569320120748.0,3,1,0
-406.1,1569320121205.0,3,1,0
-446.90000000000003,1569320121697.0,3,1,0
-447.0,1569320122124.0,3,1,0
-445.20000000000005,1569320122590.0,3,1,0
-409.90000000000003,1569320123049.0,3,1,0
-351.0,1569320123510.0,3,1,0
-281.40000000000003,1569320123975.0,3,1,0
-201.5,1569320124435.0,3,1,0
-127.5,1569320124894.0,3,1,0
-50.5,1569320125355.0,3,1,0
-16.6,1569320125815.0,3,1,0
-10.100000000000001,1569320126280.0,3,1,0
-11.600000000000001,1569320126748.0,3,1,0
-11.100000000000001,1569320127194.0,1,1,0
-10.3,1569320127660.0,1,1,0
-6.7,1569320128120.0,1,1,0
-6.2,1569320128581.0,1,1,0
-2.5,1569320129040.0,1,1,0
-0.9,1569320129505.0,1,1,0
-0.9,1569320129965.0,1,1,0
-1.0,1569320130425.0,1,1,0
-1.2000000000000002,1569320130885.0,1,1,0
-2.9000000000000004,1569320131344.0,1,1,0
-3.5,1569320131805.0,1,1,0
-3.5,1569320132265.0,1,1,0
-2.8000000000000003,1569320132725.0,1,1,0
-2.7,1569320133180.0,1,1,0
-2.7,1569320133640.0,1,1,0
