DT_acceleration,Timestamp,Action,Bump,Traffic congestion
0.0,1569320086270.0,0,0,0
0.0,1569320086737.0,0,0,0
0.0,1569320087190.0,0,0,0
0.0,1569320087650.0,10,0,0
0.278,1569320088110.0,10,0,0
0.28300000000000003,1569320088560.0,10,0,0
0.333,1569320089020.0,10,0,0
0.34400000000000003,1569320089480.0,10,0,0
0.304,1569320089940.0,10,0,0
0.28700000000000003,1569320090400.0,10,0,0
0.323,1569320090860.0,10,0,0
0.27,1569320091320.0,10,0,0
0.105,1569320091780.0,10,0,0
-0.079,1569320092240.0,10,0,0
0.1,1569320092700.0,10,0,0
0.17400000000000002,1569320093212.0,10,0,0
0.088,1569320093619.0,10,0,0
-0.16,1569320094080.0,10,0,0
-0.25,1569320094540.0,10,0,0
-0.137,1569320095000.0,10,0,0
-0.11900000000000001,1569320095460.0,10,0,0
-0.3,1569320095920.0,10,0,0
-0.8190000000000001,1569320096380.0,10,0,0
-0.609,1569320096840.0,10,0,0
-0.303,1569320097300.0,3,0,0
-0.054,1569320097760.0,3,0,0
0.498,1569320098220.0,3,0,0
0.504,1569320098680.0,3,0,0
0.428,1569320099140.0,3,0,0
0.524,1569320099600.0,3,0,0
0.894,1569320100060.0,3,0,0
0.928,1569320100520.0,3,0,0
0.753,1569320100980.0,3,0,0
0.596,1569320101440.0,3,0,0
0.54,1569320101900.0,3,0,0
0.546,1569320102371.0,3,0,0
0.5760000000000001,1569320102830.0,3,0,0
0.56,1569320103290.0,1,0,0
0.327,1569320103779.0,1,0,0
0.092,1569320104210.0,1,0,0
-0.034,1569320104669.0,1,0,0
-0.075,1569320105129.0,1,0,0
-0.079,1569320105590.0,2,0,0
-0.052000000000000005,1569320106050.0,2,0,0
0.008,1569320106510.0,2,0,0
0.076,1569320106970.0,2,0,0
0.153,1569320107430.0,2,0,0
0.156,1569320107890.0,2,0,0
0.075,1569320108360.0,2,0,0
-0.01,1569320108820.0,2,0,0
-0.018000000000000002,1569320109280.0,2,0,0
0.012,1569320109739.0,2,0,0
0.057,1569320110199.0,2,0,0
0.097,1569320110660.0,1,1,0
0.11,1569320111124.0,1,1,0
0.099,1569320111580.0,1,1,0
