DT_brakePressure,Timestamp,Action,Bump,Traffic congestion
3.18,1569320086240.0,0,0,0
3.18,1569320086700.0,0,0,0
1.35,1569320087166.0,0,0,0
0.15,1569320087620.0,10,0,0
0.06,1569320088080.0,10,0,0
0.06,1569320088540.0,10,0,0
0.03,1569320089000.0,10,0,0
0.06,1569320089460.0,10,0,0
0.06,1569320089920.0,10,0,0
0.06,1569320090370.0,10,0,0
0.09,1569320090830.0,10,0,0
0.15,1569320091290.0,10,0,0
0.66,1569320091760.0,10,0,0
0.03,1569320092220.0,10,0,0
0.03,1569320092680.0,10,0,0
0.12,1569320093140.0,10,0,0
0.36,1569320093603.0,10,0,0
0.54,1569320094060.0,10,0,0
0.15,1569320094520.0,10,0,0
0.27,1569320094980.0,10,0,0
0.42,1569320095440.0,10,0,0
1.23,1569320095900.0,10,0,0
1.41,1569320096368.0,10,0,0
1.47,1569320096820.0,10,0,0
0.0,1569320097280.0,3,0,0
0.0,1569320097740.0,3,0,0
0.0,1569320098200.0,3,0,0
0.0,1569320098660.0,3,0,0
0.0,1569320099120.0,3,0,0
0.0,1569320099580.0,3,0,0
0.0,1569320100040.0,3,0,0
0.0,1569320100499.0,3,0,0
0.0,1569320100960.0,3,0,0
0.0,1569320101420.0,3,0,0
0.0,1569320101879.0,3,0,0
0.0,1569320102350.0,3,0,0
0.0,1569320102810.0,3,0,0
0.0,1569320103270.0,1,0,0
0.0,1569320103720.0,1,0,0
0.0,1569320104190.0,1,0,0
0.0,1569320104639.0,1,0,0
0.0,1569320105100.0,1,0,0
0.0,1569320105570.0,2,0,0
0.0,1569320106020.0,2,0,0
0.0,1569320106490.0,2,0,0
0.0,1569320106951.0,2,0,0
0.0,1569320107410.0,2,0,0
0.0,1569320107870.0,2,0,0
0.0,1569320108340.0,2,0,0
0.0,1569320108800.0,2,0,0
0.0,1569320109260.0,2,0,0
0.0,1569320109720.0,2,0,0
0.0,1569320110179.0,2,0,0
0.0,1569320110640.0,1,1,0
0.0,1569320111123.0,1,1,0
0.0,1569320111560.0,1,1,0
0.0,1569320112020.0,1,1,0
0.0,1569320112490.0,1,1,0
0.0,1569320112950.0,1,1,0
0.0,1569320113420.0,1,1,0
0.0,1569320113880.0,1,1,0
0.0,1569320114350.0,1,1,0
0.0,1569320114800.0,1,1,0
0.0,1569320115260.0,1,1,0
0.0,1569320115720.0,1,1,0
0.0,1569320116190.0,1,1,0
0.0,1569320116649.0,1,1,0
0.0,1569320117110.0,1,1,0
0.39,1569320117569.0,1,1,0
0.45,1569320118030.0,1,1,0
0.48,1569320118490.0,1,1,0
0.5700000000000001,1569320118960.0,3,1,0
0.45,1569320119420.0,3,1,0
0.09,1569320119880.0,3,1,0
0.03,1569320120340.0,3,1,0
0.0,1569320120810.0,3,1,0
0.0,1569320121270.0,3,1,0
0.0,1569320121730.0,3,1,0
0.0,1569320122189.0,3,1,0
0.0,1569320122649.0,3,1,0
0.0,1569320123110.0,3,1,0
0.0,1569320123570.0,3,1,0
0.0,1569320124040.0,3,1,0
0.0,1569320124499.0,3,1,0
0.0,1569320124959.0,3,1,0
0.0,1569320125419.0,3,1,0
