steer_data,Timestamp,Action,Bump,Traffic congestion
1.6,1576223622610,0,0,0
1.6,1576223623060,0,0,0
1.6,1576223623510,0,0,0
1.6,1576223623959,0,0,0
1.6,1576223624414,0,0,0
1.6,1576223624860,0,0,0
1.6,1576223625309,0,0,0
1.6,1576223625759,0,0,0
1.6,1576223626209,0,0,0
1.6,1576223626659,0,0,0
1.6,1576223627114,0,0,0
1.6,1576223627559,0,0,0
1.6,1576223628009,0,0,0
1.6,1576223628459,0,0,0
1.6,1576223628909,0,0,0
1.6,1576223629359,0,0,0
1.6,1576223629809,0,0,0
1.6,1576223630259,0,0,0
1.6,1576223630714,0,0,0
1.6,1576223631159,0,0,0
1.6,1576223631599,0,0,0
1.6,1576223632049,0,0,0
1.6,1576223632489,0,0,0
1.6,1576223632929,0,0,0
1.6,1576223633379,0,0,0
1.6,1576223633829,0,0,0
1.6,1576223634269,0,0,0
1.6,1576223634709,0,0,0
1.6,1576223635159,0,0,0
1.6,1576223635599,0,0,0
1.6,1576223636044,0,0,0
1.6,1576223636489,0,0,0
1.6,1576223636928,0,0,0
1.6,1576223637368,0,0,0
1.6,1576223637808,0,0,0
1.6,1576223638248,0,0,0
1.6,1576223638688,0,0,0
1.6,1576223639128,0,0,0
1.6,1576223639568,0,0,0
1.6,1576223640008,0,0,0
1.6,1576223640448,0,0,0
1.6,1576223640888,0,0,0
1.6,1576223641328,0,0,0
1.6,1576223641768,0,0,0
1.6,1576223642208,0,0,0
1.6,1576223642653,0,0,0
1.6,1576223643098,0,0,0
1.6,1576223643538,0,0,0
1.6,1576223643978,0,0,0
1.6,1576223644418,0,0,0
1.6,1576223644858,0,0,0
1.6,1576223645303,0,0,0
1.6,1576223645748,0,0,0
1.6,1576223646188,0,0,0
1.6,1576223646628,0,0,0
1.6,1576223647068,0,0,0
1.6,1576223647513,0,0,0
1.6,1576223647958,0,0,0
1.6,1576223648398,0,0,0
1.6,1576223648838,0,0,0
1.6,1576223649278,0,0,0
1.6,1576223649718,0,0,0
1.6,1576223650158,0,0,0
1.6,1576223650598,0,0,0
1.6,1576223651042,0,0,0
1.6,1576223651488,0,0,0
1.6,1576223651938,0,0,0
1.6,1576223652382,0,0,0
1.6,1576223652832,0,0,0
1.6,1576223653282,0,0,0
1.6,1576223653733,0,0,0
1.6,1576223654182,0,0,0
1.6,1576223654637,0,0,0
1.6,1576223655082,0,0,0
1.6,1576223655533,0,0,0
1.6,1576223655982,0,0,0
1.6,1576223656432,0,0,0
1.6,1576223656882,0,0,0
1.6,1576223657333,0,0,0
