X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Gyroscope,Y-axis Gyroscope,Z-axis Gyroscope, Timestamp,Action,BUMP,Traffic congestion
0.793677, -0.223857, 8.433575, -0.349065, 0.069813, -0.296705, 1576223622435,0,0,0
0.847547, -0.254982, 8.610746, -0.331612, 0.069813, -0.279252, 1576223622488,0,0,0
0.930147, -0.253785, 8.617929, -0.349065, 0.069813, -0.261799, 1576223622540,0,0,0
0.788889, -0.184353, 8.461108, -0.331612, 0.052359, -0.279252, 1576223622592,0,0,0
0.684741, -0.174776, 8.616731, -0.349065, 0.087266, -0.279252, 1576223622644,0,0,0
0.725443, -0.225054, 8.696937, -0.349065, 0.069813, -0.279252, 1576223622696,0,0,0
0.815225, -0.203507, 8.455123, -0.349065, 0.069813, -0.279252, 1576223622749,0,0,0
0.823605, -0.248996, 8.58441, -0.349065, 0.052359, -0.279252, 1576223622801,0,0,0
0.889445, -0.287304, 8.661024, -0.349065, 0.069813, -0.279252, 1576223622853,0,0,0
0.816422, -0.162805, 8.555679, -0.349065, 0.069813, -0.296705, 1576223622905,0,0,0
0.713472, -0.152031, 8.625111, -0.349065, 0.069813, -0.279252, 1576223622957,0,0,0
0.739808, -0.229843, 8.653842, -0.349065, 0.069813, -0.279252, 1576223623010,0,0,0
0.779312, -0.17717, 8.471882, -0.349065, 0.069813, -0.279252, 1576223623062,0,0,0
0.834379, -0.266953, 8.564059, -0.331612, 0.069813, -0.279252, 1576223623114,0,0,0
0.871489, -0.271741, 8.627505, -0.331612, 0.069813, -0.279252, 1576223623166,0,0,0
0.805648, -0.219069, 8.573636, -0.349065, 0.069813, -0.296705, 1576223623219,0,0,0
0.721851, -0.178368, 8.626308, -0.349065, 0.069813, -0.279252, 1576223623271,0,0,0
0.764947, -0.243011, 8.473079, -0.331612, 0.052359, -0.279252, 1576223623323,0,0,0
0.824802, -0.209492, 8.570044, -0.349065, 0.069813, -0.279252, 1576223623375,0,0,0
0.864306, -0.302866, 8.605958, -0.349065, 0.069813, -0.279252, 1576223623428,0,0,0
0.845153, -0.197521, 8.544905, -0.331612, 0.052359, -0.279252, 1576223623480,0,0,0
0.725443, -0.201112, 8.56765, -0.349065, 0.069813, -0.279252, 1576223623532,0,0,0
0.72664, -0.17717, 8.671798, -0.331612, 0.069813, -0.261799, 1576223623584,0,0,0
0.750582, -0.208295, 8.586804, -0.349065, 0.069813, -0.296705, 1576223623636,0,0,0
0.799663, -0.196324, 8.500613, -0.349065, 0.069813, -0.279252, 1576223623689,0,0,0
0.879869, -0.264559, 8.66701, -0.349065, 0.069813, -0.279252, 1576223623741,0,0,0
0.823605, -0.235828, 8.53892, -0.331612, 0.052359, -0.279252, 1576223623793,0,0,0
0.742202, -0.164002, 8.592789, -0.349065, 0.087266, -0.296705, 1576223623845,0,0,0
0.743399, -0.186747, 8.633491, -0.349065, 0.069813, -0.296705, 1576223623898,0,0,0
0.778115, -0.234631, 8.469488, -0.349065, 0.069813, -0.296705, 1576223623950,0,0,0
0.827196, -0.203507, 8.482656, -0.349065, 0.052359, -0.296705, 1576223624002,0,0,0
0.878672, -0.252588, 8.645462, -0.349065, 0.052359, -0.279252, 1576223624054,0,0,0
0.821211, -0.235828, 8.651447, -0.349065, 0.069813, -0.279252, 1576223624107,0,0,0
0.776918, -0.174776, 8.504204, -0.349065, 0.069813, -0.296705, 1576223624159,0,0,0
0.748188, -0.187944, 8.669404, -0.331612, 0.069813, -0.296705, 1576223624211,0,0,0
0.744596, -0.235828, 8.511387, -0.349065, 0.069813, -0.296705, 1576223624264,0,0,0
0.790086, -0.203507, 8.4647, -0.349065, 0.052359, -0.279252, 1576223624316,0,0,0
0.885854, -0.290895, 8.643068, -0.331612, 0.069813, -0.279252, 1576223624368,0,0,0
0.799663, -0.15682, 8.582015, -0.331612, 0.069813, -0.296705, 1576223624421,0,0,0
0.74699, -0.199915, 8.706514, -0.366519, 0.087266, -0.296705, 1576223624473,0,0,0
0.758961, -0.247799, 8.506598, -0.349065, 0.069813, -0.261799, 1576223624525,0,0,0
0.823605, -0.186747, 8.483853, -0.331612, 0.052359, -0.296705, 1576223624577,0,0,0
0.863109, -0.269347, 8.573636, -0.349065, 0.069813, -0.296705, 1576223624629,0,0,0
0.781706, -0.198718, 8.580818, -0.331612, 0.069813, -0.296705, 1576223624682,0,0,0
