DT_engineRPM,Timestamp,Action,Bump,Traffic congestion
754.0,1569380600834.0,10,0,0
786.5,1569380601295.0,10,0,0
729.0,1569380601754.0,10,0,0
753.5,1569380602216.0,10,0,0
759.5,1569380602702.0,10,0,0
742.5,1569380603135.0,10,0,0
734.0,1569380603595.0,10,0,0
739.0,1569380604065.0,10,0,0
715.0,1569380604525.0,10,0,0
702.0,1569380604985.0,10,0,0
689.5,1569380605445.0,10,0,0
779.0,1569380605914.0,10,0,0
781.0,1569380606375.0,10,0,0
786.5,1569380606834.0,10,0,0
789.0,1569380607295.0,10,0,0
790.0,1569380607755.0,10,0,0
790.0,1569380608215.0,10,0,0
801.0,1569380608675.0,10,0,0
804.0,1569380609135.0,10,0,0
805.5,1569380609595.0,10,0,0
791.0,1569380610055.0,10,0,0
798.0,1569380610515.0,10,0,0
806.5,1569380610985.0,10,0,0
808.0,1569380611445.0,3,0,0
834.0,1569380611895.0,3,0,0
803.0,1569380612354.0,3,0,0
725.0,1569380612815.0,3,0,0
797.0,1569380613275.0,3,0,0
842.0,1569380613735.0,3,0,0
895.5,1569380614195.0,3,0,0
1144.0,1569380614665.0,3,0,0
1302.5,1569380615126.0,3,0,0
1233.5,1569380615584.0,3,0,0
1240.0,1569380616045.0,3,0,0
1302.0,1569380616505.0,1,0,0
1557.5,1569380616965.0,1,0,0
1747.0,1569380617435.0,1,0,0
1854.0,1569380617885.0,1,0,0
1828.5,1569380618355.0,1,0,0
1837.5,1569380618815.0,1,0,0
1870.0,1569380619275.0,1,0,0
1907.0,1569380619757.0,1,0,0
1935.0,1569380620195.0,1,0,0
1966.5,1569380620665.0,1,0,0
2025.5,1569380621125.0,1,0,0
2062.0,1569380621585.0,1,0,0
2106.5,1569380622035.0,1,0,0
2164.5,1569380622505.0,1,0,0
2144.0,1569380622965.0,1,0,0
1856.5,1569380623425.0,1,0,0
1509.5,1569380623884.0,1,0,0
1175.0,1569380624345.0,1,0,0
1031.5,1569380624805.0,1,0,0
1057.0,1569380625265.0,2,0,0
