DT_verticalAccOri,Timestamp,Action,Bump,Traffic congestion
0.093,1569380600942.0,10,0,0
0.093,1569380601395.0,10,0,0
-0.032,1569380601853.0,10,0,0
0.156,1569380602315.0,10,0,0
0.093,1569380602775.0,10,0,0
-0.157,1569380603235.0,10,0,0
-0.219,1569380603695.0,10,0,0
-0.25,1569380604165.0,10,0,0
-0.125,1569380604631.0,10,0,0
-0.063,1569380605085.0,10,0,0
-0.125,1569380605545.0,10,0,0
-0.094,1569380606004.0,10,0,0
0.062,1569380606474.0,10,0,0
-0.188,1569380606925.0,10,0,0
-0.34400000000000003,1569380607395.0,10,0,0
-0.188,1569380607854.0,10,0,0
-0.375,1569380608315.0,10,0,0
-0.28200000000000003,1569380608775.0,10,0,0
-0.188,1569380609235.0,10,0,0
0.375,1569380609695.0,10,0,0
0.531,1569380610176.0,10,0,0
0.812,1569380610627.0,10,0,0
1.0,1569380611075.0,10,0,0
0.0,1569380611535.0,3,0,0
0.093,1569380611994.0,3,0,0
0.187,1569380612455.0,3,0,0
0.562,1569380612915.0,3,0,0
0.562,1569380613375.0,3,0,0
0.625,1569380613834.0,3,0,0
0.656,1569380614295.0,3,0,0
1.0,1569380614765.0,3,0,0
0.937,1569380615225.0,3,0,0
0.437,1569380615686.0,3,0,0
0.343,1569380616145.0,3,0,0
0.562,1569380616604.0,1,0,0
0.875,1569380617065.0,1,0,0
1.0,1569380617525.0,1,0,0
0.75,1569380617985.0,1,0,0
0.156,1569380618445.0,1,0,0
0.125,1569380618905.0,1,0,0
0.187,1569380619375.0,1,0,0
0.187,1569380619835.0,1,0,0
0.125,1569380620295.0,1,0,0
0.187,1569380620755.0,1,0,0
0.187,1569380621216.0,1,0,0
0.187,1569380621675.0,1,0,0
0.25,1569380622135.0,1,0,0
0.281,1569380622595.0,1,0,0
0.156,1569380623055.0,1,0,0
0.0,1569380623525.0,1,0,0
0.0,1569380623988.0,1,0,0
0.0,1569380624445.0,1,0,0
0.0,1569380624904.0,1,0,0
0.0,1569380625365.0,2,0,0
-0.032,1569380625825.0,2,0,0
-0.063,1569380626285.0,2,0,0
-0.157,1569380626755.0,2,0,0
-0.157,1569380627215.0,2,0,0
-0.219,1569380627674.0,2,0,0
-0.157,1569380628125.0,2,0,0
-0.157,1569380628585.0,2,0,0
-0.125,1569380629045.0,2,0,0
-0.063,1569380629505.0,2,0,0
0.0,1569380629965.0,1,0,0
0.718,1569380630415.0,1,0,0
0.062,1569380630875.0,1,0,0
-0.032,1569380631334.0,1,0,0
0.0,1569380631795.0,1,0,0
0.0,1569380632255.0,1,0,0
0.0,1569380632715.0,1,0,0
0.0,1569380633165.0,1,0,0
0.0,1569380633635.0,1,0,0
0.0,1569380634085.0,1,0,0
0.0,1569380634580.0,1,0,0
-0.032,1569380635015.0,1,0,0
0.0,1569380635475.0,1,0,0
0.0,1569380635941.0,1,0,0
0.0,1569380636405.0,1,0,0
0.0,1569380636875.0,1,0,0
0.0,1569380637335.0,1,0,0
0.0,1569380637802.0,1,0,0
0.0,1569380638255.0,1,0,0
0.0,1569380638725.0,1,0,0
0.0,1569380639185.0,1,0,0
-0.594,1569380639645.0,1,0,0
-0.907,1569380640104.0,1,0,0
-0.9380000000000001,1569380640565.0,1,0,0
-0.9380000000000001,1569380641025.0,1,0,0
-0.25,1569380641495.0,-1,0,0
