DT_vehicleSpeed,Timestamp,Action,Bump,Traffic congestion
0.0,1569380600864.0,10,0,0
0.0,1569380601315.0,10,0,0
0.0,1569380601775.0,10,0,0
0.0,1569380602235.0,10,0,0
0.0,1569380602705.0,10,0,0
0.0,1569380603165.0,10,0,0
0.0,1569380603628.0,10,0,0
1.0,1569380604085.0,10,0,0
1.0,1569380604545.0,10,0,0
2.0,1569380605004.0,10,0,0
2.0,1569380605475.0,10,0,0
2.0,1569380605942.0,10,0,0
3.0,1569380606395.0,10,0,0
3.0,1569380606854.0,10,0,0
3.0,1569380607315.0,10,0,0
3.0,1569380607775.0,10,0,0
4.0,1569380608235.0,10,0,0
4.0,1569380608695.0,10,0,0
4.0,1569380609154.0,10,0,0
4.0,1569380609627.0,10,0,0
3.0,1569380610085.0,10,0,0
2.0,1569380610545.0,10,0,0
1.0,1569380611004.0,10,0,0
0.0,1569380611465.0,3,0,0
0.0,1569380611915.0,3,0,0
0.0,1569380612375.0,3,0,0
0.0,1569380612835.0,3,0,0
1.0,1569380613295.0,3,0,0
1.0,1569380613755.0,3,0,0
2.0,1569380614215.0,3,0,0
4.0,1569380614685.0,3,0,0
6.0,1569380615145.0,3,0,0
7.0,1569380615604.0,3,0,0
7.0,1569380616065.0,3,0,0
8.0,1569380616569.0,1,0,0
9.0,1569380616995.0,1,0,0
10.0,1569380617455.0,1,0,0
11.0,1569380617915.0,1,0,0
11.0,1569380618375.0,1,0,0
12.0,1569380618835.0,1,0,0
12.0,1569380619295.0,1,0,0
12.0,1569380619759.0,1,0,0
12.0,1569380620215.0,1,0,0
12.0,1569380620685.0,1,0,0
13.0,1569380621145.0,1,0,0
13.0,1569380621604.0,1,0,0
13.0,1569380622065.0,1,0,0
14.0,1569380622525.0,1,0,0
14.0,1569380622985.0,1,0,0
14.0,1569380623445.0,1,0,0
14.0,1569380623905.0,1,0,0
14.0,1569380624366.0,1,0,0
13.0,1569380624836.0,1,0,0
13.0,1569380625285.0,2,0,0
13.0,1569380625745.0,2,0,0
13.0,1569380626215.0,2,0,0
13.0,1569380626675.0,2,0,0
13.0,1569380627148.0,2,0,0
12.0,1569380627595.0,2,0,0
12.0,1569380628055.0,2,0,0
12.0,1569380628515.0,2,0,0
12.0,1569380628975.0,2,0,0
12.0,1569380629425.0,2,0,0
12.0,1569380629885.0,1,0,0
12.0,1569380630349.0,1,0,0
13.0,1569380630805.0,1,0,0
13.0,1569380631255.0,1,0,0
12.0,1569380631715.0,1,0,0
12.0,1569380632177.0,1,0,0
12.0,1569380632635.0,1,0,0
12.0,1569380633095.0,1,0,0
12.0,1569380633555.0,1,0,0
12.0,1569380634015.0,1,0,0
11.0,1569380634475.0,1,0,0
11.0,1569380634936.0,1,0,0
11.0,1569380635405.0,1,0,0
11.0,1569380635866.0,1,0,0
11.0,1569380636324.0,1,0,0
11.0,1569380636805.0,1,0,0
11.0,1569380637255.0,1,0,0
10.0,1569380637725.0,1,0,0
10.0,1569380638185.0,1,0,0
10.0,1569380638645.0,1,0,0
10.0,1569380639106.0,1,0,0
9.0,1569380639565.0,1,0,0
8.0,1569380640025.0,1,0,0
6.0,1569380640495.0,1,0,0
4.0,1569380640955.0,1,0,0
3.0,1569380641415.0,-1,0,0
2.0,1569380641875.0,-1,0,0
2.0,1569380642335.0,-1,0,0
1.0,1569380642806.0,-1,0,0
0.0,1569380643265.0,-1,0,0
0.0,1569380643725.0,-1,0,0
0.0,1569380644185.0,-1,0,0
1.0,1569380644645.0,-1,0,0
1.0,1569380645105.0,-1,0,0
1.0,1569380645565.0,-1,0,0
1.0,1569380646015.0,-1,0,0
0.0,1569380646475.0,0,0,0
0.0,1569380646925.0,0,0,0
0.0,1569380647385.0,0,0,0
0.0,1569380647845.0,0,0,0
0.0,1569380648305.0,0,0,0
0.0,1569380648765.0,0,0,0
0.0,1569380649226.0,0,0,0
0.0,1569380649685.0,2,1,0
1.0,1569380650145.0,2,1,0
2.0,1569380650605.0,2,1,0
3.0,1569380651075.0,2,1,0
4.0,1569380651524.0,2,1,0
5.0,1569380651985.0,2,1,0
7.0,1569380652445.0,2,1,0
7.0,1569380652895.0,2,1,0
8.0,1569380653355.0,2,1,0
8.0,1569380653825.0,2,1,0
9.0,1569380654285.0,2,1,0
9.0,1569380654745.0,2,1,0
9.0,1569380655195.0,2,1,0
9.0,1569380655676.0,2,1,0
10.0,1569380656115.0,2,1,0
10.0,1569380656585.0,2,1,0
10.0,1569380657045.0,2,1,0
10.0,1569380657505.0,2,1,0
10.0,1569380657965.0,2,1,0
10.0,1569380658435.0,2,1,0
11.0,1569380658894.0,2,1,0
11.0,1569380659355.0,2,1,0
11.0,1569380659815.0,2,1,0
11.0,1569380660275.0,2,1,0
11.0,1569380660745.0,2,1,0
10.0,1569380661197.0,2,1,0
10.0,1569380661665.0,2,1,0
10.0,1569380662115.0,2,1,0
10.0,1569380662575.0,1,0,0
10.0,1569380663075.0,1,0,0
9.0,1569380663505.0,1,0,0
9.0,1569380663975.0,1,0,0
9.0,1569380664425.0,1,0,0
9.0,1569380664895.0,1,0,0
9.0,1569380665345.0,1,0,0
9.0,1569380665805.0,1,0,0
9.0,1569380666265.0,1,0,0
9.0,1569380666735.0,1,0,0
9.0,1569380667195.0,1,0,0
9.0,1569380667655.0,1,0,0
9.0,1569380668125.0,1,0,0
8.0,1569380668575.0,1,0,0
8.0,1569380669045.0,1,0,0
8.0,1569380669505.0,1,0,0
9.0,1569380669965.0,1,0,0
9.0,1569380670425.0,1,0,0
9.0,1569380670885.0,1,0,0
9.0,1569380671345.0,3,0,0
9.0,1569380671815.0,3,0,0
9.0,1569380672285.0,3,0,0
9.0,1569380672745.0,3,0,0
10.0,1569380673195.0,3,0,0
10.0,1569380673655.0,3,0,0
