DT_brakePressure,Timestamp,Action,Bump,Traffic congestion
5.7,1569380600805.0,10,0,0
3.06,1569380601265.0,10,0,0
0.27,1569380601723.0,10,0,0
0.33,1569380602185.0,10,0,0
0.42,1569380602645.0,10,0,0
0.12,1569380603105.0,10,0,0
0.03,1569380603565.0,10,0,0
0.06,1569380604034.0,10,0,0
0.09,1569380604495.0,10,0,0
0.12,1569380604955.0,10,0,0
0.15,1569380605415.0,10,0,0
0.15,1569380605874.0,10,0,0
0.18,1569380606335.0,10,0,0
0.0,1569380606800.0,10,0,0
-0.03,1569380607255.0,10,0,0
0.0,1569380607714.0,10,0,0
0.03,1569380608185.0,10,0,0
0.03,1569380608645.0,10,0,0
0.06,1569380609104.0,10,0,0
0.6,1569380609565.0,10,0,0
0.63,1569380610025.0,10,0,0
0.96,1569380610485.0,10,0,0
1.08,1569380610944.0,10,0,0
1.17,1569380611405.0,3,0,0
1.2,1569380611864.0,3,0,0
0.42,1569380612324.0,3,0,0
0.0,1569380612786.0,3,0,0
0.0,1569380613245.0,3,0,0
0.0,1569380613705.0,3,0,0
-0.03,1569380614165.0,3,0,0
0.0,1569380614634.0,3,0,0
0.0,1569380615095.0,3,0,0
0.0,1569380615554.0,3,0,0
0.0,1569380616014.0,3,0,0
0.0,1569380616475.0,1,0,0
0.0,1569380616945.0,1,0,0
-0.03,1569380617395.0,1,0,0
-0.03,1569380617855.0,1,0,0
-0.03,1569380618315.0,1,0,0
0.0,1569380618774.0,1,0,0
-0.03,1569380619235.0,1,0,0
0.0,1569380619755.0,1,0,0
0.0,1569380620166.0,1,0,0
0.0,1569380620627.0,1,0,0
0.0,1569380621085.0,1,0,0
0.0,1569380621545.0,1,0,0
-0.03,1569380622004.0,1,0,0
0.0,1569380622465.0,1,0,0
0.0,1569380622924.0,1,0,0
0.0,1569380623385.0,1,0,0
0.0,1569380623855.0,1,0,0
0.0,1569380624315.0,1,0,0
0.0,1569380624775.0,1,0,0
0.0,1569380625234.0,2,0,0
0.0,1569380625695.0,2,0,0
