DT_tiltAccAngle,Timestamp,Action,Bump,Traffic congestion
0.0,1569380600955.0,10,0,0
0.0,1569380601415.0,10,0,0
0.0,1569380601874.0,10,0,0
0.0,1569380602335.0,10,0,0
0.0,1569380602795.0,10,0,0
0.0,1569380603255.0,10,0,0
0.0,1569380603715.0,10,0,0
0.0,1569380604185.0,10,0,0
0.0,1569380604645.0,10,0,0
0.0,1569380605105.0,10,0,0
0.0,1569380605565.0,10,0,0
0.0,1569380606025.0,10,0,0
0.0,1569380606494.0,10,0,0
0.0,1569380606975.0,10,0,0
0.0,1569380607416.0,10,0,0
0.0,1569380607875.0,10,0,0
0.0,1569380608335.0,10,0,0
0.0,1569380608794.0,10,0,0
0.0,1569380609255.0,10,0,0
0.0,1569380609715.0,10,0,0
0.0,1569380610177.0,10,0,0
0.0,1569380610635.0,10,0,0
0.0,1569380611095.0,10,0,0
0.0,1569380611565.0,3,0,0
0.0,1569380612015.0,3,0,0
0.0,1569380612475.0,3,0,0
0.0,1569380612946.0,3,0,0
0.0,1569380613394.0,3,0,0
0.0,1569380613855.0,3,0,0
0.0,1569380614315.0,3,0,0
0.0,1569380614790.0,3,0,0
0.0,1569380615245.0,3,0,0
0.0,1569380615705.0,3,0,0
0.0,1569380616165.0,3,0,0
0.0,1569380616626.0,1,0,0
0.0,1569380617085.0,1,0,0
0.0,1569380617555.0,1,0,0
0.0,1569380618005.0,1,0,0
0.0,1569380618475.0,1,0,0
0.0,1569380618945.0,1,0,0
0.0,1569380619395.0,1,0,0
0.0,1569380619855.0,1,0,0
0.0,1569380620315.0,1,0,0
0.0,1569380620788.0,1,0,0
0.0,1569380621245.0,1,0,0
0.0,1569380621695.0,1,0,0
0.0,1569380622155.0,1,0,0
0.0,1569380622627.0,1,0,0
0.0,1569380623075.0,1,0,0
0.0,1569380623545.0,1,0,0
0.0,1569380624005.0,1,0,0
0.0,1569380624465.0,1,0,0
0.0,1569380624925.0,2,0,0
0.0,1569380625385.0,2,0,0
0.0,1569380625844.0,2,0,0
0.0,1569380626306.0,2,0,0
0.0,1569380626775.0,2,0,0
0.0,1569380627235.0,2,0,0
0.0,1569380627695.0,2,0,0
0.0,1569380628145.0,2,0,0
0.0,1569380628620.0,2,0,0
0.0,1569380629065.0,2,0,0
0.0,1569380629525.0,2,0,0
0.0,1569380629985.0,1,0,0
0.0,1569380630445.0,1,0,0
0.0,1569380630895.0,1,0,0
0.0,1569380631355.0,1,0,0
0.0,1569380631815.0,1,0,0
0.0,1569380632274.0,1,0,0
0.0,1569380632735.0,1,0,0
0.0,1569380633185.0,1,0,0
0.0,1569380633655.0,1,0,0
0.0,1569380634115.0,1,0,0
0.0,1569380634581.0,1,0,0
0.0,1569380635035.0,1,0,0
0.0,1569380635495.0,1,0,0
0.0,1569380635965.0,1,0,0
0.0,1569380636427.0,1,0,0
0.0,1569380636895.0,1,0,0
0.0,1569380637355.0,1,0,0
0.0,1569380637815.0,1,0,0
0.0,1569380638275.0,1,0,0
0.0,1569380638789.0,1,0,0
0.0,1569380639205.0,1,0,0
0.0,1569380639665.0,1,0,0
0.0,1569380640125.0,1,0,0
0.0,1569380640585.0,1,0,0
0.0,1569380641045.0,1,0,0
0.0,1569380641515.0,-1,0,0
0.0,1569380641975.0,-1,0,0
0.0,1569380642435.0,-1,0,0
0.0,1569380642895.0,-1,0,0
