DT_verticalAcc,Timestamp,Action,Bump,Traffic congestion
0.226,1569380600915.0,10,0,0
0.224,1569380601377.0,10,0,0
0.21,1569380601835.0,10,0,0
0.084,1569380602284.0,10,0,0
0.29,1569380602753.0,10,0,0
0.128,1569380603215.0,10,0,0
-0.14200000000000002,1569380603675.0,10,0,0
-0.316,1569380604145.0,10,0,0
-0.41200000000000003,1569380604605.0,10,0,0
-0.318,1569380605064.0,10,0,0
-0.168,1569380605525.0,10,0,0
-0.202,1569380605984.0,10,0,0
-0.202,1569380606445.0,10,0,0
-0.06,1569380606904.0,10,0,0
-0.278,1569380607365.0,10,0,0
-0.438,1569380607834.0,10,0,0
-0.5,1569380608295.0,10,0,0
-0.52,1569380608755.0,10,0,0
-0.546,1569380609215.0,10,0,0
-0.392,1569380609675.0,10,0,0
0.298,1569380610174.0,10,0,0
0.99,1569380610595.0,10,0,0
1.46,1569380611055.0,10,0,0
1.7,1569380611515.0,3,0,0
0.91,1569380611975.0,3,0,0
0.506,1569380612435.0,3,0,0
0.5720000000000001,1569380612894.0,3,0,0
0.936,1569380613371.0,3,0,0
1.096,1569380613815.0,3,0,0
1.184,1569380614275.0,3,0,0
1.42,1569380614745.0,3,0,0
1.8,1569380615205.0,3,0,0
1.668,1569380615665.0,3,0,0
1.106,1569380616125.0,3,0,0
0.87,1569380616585.0,1,0,0
1.176,1569380617045.0,1,0,0
1.602,1569380617505.0,1,0,0
1.796,1569380617965.0,1,0,0
1.35,1569380618425.0,1,0,0
0.712,1569380618885.0,1,0,0
0.424,1569380619345.0,1,0,0
0.388,1569380619815.0,1,0,0
0.352,1569380620275.0,1,0,0
0.316,1569380620735.0,1,0,0
0.366,1569380621195.0,1,0,0
0.386,1569380621655.0,1,0,0
0.406,1569380622115.0,1,0,0
0.458,1569380622575.0,1,0,0
0.49,1569380623035.0,1,0,0
0.308,1569380623495.0,1,0,0
0.116,1569380623987.0,1,0,0
0.042,1569380624425.0,1,0,0
-0.004,1569380624885.0,1,0,0
-0.008,1569380625345.0,2,0,0
-0.008,1569380625805.0,2,0,0
-0.02,1569380626265.0,2,0,0
-0.098,1569380626735.0,2,0,0
-0.23600000000000002,1569380627184.0,2,0,0
-0.352,1569380627645.0,2,0,0
-0.388,1569380628105.0,2,0,0
-0.358,1569380628565.0,2,0,0
-0.3,1569380629025.0,2,0,0
-0.252,1569380629485.0,2,0,0
-0.162,1569380629934.0,1,0,0
0.26,1569380630395.0,1,0,0
0.75,1569380630855.0,1,0,0
0.422,1569380631315.0,1,0,0
0.164,1569380631774.0,1,0,0
0.054,1569380632235.0,1,0,0
0.0,1569380632685.0,1,0,0
-0.008,1569380633145.0,1,0,0
-0.004,1569380633605.0,1,0,0
-0.008,1569380634066.0,1,0,0
-0.004,1569380634525.0,1,0,0
-0.01,1569380634995.0,1,0,0
-0.012,1569380635455.0,1,0,0
-0.01,1569380635915.0,1,0,0
-0.006,1569380636385.0,1,0,0
-0.012,1569380636855.0,1,0,0
-0.008,1569380637315.0,1,0,0
-0.008,1569380637775.0,1,0,0
-0.004,1569380638235.0,1,0,0
-0.002,1569380638695.0,1,0,0
-0.002,1569380639164.0,1,0,0
-0.022,1569380639628.0,1,0,0
-1.158,1569380640085.0,1,0,0
-1.714,1569380640545.0,1,0,0
-1.95,1569380641005.0,1,0,0
-1.742,1569380641465.0,-1,0,0
-1.302,1569380641936.0,-1,0,0
-0.998,1569380642385.0,-1,0,0
-0.864,1569380642855.0,-1,0,0
-0.892,1569380643315.0,-1,0,0
-0.5740000000000001,1569380643775.0,-1,0,0
-0.23600000000000002,1569380644235.0,-1,0,0
0.382,1569380644695.0,-1,0,0
0.592,1569380645165.0,-1,0,0
0.198,1569380645615.0,-1,0,0
-0.138,1569380646075.0,-1,0,0
-0.372,1569380646525.0,0,0,0
-0.526,1569380646985.0,0,0,0
-0.436,1569380647446.0,0,0,0
-0.20600000000000002,1569380647895.0,0,0,0
-0.07200000000000001,1569380648366.0,0,0,0
0.002,1569380648825.0,0,0,0
0.222,1569380649319.0,2,1,0
0.578,1569380649735.0,2,1,0
0.856,1569380650205.0,2,1,0
0.9380000000000001,1569380650665.0,2,1,0
0.794,1569380651125.0,2,1,0
0.798,1569380651586.0,2,1,0
0.876,1569380652035.0,2,1,0
0.734,1569380652511.0,2,1,0
0.374,1569380652955.0,2,1,0
-0.152,1569380653415.0,2,1,0
-0.486,1569380653874.0,2,1,0
-0.4,1569380654335.0,2,1,0
-0.224,1569380654795.0,2,1,0
-0.242,1569380655245.0,2,1,0
-0.332,1569380655715.0,2,1,0
-0.312,1569380656175.0,2,1,0
-0.154,1569380656635.0,2,1,0
-0.084,1569380657104.0,2,1,0
-0.008,1569380657565.0,2,1,0
-0.032,1569380658025.0,2,1,0
-0.196,1569380658485.0,2,1,0
-0.41200000000000003,1569380658961.0,2,1,0
-0.65,1569380659415.0,2,1,0
-1.048,1569380659894.0,2,1,0
-1.522,1569380660334.0,2,1,0
