DT_steerAngle,Timestamp,Action,Bump,Traffic congestion
3.1,1569380600743.0,10,0,0
3.1,1569380601198.0,10,0,0
60.900000000000006,1569380601659.0,10,0,0
139.3,1569380602118.0,10,0,0
142.4,1569380602578.0,10,0,0
181.20000000000002,1569380603043.0,10,0,0
234.10000000000002,1569380603503.0,10,0,0
277.0,1569380603968.0,10,0,0
341.6,1569380604433.0,10,0,0
406.90000000000003,1569380604893.0,10,0,0
481.0,1569380605354.0,10,0,0
493.3,1569380605818.0,10,0,0
492.6,1569380606273.0,10,0,0
490.3,1569380606734.0,10,0,0
489.8,1569380607198.0,10,0,0
489.8,1569380607658.0,10,0,0
490.6,1569380608118.0,10,0,0
489.70000000000005,1569380608583.0,10,0,0
490.1,1569380609038.0,10,0,0
489.0,1569380609498.0,10,0,0
487.6,1569380609963.0,10,0,0
452.5,1569380610423.0,10,0,0
407.6,1569380610883.0,10,0,0
396.8,1569380611343.0,3,0,0
395.40000000000003,1569380611803.0,3,0,0
348.20000000000005,1569380612258.0,3,0,0
226.8,1569380612718.0,3,0,0
124.5,1569380613178.0,3,0,0
-39.300000000000004,1569380613638.0,3,0,0
-186.9,1569380614098.0,3,0,0
-260.6,1569380614568.0,3,0,0
-239.3,1569380615028.0,3,0,0
-193.5,1569380615507.0,3,0,0
-155.5,1569380615954.0,3,0,0
-110.2,1569380616413.0,1,0,0
-68.7,1569380616872.0,1,0,0
-54.2,1569380617332.0,1,0,0
-5.2,1569380617798.0,1,0,0
16.7,1569380618253.0,1,0,0
14.700000000000001,1569380618712.0,1,0,0
19.700000000000003,1569380619173.0,1,0,0
43.400000000000006,1569380619638.0,1,0,0
51.400000000000006,1569380620098.0,1,0,0
55.300000000000004,1569380620563.0,1,0,0
58.0,1569380621022.0,1,0,0
45.5,1569380621488.0,1,0,0
15.700000000000001,1569380621944.0,1,0,0
0.9,1569380622403.0,1,0,0
1.0,1569380622867.0,1,0,0
0.1,1569380623328.0,1,0,0
0.2,1569380623795.0,1,0,0
2.2,1569380624252.0,1,0,0
3.0,1569380624712.0,1,0,0
20.200000000000003,1569380625168.0,2,0,0
68.3,1569380625631.0,2,0,0
106.9,1569380626092.0,2,0,0
150.3,1569380626557.0,2,0,0
168.9,1569380627017.0,2,0,0
182.4,1569380627477.0,2,0,0
173.70000000000002,1569380627935.0,2,0,0
151.20000000000002,1569380628393.0,2,0,0
98.60000000000001,1569380628857.0,2,0,0
33.2,1569380629312.0,2,0,0
4.0,1569380629768.0,1,0,0
-5.4,1569380630227.0,1,0,0
-8.6,1569380630682.0,1,0,0
-7.800000000000001,1569380631141.0,1,0,0
-7.0,1569380631597.0,1,0,0
-6.9,1569380632057.0,1,0,0
-6.9,1569380632517.0,1,0,0
-6.9,1569380632976.0,1,0,0
-6.9,1569380633437.0,1,0,0
-6.9,1569380633897.0,1,0,0
-6.9,1569380634357.0,1,0,0
-6.9,1569380634821.0,1,0,0
-6.2,1569380635281.0,1,0,0
-2.5,1569380635742.0,1,0,0
-1.8,1569380636207.0,1,0,0
-1.6,1569380636677.0,1,0,0
-1.6,1569380637137.0,1,0,0
-0.30000000000000004,1569380637602.0,1,0,0
-0.30000000000000004,1569380638062.0,1,0,0
-0.2,1569380638528.0,1,0,0
0.5,1569380638987.0,1,0,0
3.9000000000000004,1569380639452.0,1,0,0
10.4,1569380639912.0,1,0,0
10.8,1569380640372.0,1,0,0
10.9,1569380640832.0,1,0,0
13.100000000000001,1569380641297.0,-1,0,0
53.6,1569380641757.0,-1,0,0
113.2,1569380642217.0,-1,0,0
156.3,1569380642682.0,-1,0,0
161.4,1569380643142.0,-1,0,0
160.9,1569380643602.0,-1,0,0
157.3,1569380644067.0,-1,0,0
149.4,1569380644527.0,-1,0,0
148.1,1569380644987.0,-1,0,0
148.1,1569380645447.0,-1,0,0
150.20000000000002,1569380645902.0,-1,0,0
150.8,1569380646357.0,-1,0,0
151.0,1569380646812.0,0,0,0
151.3,1569380647271.0,0,0,0
151.1,1569380647727.0,0,0,0
150.1,1569380648187.0,0,0,0
153.1,1569380648647.0,0,0,0
185.9,1569380649107.0,0,0,0
223.10000000000002,1569380649567.0,2,1,0
290.0,1569380650026.0,2,1,0
406.1,1569380650487.0,2,1,0
490.90000000000003,1569380650953.0,2,1,0
487.1,1569380651407.0,2,1,0
486.3,1569380651866.0,2,1,0
486.5,1569380652322.0,2,1,0
482.6,1569380652782.0,2,1,0
459.40000000000003,1569380653237.0,2,1,0
403.40000000000003,1569380653702.0,2,1,0
339.1,1569380654162.0,2,1,0
200.4,1569380654632.0,2,1,0
97.30000000000001,1569380655076.0,2,1,0
-27.200000000000003,1569380655542.0,2,1,0
-68.2,1569380656001.0,2,1,0
-36.800000000000004,1569380656461.0,2,1,0
-19.700000000000003,1569380656927.0,2,1,0
72.2,1569380657391.0,2,1,0
186.60000000000002,1569380657851.0,2,1,0
221.5,1569380658311.0,2,1,0
263.6,1569380658776.0,2,1,0
320.20000000000005,1569380659236.0,2,1,0
392.0,1569380659701.0,2,1,0
421.70000000000005,1569380660156.0,2,1,0
372.90000000000003,1569380660629.0,2,1,0
216.4,1569380661081.0,2,1,0
89.4,1569380661540.0,2,1,0
37.7,1569380662015.0,2,1,0
11.4,1569380662460.0,1,0,0
3.7,1569380662925.0,1,0,0
-0.4,1569380663390.0,1,0,0
-1.9000000000000001,1569380663851.0,1,0,0
-2.1,1569380664310.0,1,0,0
-2.6,1569380664775.0,1,0,0
0.6000000000000001,1569380665231.0,1,0,0
0.7000000000000001,1569380665691.0,1,0,0
0.9,1569380666152.0,1,0,0
17.400000000000002,1569380666611.0,1,0,0
16.6,1569380667081.0,1,0,0
15.700000000000001,1569380667541.0,1,0,0
8.9,1569380668001.0,1,0,0
3.9000000000000004,1569380668461.0,1,0,0
-3.6,1569380668926.0,1,0,0
-11.5,1569380669386.0,1,0,0
-15.4,1569380669846.0,1,0,0
-16.1,1569380670306.0,1,0,0
-14.8,1569380670766.0,1,0,0
-16.5,1569380671231.0,3,0,0
-24.6,1569380671701.0,3,0,0
-33.5,1569380672161.0,3,0,0
-50.800000000000004,1569380672625.0,3,0,0
-98.10000000000001,1569380673081.0,3,0,0
-159.4,1569380673541.0,3,0,0
-186.70000000000002,1569380674001.0,3,0,0
-237.0,1569380674463.0,3,0,0
-224.20000000000002,1569380674921.0,3,0,0
-150.20000000000002,1569380675381.0,3,0,0
-116.2,1569380675841.0,3,0,0
-69.5,1569380676301.0,3,0,0
-24.0,1569380676786.0,3,0,0
-17.2,1569380677221.0,1,0,0
-12.0,1569380677676.0,1,0,0
-7.1000000000000005,1569380678136.0,1,0,0
-3.2,1569380678601.0,1,0,0
-2.0,1569380679061.0,1,0,0
0.4,1569380679521.0,1,0,0
0.8,1569380679983.0,1,0,0
1.1,1569380680442.0,1,0,0
1.4000000000000001,1569380680906.0,1,0,0
2.1,1569380681366.0,1,0,0
1.8,1569380681836.0,1,0,0
1.9000000000000001,1569380682296.0,1,0,0
3.4000000000000004,1569380682761.0,1,0,0
6.4,1569380683221.0,1,0,0
25.900000000000002,1569380683681.0,1,0,0
28.1,1569380684145.0,1,0,0
25.900000000000002,1569380684606.0,1,0,0
16.8,1569380685066.0,1,0,0
7.7,1569380685525.0,1,0,0
3.3000000000000003,1569380685986.0,1,0,0
0.6000000000000001,1569380686446.0,1,0,0
-0.5,1569380686911.0,1,0,0
22.0,1569380687374.0,2,0,0
59.7,1569380687830.0,2,0,0
120.9,1569380688291.0,2,0,0
138.5,1569380688756.0,2,0,0
152.0,1569380689215.0,2,0,0
180.3,1569380689677.0,2,0,0
203.9,1569380690136.0,2,0,0
164.4,1569380690595.0,2,0,0
80.80000000000001,1569380691056.0,2,0,0
40.300000000000004,1569380691515.0,2,0,0
31.1,1569380691971.0,2,0,0
16.900000000000002,1569380692430.0,2,0,0
10.9,1569380692895.0,1,0,0
11.8,1569380693360.0,1,0,0
11.8,1569380693820.0,1,0,0
11.3,1569380694280.0,1,0,0
10.0,1569380694745.0,1,0,0
7.6000000000000005,1569380695200.0,1,0,0
3.3000000000000003,1569380695665.0,1,0,0
5.7,1569380696132.0,4,0,0
57.5,1569380696585.0,4,0,0
123.60000000000001,1569380697050.0,4,0,0
138.70000000000002,1569380697504.0,4,0,0
136.0,1569380697965.0,4,0,0
92.2,1569380698424.0,4,0,0
23.5,1569380698885.0,4,0,0
-40.800000000000004,1569380699351.0,4,0,0
-119.2,1569380699815.0,4,0,0
-128.70000000000002,1569380700274.0,4,0,0
-123.30000000000001,1569380700735.0,4,0,0
-35.2,1569380701200.0,4,0,0
-0.5,1569380701659.0,4,0,0
4.1000000000000005,1569380702125.0,4,0,0
4.0,1569380702587.0,0,0,0
4.0,1569380703050.0,0,0,0
2.5,1569380703505.0,0,0,0
0.6000000000000001,1569380703970.0,0,0,0
-3.9000000000000004,1569380704425.0,2,0,0
-9.4,1569380704890.0,2,0,0
-17.2,1569380705351.0,2,0,0
-17.8,1569380705811.0,2,0,0
-18.7,1569380706270.0,2,0,0
-19.3,1569380706725.0,2,0,0
-16.0,1569380707190.0,2,0,0
-14.200000000000001,1569380707651.0,2,0,0
-9.200000000000001,1569380708111.0,2,0,0
17.1,1569380708565.0,2,0,0
100.5,1569380709030.0,2,0,0
184.5,1569380709490.0,2,0,0
289.8,1569380709961.0,2,0,0
425.5,1569380710410.0,2,0,0
491.6,1569380710870.0,2,0,0
488.5,1569380711330.0,2,0,0
474.1,1569380711789.0,2,0,0
389.40000000000003,1569380712245.0,2,0,0
255.20000000000002,1569380712705.0,2,0,0
99.30000000000001,1569380713165.0,2,0,0
58.5,1569380713625.0,2,0,0
13.3,1569380714089.0,2,0,0
10.600000000000001,1569380714551.0,1,0,0
9.600000000000001,1569380715017.0,1,0,0
6.800000000000001,1569380715475.0,1,0,0
4.800000000000001,1569380715940.0,1,0,0
0.8,1569380716402.0,1,0,0
-1.3,1569380716859.0,1,0,0
-1.4000000000000001,1569380717320.0,1,0,0
-1.6,1569380717782.0,1,0,0
-4.5,1569380718245.0,1,0,0
-6.1000000000000005,1569380718711.0,1,0,0
-7.6000000000000005,1569380719170.0,1,0,0
-3.7,1569380719644.0,1,0,0
