DT_acceleration,Timestamp,Action,Bump,Traffic congestion
0.0,1569380600824.0,10,0,0
0.0,1569380601284.0,10,0,0
0.0,1569380601744.0,10,0,0
0.0,1569380602205.0,10,0,0
0.0,1569380602701.0,10,0,0
0.0,1569380603125.0,10,0,0
0.145,1569380603585.0,10,0,0
0.321,1569380604055.0,10,0,0
0.373,1569380604515.0,10,0,0
0.313,1569380604975.0,10,0,0
0.211,1569380605435.0,10,0,0
0.194,1569380605910.0,10,0,0
0.2,1569380606365.0,10,0,0
0.1,1569380606824.0,10,0,0
0.166,1569380607285.0,10,0,0
0.203,1569380607745.0,10,0,0
0.203,1569380608205.0,10,0,0
0.182,1569380608665.0,10,0,0
0.187,1569380609124.0,10,0,0
0.10200000000000001,1569380609585.0,10,0,0
-0.26,1569380610045.0,10,0,0
-0.579,1569380610505.0,10,0,0
-0.735,1569380610965.0,10,0,0
-0.677,1569380611425.0,3,0,0
-0.399,1569380611884.0,3,0,0
-0.2,1569380612345.0,3,0,0
-0.1,1569380612805.0,3,0,0
0.053,1569380613265.0,3,0,0
0.362,1569380613725.0,3,0,0
0.507,1569380614185.0,3,0,0
0.711,1569380614655.0,3,0,0
0.967,1569380615115.0,3,0,0
0.8180000000000001,1569380615574.0,3,0,0
0.503,1569380616034.0,3,0,0
0.34900000000000003,1569380616495.0,1,0,0
0.457,1569380616955.0,1,0,0
0.735,1569380617425.0,1,0,0
0.761,1569380617874.0,1,0,0
0.512,1569380618345.0,1,0,0
0.271,1569380618799.0,1,0,0
0.149,1569380619255.0,1,0,0
0.13,1569380619756.0,1,0,0
0.128,1569380620185.0,1,0,0
0.133,1569380620645.0,1,0,0
0.14200000000000002,1569380621105.0,1,0,0
0.155,1569380621575.0,1,0,0
0.17500000000000002,1569380622024.0,1,0,0
0.20700000000000002,1569380622485.0,1,0,0
0.228,1569380622945.0,1,0,0
0.126,1569380623415.0,1,0,0
0.003,1569380623874.0,1,0,0
-0.073,1569380624335.0,1,0,0
-0.1,1569380624798.0,1,0,0
-0.094,1569380625254.0,2,0,0
-0.083,1569380625715.0,2,0,0
-0.088,1569380626175.0,2,0,0
-0.095,1569380626645.0,2,0,0
-0.092,1569380627146.0,2,0,0
-0.094,1569380627566.0,2,0,0
-0.117,1569380628015.0,2,0,0
-0.165,1569380628475.0,2,0,0
-0.154,1569380628944.0,2,0,0
-0.137,1569380629395.0,2,0,0
-0.084,1569380629855.0,1,0,0
0.13,1569380630346.0,1,0,0
0.353,1569380630765.0,1,0,0
0.179,1569380631225.0,1,0,0
-0.001,1569380631685.0,1,0,0
-0.063,1569380632145.0,1,0,0
-0.08700000000000001,1569380632605.0,1,0,0
-0.088,1569380633055.0,1,0,0
-0.085,1569380633525.0,1,0,0
-0.085,1569380633985.0,1,0,0
-0.093,1569380634445.0,1,0,0
-0.098,1569380634906.0,1,0,0
-0.10300000000000001,1569380635365.0,1,0,0
-0.111,1569380635835.0,1,0,0
-0.096,1569380636295.0,1,0,0
-0.096,1569380636765.0,1,0,0
-0.098,1569380637226.0,1,0,0
-0.089,1569380637711.0,1,0,0
-0.095,1569380638145.0,1,0,0
-0.096,1569380638605.0,1,0,0
-0.082,1569380639075.0,1,0,0
-0.073,1569380639535.0,1,0,0
-0.711,1569380639995.0,1,0,0
-0.997,1569380640455.0,1,0,0
-1.048,1569380640915.0,1,0,0
-0.894,1569380641375.0,-1,0,0
-0.6920000000000001,1569380641845.0,-1,0,0
-0.441,1569380642305.0,-1,0,0
-0.426,1569380642765.0,-1,0,0
-0.41100000000000003,1569380643225.0,-1,0,0
-0.312,1569380643685.0,-1,0,0
-0.164,1569380644155.0,-1,0,0
0.135,1569380644605.0,-1,0,0
0.32,1569380645084.0,-1,0,0
0.14100000000000001,1569380645525.0,-1,0,0
-0.065,1569380645985.0,-1,0,0
-0.186,1569380646445.0,-1,0,0
-0.254,1569380646895.0,0,0,0
-0.223,1569380647355.0,0,0,0
-0.14400000000000002,1569380647815.0,0,0,0
-0.075,1569380648275.0,0,0,0
-0.033,1569380648735.0,0,0,0
-0.014,1569380649195.0,0,0,0
0.183,1569380649655.0,2,1,0
0.45,1569380650116.0,2,1,0
0.504,1569380650575.0,2,1,0
0.534,1569380651035.0,2,1,0
0.539,1569380651495.0,2,1,0
0.675,1569380651944.0,2,1,0
0.717,1569380652405.0,2,1,0
0.634,1569380652865.0,2,1,0
0.44,1569380653325.0,2,1,0
0.276,1569380653786.0,2,1,0
0.304,1569380654245.0,2,1,0
0.279,1569380654704.0,2,1,0
0.215,1569380655165.0,2,1,0
0.184,1569380655628.0,2,1,0
0.185,1569380656085.0,2,1,0
0.168,1569380656545.0,2,1,0
0.161,1569380657015.0,2,1,0
0.14200000000000002,1569380657475.0,2,1,0
0.127,1569380657936.0,2,1,0
0.094,1569380658395.0,2,1,0
0.06,1569380658865.0,2,1,0
0.063,1569380659325.0,2,1,0
0.08700000000000001,1569380659789.0,2,1,0
0.08700000000000001,1569380660245.0,2,1,0
