steer_data,Timestamp,Action,Bump,Traffic congestion
-0.4,1576226475172,1,0,0
-0.3,1576226475622,1,0,0
-0.3,1576226476072,1,0,0
-0.9,1576226476522,1,0,0
-5.9,1576226476972,1,0,0
-6.7,1576226477422,1,0,0
-8.4,1576226477872,1,0,0
-9.9,1576226478322,1,0,0
-11.2,1576226478772,1,0,0
-11.2,1576226479222,1,0,0
-8.1,1576226479672,1,0,0
-2.9,1576226480122,1,0,0
4.5,1576226480572,2,0,0
12.4,1576226481022,2,0,0
12.7,1576226481471,2,0,0
13.2,1576226481926,2,0,0
13.2,1576226482371,2,0,0
23.6,1576226482821,2,0,0
41.7,1576226483272,2,0,0
57.0,1576226483721,2,0,0
67.4,1576226484171,2,0,0
74.3,1576226484621,2,0,0
86.8,1576226485071,2,0,0
85.4,1576226485521,2,0,0
69.7,1576226485971,2,0,0
68.7,1576226486421,2,0,0
71.5,1576226486871,2,0,0
67.9,1576226487321,2,0,0
61.7,1576226487771,2,0,0
45.2,1576226488221,2,0,0
36.2,1576226488671,2,0,0
22.6,1576226489121,2,0,0
13.8,1576226489571,2,0,0
9.9,1576226490021,2,0,0
7.5,1576226490471,2,0,0
4.8,1576226490921,2,0,0
4.2,1576226491371,1,0,0
2.8,1576226491821,1,0,0
1.5,1576226492271,1,0,0
1.5,1576226492721,1,0,0
-1.7,1576226493171,1,0,0
-1.6,1576226493621,1,0,0
-0.3,1576226494071,1,0,0
1.8,1576226494521,1,0,0
3.5,1576226494971,1,0,0
-0.5,1576226495421,1,0,0
-5.2,1576226495871,1,0,0
-5.0,1576226496321,1,0,0
-2.8,1576226496771,1,0,0
0.6,1576226497221,1,0,0
1.8,1576226497671,1,0,0
-1.8,1576226498121,1,0,0
-0.4,1576226498571,1,0,0
1.0,1576226499021,1,0,0
2.0,1576226499471,1,0,0
2.1,1576226499921,1,0,0
1.9,1576226500370,1,0,0
1.9,1576226500820,1,0,0
1.5,1576226501270,1,0,0
1.5,1576226501720,1,0,0
2.2,1576226502170,1,0,0
2.1,1576226502620,1,0,0
2.0,1576226503070,1,0,0
1.7,1576226503520,1,0,0
-3.5,1576226503970,1,0,0
-4.9,1576226504420,1,0,0
-5.0,1576226504870,1,0,0
-5.2,1576226505320,1,0,0
-4.4,1576226505770,1,0,0
-1.3,1576226506220,1,0,0
1.6,1576226506670,1,0,0
1.3,1576226507120,1,0,0
1.2,1576226507570,1,0,0
1.2,1576226508020,1,0,0
1.4,1576226508470,1,0,0
2.9,1576226508920,1,0,0
-3.6,1576226509375,1,0,0
-9.0,1576226509830,1,0,0
-4.7,1576226510280,1,0,0
3.1,1576226510730,1,0,0
3.3,1576226511180,1,0,0
3.4,1576226511630,1,0,0
3.5,1576226512080,1,0,0
5.2,1576226512530,1,0,0
7.9,1576226512975,1,0,0
8.0,1576226513420,1,0,0
7.4,1576226513870,1,0,0
6.7,1576226514310,1,0,0
5.2,1576226514760,1,0,0
1.0,1576226515210,1,0,0
-8.3,1576226515660,2,0,0
-16.1,1576226516110,2,0,0
-26.4,1576226516550,2,0,0
-37.4,1576226517000,2,0,0
-50.3,1576226517450,2,0,0
-62.7,1576226517900,2,0,0
-78.0,1576226518350,2,0,0
-91.5,1576226518795,2,0,0
-66.9,1576226519240,2,0,0
-26.4,1576226519679,2,0,0
-3.5,1576226520119,2,0,0
36.7,1576226520559,3,0,0
75.0,1576226521004,3,0,0
79.3,1576226521449,3,0,0
71.4,1576226521894,3,0,0
60.5,1576226522339,3,0,0
50.9,1576226522784,3,0,0
41.7,1576226523229,3,0,0
32.2,1576226523674,3,0,0
23.2,1576226524119,3,0,0
17.6,1576226524564,3,0,0
12.0,1576226525014,3,0,0
8.9,1576226525464,1,0,0
5.6,1576226525914,1,0,0
4.4,1576226526364,1,0,0
4.3,1576226526814,1,0,0
-0.7,1576226527264,1,0,0
-2.1,1576226527714,1,0,0
-6.1,1576226528164,1,0,0
-6.7,1576226528614,1,0,0
0.1,1576226529064,1,0,0
21.9,1576226529514,2,0,0
45.2,1576226529964,2,0,0
62.8,1576226530414,2,0,0
69.7,1576226530864,2,0,0
74.5,1576226531314,2,0,0
75.9,1576226531764,2,0,0
92.9,1576226532214,2,0,0
106.0,1576226532664,2,0,0
108.9,1576226533114,2,0,0
99.6,1576226533564,2,0,0
87.6,1576226534014,2,0,0
84.4,1576226534464,2,0,0
75.5,1576226534914,2,0,0
69.5,1576226535364,2,0,0
71.1,1576226535814,2,0,0
71.5,1576226536259,2,0,0
70.4,1576226536609,2,0,0
58.1,1576226537049,2,0,0
43.2,1576226537489,2,0,0
28.4,1576226537934,2,0,0
14.7,1576226538384,2,0,0
9.0,1576226538828,2,0,0
3.2,1576226539274,2,0,0
1.8,1576226539718,1,0,0
3.6,1576226540158,1,0,0
3.5,1576226540603,1,0,0
1.8,1576226541053,1,0,0
0.9,1576226541503,1,0,0
0.5,1576226541948,1,0,0
-1.2,1576226542388,1,0,0
-2.5,1576226542833,1,0,0
-1.8,1576226543283,1,0,0
-1.0,1576226543728,1,0,0
1.7,1576226544168,1,0,0
1.6,1576226544608,1,0,0
-0.2,1576226545053,1,0,0
-0.2,1576226545498,1,0,0
