speed_data,Timestamp,Action,Bump,Traffic congestion
28,1576226475227,1,0,0
28,1576226475676,1,0,0
28,1576226476126,1,0,0
29,1576226476576,1,0,0
28,1576226477026,1,0,0
28,1576226477476,1,0,0
27,1576226477926,1,0,0
27,1576226478376,1,0,0
27,1576226478826,1,0,0
26,1576226479276,1,0,0
26,1576226479726,1,0,0
26,1576226480177,1,0,0
26,1576226480627,2,0,0
25,1576226481077,2,0,0
25,1576226481527,2,0,0
24,1576226481977,2,0,0
24,1576226482427,2,0,0
24,1576226482877,2,0,0
24,1576226483327,2,0,0
23,1576226483777,2,0,0
23,1576226484226,2,0,0
22,1576226484677,2,0,0
21,1576226485126,2,0,0
20,1576226485577,2,0,0
19,1576226486027,2,0,0
19,1576226486477,2,0,0
20,1576226486927,2,0,0
21,1576226487377,2,0,0
22,1576226487827,2,0,0
23,1576226488277,2,0,0
25,1576226488727,2,0,0
27,1576226489177,2,0,0
29,1576226489627,2,0,0
30,1576226490077,2,0,0
31,1576226490527,2,0,0
31,1576226490977,1,0,0
31,1576226491427,1,0,0
31,1576226491877,1,0,0
31,1576226492327,1,0,0
30,1576226492777,1,0,0
29,1576226493227,1,0,0
27,1576226493677,1,0,0
26,1576226494127,1,0,0
26,1576226494577,1,0,0
25,1576226495027,1,0,0
24,1576226495477,1,0,0
24,1576226495927,1,0,0
24,1576226496377,1,0,0
24,1576226496827,1,0,0
23,1576226497277,1,0,0
23,1576226497727,1,0,0
23,1576226498177,1,0,0
23,1576226498627,1,0,0
23,1576226499077,1,0,0
23,1576226499527,1,0,0
22,1576226499977,1,0,0
22,1576226500427,1,0,0
22,1576226500877,1,0,0
22,1576226501327,1,0,0
22,1576226501777,1,0,0
22,1576226502227,1,0,0
22,1576226502677,1,0,0
22,1576226503127,1,0,0
22,1576226503577,1,0,0
22,1576226504027,1,0,0
22,1576226504477,1,0,0
22,1576226504927,1,0,0
22,1576226505377,1,0,0
22,1576226505827,1,0,0
22,1576226506277,1,0,0
23,1576226506727,1,0,0
23,1576226507177,1,0,0
22,1576226507627,1,0,0
22,1576226508077,1,0,0
22,1576226508527,1,0,0
22,1576226508977,1,0,0
22,1576226509437,1,0,0
22,1576226509887,1,0,0
23,1576226510337,1,0,0
23,1576226510787,1,0,0
23,1576226511238,1,0,0
24,1576226511687,1,0,0
24,1576226512137,1,0,0
24,1576226512577,1,0,0
25,1576226513027,1,0,0
25,1576226513477,1,0,0
25,1576226513917,1,0,0
25,1576226514367,1,0,0
24,1576226514817,1,0,0
23,1576226515267,1,0,0
22,1576226515717,2,0,0
22,1576226516157,2,0,0
21,1576226516607,2,0,0
21,1576226517057,2,0,0
