X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Gyroscope,Y-axis Gyroscope,Z-axis Gyroscope, Timestamp,Action,BUMP,Traffic congestion
0.828393, -0.426167, 8.461108, -0.523598, 0.139626, -0.296705, 1576226475025,1,0,0
1.082179, -0.27653, 8.894459, -0.802851, 0.226892, -0.331612, 1576226475078,1,0,0
0.841561, -0.670376, 8.413224, -0.541052, 0.383972, -0.331612, 1576226475131,1,0,0
0.788889, -0.377086, 8.329427, -0.383972, 0.366519, -0.296705, 1576226475183,1,0,0
0.780509, -0.439336, 8.50181, -0.296705, 0.488692, -0.261799, 1576226475236,1,0,0
0.865503, -0.468066, 8.409633, -0.366519, 0.471238, -0.261799, 1576226475288,1,0,0
1.007958, -0.445321, 8.212111, -0.401425, 0.471238, -0.296705, 1576226475340,1,0,0
0.713472, -0.301669, 8.846575, -0.244346, 0.418879, -0.349065, 1576226475393,1,0,0
0.719457, -0.784101, 8.766369, -0.488692, 0.349065, -0.366519, 1576226475445,1,0,0
1.084573, -0.787692, 7.81228, -0.034906, 0.226892, -0.331612, 1576226475498,1,0,0
0.748188, -0.264559, 8.469488, -0.244346, 0.366519, -0.244346, 1576226475550,1,0,0
0.769735, -0.541089, 8.597578, -0.366519, 0.506145, -0.279252, 1576226475602,1,0,0
0.51595, 0.159214, 8.304288, -0.314159, 0.541052, -0.314159, 1576226475655,1,0,0
0.009576, -1.470039, 7.39928, 0.610865, 0.366519, -0.349065, 1576226475707,1,0,0
1.097741, 0.101753, 8.571242, 0.907571, -0.610865, -0.314159, 1576226475759,1,0,0
0.533906, -0.588973, 9.490615, 0.366519, -0.663225, -0.349065, 1576226475812,1,0,0
0.280121, 0.135272, 8.707711, -0.872664, -0.785398, -0.418879, 1576226475865,1,0,0
0.348356, -0.810437, 9.818621, -0.733038, -0.593411, -0.401425, 1576226475917,1,0,0
2.272097, -0.506373, 8.167819, -0.366519, -1.06465, -0.209439, 1576226475969,1,0,0
1.97761, -0.85473, 8.851363, -0.541052, 0.052359, -0.226892, 1576226476021,1,0,0
0.852335, -0.693121, 8.890868, 0.104719, 0.052359, -0.279252, 1576226476074,1,0,0
1.169567, -0.371101, 8.742427, 0.593411, -0.331612, -0.453785, 1576226476126,1,0,0
0.882263, -0.147243, 8.294711, 0.087266, -0.122173, -0.541052, 1576226476178,1,0,0
0.930147, -0.426167, 7.557297, 0.052359, -0.174532, -0.575958, 1576226476231,1,0,0
1.599326, -0.865503, 7.623138, -0.209439, -0.331612, -0.610865, 1576226476283,1,0,0
0.126892, -0.383072, 8.046911, 0.244346, -0.244346, -0.610865, 1576226476335,1,0,0
0.697909, -0.853532, 9.305064, -0.366519, 0.122173, -0.593411, 1576226476388,1,0,0
0.703895, -0.557848, 8.968679, -0.593411, 0.610865, -0.610865, 1576226476440,1,0,0
1.096544, -0.690727, 8.610746, -0.314159, 0.296705, -0.610865, 1576226476493,1,0,0
0.573411, -0.415393, 8.641871, -0.488692, 0.436332, -0.628318, 1576226476545,1,0,0
0.205901, -0.705092, 8.693346, -0.541052, 0.331612, -0.698131, 1576226476597,1,0,0
0.073023, -0.556651, 9.127893, -0.157079, 0.0, -0.628318, 1576226476650,1,0,0
0.402225, -0.596156, 8.911218, 0.244346, -0.453785, -0.558505, 1576226476702,1,0,0
0.476446, -0.294486, 8.256404, 0.069813, -0.087266, -0.558505, 1576226476754,1,0,0
0.671573, -0.328005, 8.340201, -0.279252, 0.244346, -0.663225, 1576226476807,1,0,0
0.258573, -0.138863, 8.471882, -0.575958, 0.383972, -0.715584, 1576226476859,1,0,0
0.556651, -0.292092, 8.893262, -0.750491, 0.628318, -0.715584, 1576226476912,1,0,0
0.538695, -0.549469, 8.214506, -0.628318, 0.802851, -0.680678, 1576226476964,1,0,0
0.714669, -0.463278, 8.186972, -0.890117, 0.907571, -0.645771, 1576226477016,1,0,0
0.642843, -0.720654, 8.110358, -0.698131, 0.645771, -0.663225, 1576226477069,1,0,0
0.916979, -0.278924, 8.590395, -0.733038, 0.191986, -0.698131, 1576226477121,1,0,0
0.611718, -0.608127, 8.146271, -0.890117, 0.052359, -0.715584, 1576226477173,1,0,0
0.769735, -0.378283, 8.514978, -0.802851, -0.104719, -0.715584, 1576226477225,1,0,0
0.384269, -0.525527, 7.671022, -0.558505, -0.087266, -0.645771, 1576226477278,1,0,0
0.532709, -0.699106, 8.123526, -0.471238, -0.261799, -0.628318, 1576226477330,1,0,0
0.694318, -0.793677, 8.269572, -0.314159, -0.209439, -0.628318, 1576226477382,1,0,0
0.450109, -0.575805, 8.556876, -0.191986, 0.244346, -0.698131, 1576226477434,1,0,0
0.742202, -0.530315, 8.388085, -0.191986, 0.558505, -0.698131, 1576226477487,1,0,0
0.142455, -0.872686, 9.035717, -0.174532, 0.802851, -0.715584, 1576226477539,1,0,0
0.628477, -0.258573, 8.529343, -0.715584, 0.506145, -0.802851, 1576226477591,1,0,0
0.779312, -0.274136, 8.394071, -1.448623, 0.279252, -0.802851, 1576226477643,1,0,0
0.697909, -0.894234, 8.719682, -1.047197, -0.104719, -0.837758, 1576226477696,1,0,0
0.349553, -1.204283, 8.495824, -0.244346, -0.436332, -0.750491, 1576226477748,1,0,0
0.196324, -0.749385, 8.723273, -0.017453, -0.453785, -0.610865, 1576226477800,1,0,0
0.793677, -0.805648, 8.317456, 0.174532, -0.401425, -0.680678, 1576226477853,1,0,0
0.417788, -0.557848, 9.293093, 0.157079, -0.453785, -0.767944, 1576226477905,1,0,0
0.851138, -0.438138, 8.801085, -0.052359, -0.279252, -0.855211, 1576226477958,1,0,0
0.568622, -0.76375, 8.634688, -0.261799, 0.523598, -0.872664, 1576226478010,1,0,0
0.924161, -0.639251, 8.130708, 0.017453, 0.366519, -0.820304, 1576226478062,1,0,0
0.463278, -0.573411, 8.005013, 0.0, 0.349065, -0.767944, 1576226478114,1,0,0
0.764947, -0.483628, 8.719682, -0.209439, 0.226892, -0.837758, 1576226478167,1,0,0
0.584185, -0.531512, 8.902839, -0.331612, 0.261799, -0.820304, 1576226478219,1,0,0
