speed_data,Timestamp,Action,Bump,Traffic congestion
4,1577067367094,1,0,0
5,1577067367534,1,0,0
5,1577067368024,1,0,0
6,1577067368464,1,0,0
6,1577067368954,1,0,0
7,1577067369404,1,0,0
7,1577067369894,1,0,0
7,1577067370334,1,0,0
7,1577067370825,1,0,0
8,1577067371264,1,0,0
8,1577067371754,1,0,0
9,1577067372194,1,0,0
9,1577067372686,1,0,0
9,1577067373124,1,0,0
9,1577067373654,1,0,0
9,1577067374094,1,0,0
9,1577067374584,1,0,0
9,1577067375025,1,0,0
9,1577067375514,1,0,0
9,1577067375954,1,0,0
10,1577067376444,1,0,0
10,1577067376884,1,0,0
11,1577067377384,1,0,0
11,1577067377834,1,0,0
12,1577067378324,1,0,0
12,1577067378764,1,0,0
12,1577067379254,1,0,0
11,1577067379694,1,0,0
11,1577067380184,1,0,0
10,1577067380624,1,0,0
10,1577067381114,1,0,0
10,1577067381554,1,0,0
10,1577067382044,1,0,0
10,1577067382484,1,0,0
9,1577067382974,1,0,0
9,1577067383414,1,0,0
9,1577067383904,1,0,0
9,1577067384344,1,0,0
9,1577067384834,3,0,0
9,1577067385274,3,0,0
9,1577067385764,3,0,0
9,1577067386204,3,0,0
9,1577067386694,3,0,0
9,1577067387134,3,0,0
9,1577067387624,3,0,0
9,1577067388064,3,0,0
9,1577067388554,3,0,0
9,1577067388994,3,0,0
9,1577067389494,3,0,0
9,1577067389934,3,0,0
9,1577067390424,3,0,0
10,1577067390864,3,0,0
10,1577067391354,3,0,0
10,1577067391804,3,0,0
10,1577067392294,3,0,0
10,1577067392734,3,0,0
10,1577067393224,3,0,0
10,1577067393664,3,0,0
10,1577067394164,3,0,0
10,1577067394604,3,0,0
10,1577067395094,3,0,0
10,1577067395534,3,0,0
10,1577067396024,3,0,0
10,1577067396464,1,0,0
10,1577067396954,1,0,0
10,1577067397394,1,0,0
11,1577067397894,1,0,0
12,1577067398334,1,0,0
12,1577067398824,1,0,0
12,1577067399264,1,0,0
13,1577067399754,1,0,0
13,1577067400194,1,0,0
13,1577067400684,1,0,0
13,1577067401124,1,0,0
13,1577067401614,1,0,0
13,1577067402054,1,0,0
13,1577067402544,-1,0,0
12,1577067402984,-1,0,0
11,1577067403474,-1,0,0
10,1577067403913,-1,0,0
9,1577067404403,-1,0,0
8,1577067404843,-1,0,0
6,1577067405333,2,0,0
0,1577067405773,2,0,0
0,1577067406273,2,0,0
0,1577067406723,2,0,0
1,1577067407213,2,0,0
1,1577067407653,2,0,0
2,1577067408143,2,0,0
3,1577067408583,2,0,0
3,1577067409073,2,0,0
3,1577067409523,2,0,0
4,1577067410013,2,0,0
4,1577067410453,2,0,0
1,1577067410943,2,0,0
1,1577067411383,2,0,0
2,1577067411873,2,0,0
3,1577067412323,2,0,0
4,1577067412813,2,0,0
4,1577067413253,2,0,0
4,1577067413743,2,0,0
5,1577067414183,2,0,0
5,1577067414673,2,0,0
6,1577067415113,2,0,0
6,1577067415603,2,0,0
6,1577067416043,2,0,0
7,1577067416533,2,0,0
7,1577067416973,2,0,0
8,1577067417463,2,0,0
8,1577067417903,2,0,0
8,1577067418394,1,0,0
9,1577067418833,1,0,0
9,1577067419323,1,0,0
9,1577067419763,1,0,0
10,1577067420253,1,0,0
10,1577067420693,1,0,0
11,1577067421183,1,0,0
12,1577067421623,1,0,0
12,1577067422113,1,0,0
13,1577067422553,1,0,0
13,1577067423043,1,0,0
13,1577067423483,1,0,0
13,1577067423973,1,0,0
13,1577067424413,1,0,0
13,1577067424903,1,0,0
13,1577067425343,1,0,0
13,1577067425843,1,0,0
13,1577067426293,1,0,0
13,1577067426783,1,0,0
13,1577067427233,1,0,0
13,1577067427723,1,0,0
13,1577067428163,1,0,0
13,1577067428653,1,0,0
13,1577067429093,1,0,0
13,1577067429603,1,0,0
13,1577067430043,1,0,0
12,1577067430533,1,0,0
12,1577067430973,1,0,0
12,1577067431463,1,0,0
12,1577067431903,1,0,0
12,1577067432394,1,0,0
12,1577067432833,1,0,0
12,1577067433323,1,0,0
12,1577067433763,1,0,0
12,1577067434253,1,0,0
12,1577067434703,1,0,0
13,1577067435193,1,0,0
12,1577067435643,1,0,0
12,1577067436133,1,0,0
12,1577067436573,1,0,0
12,1577067437063,1,0,0
12,1577067437503,1,0,0
12,1577067438003,1,0,0
13,1577067438443,1,0,0
13,1577067438933,1,0,0
13,1577067439373,1,0,0
13,1577067439863,1,0,0
13,1577067440303,1,0,0
14,1577067440793,1,0,0
14,1577067441243,1,0,0
14,1577067441733,1,0,0
14,1577067442173,1,0,0
14,1577067442663,1,0,0
14,1577067443103,1,0,0
15,1577067443593,1,0,0
15,1577067444033,1,0,0
15,1577067444523,1,0,0
15,1577067444963,1,0,0
15,1577067445453,1,0,0
15,1577067445893,1,0,0
14,1577067446383,1,0,0
15,1577067446823,1,0,0
15,1577067447313,1,0,0
15,1577067447753,1,0,0
15,1577067448243,1,0,0
15,1577067448683,1,0,0
15,1577067449173,1,0,0
15,1577067449622,1,0,0
15,1577067450113,1,0,0
15,1577067450563,1,0,0
15,1577067451053,1,0,0
15,1577067451493,-1,0,0
15,1577067451983,-1,0,0
15,1577067452423,-1,0,0
15,1577067452912,-1,0,0
15,1577067453363,-1,0,0
15,1577067453853,-1,0,0
15,1577067454293,-1,0,0
15,1577067454782,-1,0,0
15,1577067455222,-1,0,0
15,1577067455722,5,0,0
15,1577067456163,5,0,0
16,1577067456663,5,0,0
16,1577067457113,5,0,0
16,1577067457602,5,0,0
16,1577067458042,5,0,0
16,1577067458533,5,0,0
17,1577067458972,5,0,0
17,1577067459472,5,0,0
17,1577067459922,5,0,0
17,1577067460412,5,0,0
17,1577067460852,5,0,0
17,1577067461342,5,0,0
17,1577067461792,5,0,0
17,1577067462282,1,0,0
17,1577067462722,1,0,0
17,1577067463222,1,0,0
17,1577067463672,1,0,0
17,1577067464172,1,0,0
17,1577067464622,1,0,0
16,1577067465112,5,1,0
15,1577067465552,5,1,0
14,1577067466042,5,1,0
14,1577067466482,5,1,0
14,1577067466972,5,1,0
14,1577067467412,5,1,0
13,1577067467902,5,1,0
12,1577067468342,5,1,0
12,1577067468842,5,1,0
13,1577067469292,5,1,0
13,1577067469782,5,1,0
13,1577067470232,5,1,0
12,1577067470742,5,1,0
11,1577067471192,5,1,0
10,1577067471692,5,1,0
11,1577067472132,5,1,0
11,1577067472622,5,1,0
12,1577067473072,5,1,0
12,1577067473563,5,1,0
10,1577067474002,5,1,0
9,1577067474492,5,1,0
7,1577067474932,-1,1,0
6,1577067475422,-1,1,0
5,1577067475862,-1,1,0
5,1577067476352,-1,1,0
6,1577067476792,-1,1,0
6,1577067477292,-1,1,0
6,1577067477732,-1,1,0
5,1577067478222,-1,1,0
3,1577067478662,-1,1,0
1,1577067479152,-1,1,0
0,1577067479592,-1,1,0
0,1577067480082,0,0,0
0,1577067480522,0,0,0
0,1577067481012,0,0,0
0,1577067481452,0,0,0
0,1577067481942,0,0,0
0,1577067482382,0,0,0
0,1577067482872,0,0,0
0,1577067483322,0,0,0
0,1577067483812,0,0,0
0,1577067484262,0,0,0
0,1577067484752,0,0,0
0,1577067485192,0,0,0
0,1577067485682,0,0,0
0,1577067486122,0,0,0
0,1577067486612,0,0,0
