steer_data,Timestamp,Action,Bump,Traffic congestion
2.1,1576139951230,0,0,0
2.1,1576139951680,0,0,0
2.1,1576139952130,0,0,0
2.1,1576139952580,0,0,0
2.1,1576139953030,0,0,0
2.1,1576139953480,0,0,0
2.1,1576139953930,0,0,0
2.1,1576139954380,0,0,0
2.1,1576139954830,0,0,0
2.1,1576139955280,0,0,0
2.1,1576139955730,0,0,0
2.1,1576139956200,0,0,0
2.1,1576139956650,0,0,0
2.1,1576139957101,0,0,0
2.1,1576139957550,0,0,0
2.1,1576139958000,0,0,0
2.1,1576139958450,0,0,0
2.1,1576139958901,0,0,0
2.1,1576139959350,0,0,0
2.1,1576139959800,0,0,0
2.1,1576139960250,0,0,0
2.1,1576139960701,0,0,0
2.1,1576139961150,0,0,0
2.1,1576139961600,0,0,0
2.1,1576139962050,0,0,0
2.1,1576139962501,0,0,0
2.1,1576139962949,0,0,0
2.1,1576139963400,0,0,0
2.1,1576139963849,0,0,0
2.1,1576139964301,0,0,0
2.1,1576139964749,0,0,0
2.1,1576139965199,0,0,0
2.1,1576139965650,0,0,0
2.1,1576139966101,0,0,0
2.1,1576139966549,0,0,0
2.1,1576139966999,0,0,0
2.1,1576139967449,0,0,0
2.1,1576139967904,0,0,0
2.1,1576139968354,0,0,0
2.1,1576139968799,0,0,0
2.1,1576139969249,0,0,0
2.1,1576139969700,0,0,0
2.1,1576139970154,0,0,0
2.1,1576139970599,0,0,0
2.1,1576139971054,0,0,0
2.1,1576139971500,0,0,0
2.1,1576139971954,0,0,0
2.1,1576139972404,0,0,0
2.1,1576139972849,0,0,0
2.1,1576139973300,0,0,0
2.1,1576139973754,0,0,0
2.1,1576139974199,0,0,0
2.1,1576139974649,0,0,0
2.1,1576139975100,0,0,0
2.1,1576139975549,0,0,0
2.1,1576139975999,0,0,0
2.1,1576139976450,0,0,0
2.1,1576139976900,0,0,0
2.1,1576139977349,0,0,0
2.1,1576139977799,0,0,0
2.1,1576139978250,0,0,0
2.1,1576139978700,0,0,0
2.1,1576139979149,0,0,0
2.1,1576139979599,0,0,0
2.1,1576139980050,0,0,0
2.1,1576139980504,0,0,0
2.1,1576139980949,0,0,0
2.1,1576139981399,0,0,0
2.1,1576139981849,0,0,0
2.1,1576139982300,0,0,0
2.1,1576139982748,0,0,0
2.1,1576139983199,0,0,0
2.1,1576139983649,0,0,0
2.1,1576139984100,0,0,0
2.1,1576139984553,0,0,0
2.1,1576139984998,0,0,0
2.1,1576139985448,0,0,0
2.1,1576139985899,0,0,0
2.1,1576139986349,0,0,0
2.1,1576139986798,0,0,0
2.1,1576139987248,0,0,0
2.1,1576139987699,0,0,0
2.1,1576139988154,0,0,0
2.1,1576139988603,0,0,0
2.1,1576139989049,0,0,0
2.1,1576139989499,0,0,0
2.1,1576139989949,0,0,0
2.1,1576139990398,0,0,0
2.1,1576139990849,0,0,0
2.1,1576139991299,0,0,0
2.1,1576139991749,0,0,0
2.1,1576139992198,0,0,0
2.1,1576139992649,0,0,0
2.1,1576139993099,0,0,0
2.1,1576139993553,0,0,0
2.1,1576139993998,0,0,0
2.1,1576139994449,0,0,0
