brake_data,Timestamp,Action,Bump,Traffic congestion
0.0,1576139951362,0,0,0
0.0,1576139951812,0,0,0
0.0,1576139952262,0,0,0
0.0,1576139952712,0,0,0
0.0,1576139953162,0,0,0
0.0,1576139953612,0,0,0
0.0,1576139954062,0,0,0
0.0,1576139954512,0,0,0
0.0,1576139954962,0,0,0
0.0,1576139955412,0,0,0
0.0,1576139955882,0,0,0
0.0,1576139956332,0,0,0
0.0,1576139956784,0,0,0
0.0,1576139957232,0,0,0
0.0,1576139957682,0,0,0
0.0,1576139958132,0,0,0
0.0,1576139958582,0,0,0
0.0,1576139959032,0,0,0
0.0,1576139959482,0,0,0
0.0,1576139959932,0,0,0
0.0,1576139960382,0,0,0
0.0,1576139960832,0,0,0
0.0,1576139961282,0,0,0
0.0,1576139961732,0,0,0
0.0,1576139962182,0,0,0
0.0,1576139962632,0,0,0
0.0,1576139963082,0,0,0
0.0,1576139963532,0,0,0
0.0,1576139963982,0,0,0
0.0,1576139964432,0,0,0
0.0,1576139964882,0,0,0
0.0,1576139965332,0,0,0
0.0,1576139965782,0,0,0
0.0,1576139966232,0,0,0
0.0,1576139966682,0,0,0
0.0,1576139967132,0,0,0
0.0,1576139967582,0,0,0
0.0,1576139968032,0,0,0
0.0,1576139968482,0,0,0
0.0,1576139968932,0,0,0
0.0,1576139969382,0,0,0
0.0,1576139969832,0,0,0
0.0,1576139970282,0,0,0
0.0,1576139970732,0,0,0
0.0,1576139971182,0,0,0
0.0,1576139971632,0,0,0
0.0,1576139972082,0,0,0
0.0,1576139972532,0,0,0
0.0,1576139972982,0,0,0
0.0,1576139973432,0,0,0
0.0,1576139973882,0,0,0
0.0,1576139974332,0,0,0
0.0,1576139974782,0,0,0
0.0,1576139975232,0,0,0
0.0,1576139975682,0,0,0
0.0,1576139976132,0,0,0
0.0,1576139976582,0,0,0
0.0,1576139977032,0,0,0
0.0,1576139977482,0,0,0
0.0,1576139977932,0,0,0
0.0,1576139978382,0,0,0
0.0,1576139978832,0,0,0
0.0,1576139979282,0,0,0
0.0,1576139979732,0,0,0
0.0,1576139980182,0,0,0
0.0,1576139980633,0,0,0
