accPre_data,Timestamp,Action,Bump,Traffic congestion
0.0,1576139951624,0,0,0
0.0,1576139952076,0,0,0
0.0,1576139952524,0,0,0
0.0,1576139952974,0,0,0
0.0,1576139953423,0,0,0
0.0,1576139953875,0,0,0
0.0,1576139954326,0,0,0
0.0,1576139954773,0,0,0
0.0,1576139955223,0,0,0
0.0,1576139955673,0,0,0
0.0,1576139956143,0,0,0
0.0,1576139956594,0,0,0
0.0,1576139957043,0,0,0
0.0,1576139957493,0,0,0
0.0,1576139957945,0,0,0
0.0,1576139958393,0,0,0
0.0,1576139958843,0,0,0
0.0,1576139959293,0,0,0
0.0,1576139959743,0,0,0
0.0,1576139960193,0,0,0
0.0,1576139960643,0,0,0
0.0,1576139961093,0,0,0
0.0,1576139961543,0,0,0
0.0,1576139961993,0,0,0
0.0,1576139962443,0,0,0
0.0,1576139962893,0,0,0
0.0,1576139963345,0,0,0
0.0,1576139963793,0,0,0
0.0,1576139964243,0,0,0
0.0,1576139964693,0,0,0
0.0,1576139965145,0,0,0
0.0,1576139965592,0,0,0
0.0,1576139966045,0,0,0
0.0,1576139966494,0,0,0
0.0,1576139966944,0,0,0
0.0,1576139967394,0,0,0
0.0,1576139967846,0,0,0
0.0,1576139968296,0,0,0
0.0,1576139968744,0,0,0
0.0,1576139969194,0,0,0
0.0,1576139969644,0,0,0
0.0,1576139970096,0,0,0
0.0,1576139970544,0,0,0
0.0,1576139970996,0,0,0
0.0,1576139971444,0,0,0
0.0,1576139971896,0,0,0
0.0,1576139972346,0,0,0
0.0,1576139972794,0,0,0
0.0,1576139973244,0,0,0
0.0,1576139973696,0,0,0
0.0,1576139974144,0,0,0
0.0,1576139974594,0,0,0
0.0,1576139975044,0,0,0
0.0,1576139975492,0,0,0
0.0,1576139975944,0,0,0
0.0,1576139976393,0,0,0
0.0,1576139976844,0,0,0
0.0,1576139977293,0,0,0
0.0,1576139977744,0,0,0
0.0,1576139978193,0,0,0
0.0,1576139978644,0,0,0
0.0,1576139979093,0,0,0
0.0,1576139979545,0,0,0
0.0,1576139979993,0,0,0
0.0,1576139980444,0,0,0
0.0,1576139980893,0,0,0
0.0,1576139981343,0,0,0
0.0,1576139981795,0,0,0
0.0,1576139982244,0,0,0
0.0,1576139982695,0,0,0
0.0,1576139983145,0,0,0
0.0,1576139983595,0,0,0
0.0,1576139984045,0,0,0
0.0,1576139984497,0,0,0
0.0,1576139984943,0,0,0
0.0,1576139985395,0,0,0
0.0,1576139985845,0,0,0
0.0,1576139986295,0,0,0
0.0,1576139986745,0,0,0
0.0,1576139987195,0,0,0
0.0,1576139987645,0,0,0
0.0,1576139988094,0,0,0
0.0,1576139988546,0,0,0
0.0,1576139988994,0,0,0
0.0,1576139989444,0,0,0
0.0,1576139989894,0,0,0
0.0,1576139990344,0,0,0
0.0,1576139990794,0,0,0
0.0,1576139991244,0,0,0
0.0,1576139991694,0,0,0
0.0,1576139992144,0,0,0
0.0,1576139992594,0,0,0
0.0,1576139993044,0,0,0
0.0,1576139993496,0,0,0
0.0,1576139993944,0,0,0
0.0,1576139994394,0,0,0
0.0,1576139994844,0,0,0
0.0,1576139995294,0,0,0
0.0,1576139995744,0,0,0
0.0,1576139996194,0,0,0
0.0,1576139996644,0,0,0
0.0,1576139997094,0,0,0
0.0,1576139997544,0,0,0
0.0,1576139997994,0,0,0
0.0,1576139998444,0,0,0
0.0,1576139998896,0,0,0
0.0,1576139999344,0,0,0
0.0,1576139999795,0,0,0
0.0,1576140000243,0,0,0
0.0,1576140000693,0,0,0
0.0,1576140001143,0,0,0
0.0,1576140001593,0,0,0
0.0,1576140002043,0,0,0
0.0,1576140002495,0,0,0
0.0,1576140002943,0,0,0
0.0,1576140003393,0,0,0
0.0,1576140003845,0,0,0
0.0,1576140004293,0,0,0
0.0,1576140004745,0,0,0
0.0,1576140005193,0,0,0
0.0,1576140005645,0,0,0
0.0,1576140006095,0,0,0
0.0,1576140006547,0,0,0
0.0,1576140006995,0,0,0
0.0,1576140007445,0,0,0
0.0,1576140007897,0,0,0
0.0,1576140008345,0,0,0
0.0,1576140008797,0,0,0
0.0,1576140009247,0,0,0
0.0,1576140009695,0,0,0
0.0,1576140010145,0,0,0
9.2,1576140010595,0,0,0
14.0,1576140011047,0,0,0
13.6,1576140011494,4,0,0
13.6,1576140011944,4,0,0
13.8,1576140012394,4,0,0
13.8,1576140012844,4,0,0
13.8,1576140013294,4,0,0
13.8,1576140013744,4,0,0
14.0,1576140014194,4,0,0
14.2,1576140014644,4,0,0
14.2,1576140015094,4,0,0
14.4,1576140015544,4,0,0
16.0,1576140015994,4,0,0
19.0,1576140016444,4,0,0
20.2,1576140016894,4,0,0
20.4,1576140017344,4,0,0
19.8,1576140017796,4,0,0
19.4,1576140018244,4,0,0
19.0,1576140018694,4,0,0
19.0,1576140019144,4,0,0
19.0,1576140019594,4,0,0
19.0,1576140020044,4,0,0
19.0,1576140020496,4,0,0
19.0,1576140020944,4,0,0
19.0,1576140021394,1,0,0
19.2,1576140021844,1,0,0
19.4,1576140022294,1,0,0
19.6,1576140022746,1,0,0
19.6,1576140023193,1,0,0
19.6,1576140023645,1,0,0
19.8,1576140024093,1,0,0
19.8,1576140024543,1,0,0
19.8,1576140024993,1,0,0
19.8,1576140025445,1,0,0
19.8,1576140025893,1,0,0
19.8,1576140026345,1,0,0
19.8,1576140026795,1,0,0
19.8,1576140027245,1,0,0
20.0,1576140027695,1,0,0
20.0,1576140028145,1,0,0
20.0,1576140028595,1,0,0
20.0,1576140029045,1,0,0
20.0,1576140029495,1,0,0
20.0,1576140029946,1,0,0
20.0,1576140030395,1,0,0
20.0,1576140030845,1,0,0
20.0,1576140031293,1,0,0
20.0,1576140031745,1,0,0
20.0,1576140032195,1,0,0
19.8,1576140032655,1,0,0
19.6,1576140033105,1,0,0
19.6,1576140033555,1,0,0
19.6,1576140034003,1,0,0
19.4,1576140034445,1,0,0
19.4,1576140034895,1,0,0
19.0,1576140035344,1,0,0
0.0,1576140035795,1,0,0
0.6,1576140036244,1,0,0
8.4,1576140036694,1,0,0
10.8,1576140037144,1,0,0
11.2,1576140037594,1,0,0
