accVertical_data,Timestamp,Action,Bump,Traffic congestion
0.316,1576140006843,0,0,0
0.314,1576140007293,0,0,0
0.324,1576140007743,0,0,0
0.326,1576140008193,0,0,0
0.326,1576140008643,0,0,0
0.318,1576140009093,0,0,0
0.318,1576140009543,0,0,0
0.37,1576140009993,0,0,0
0.716,1576140010443,0,0,0
0.926,1576140010893,0,0,0
1.732,1576140011343,4,0,0
2.94,1576140011793,4,0,0
3.056,1576140012243,4,0,0
2.5020000000000002,1576140012693,4,0,0
2.0020000000000002,1576140013143,4,0,0
1.796,1576140013593,4,0,0
1.744,1576140014043,4,0,0
1.776,1576140014493,4,0,0
1.6320000000000001,1576140014943,4,0,0
1.696,1576140015393,4,0,0
1.558,1576140015843,4,0,0
1.3800000000000001,1576140016293,4,0,0
1.3880000000000001,1576140016743,4,0,0
1.73,1576140017193,4,0,0
2.216,1576140017643,4,0,0
2.456,1576140018093,4,0,0
2.488,1576140018543,4,0,0
2.37,1576140018993,4,0,0
2.246,1576140019443,4,0,0
1.95,1576140019893,4,0,0
1.9000000000000001,1576140020343,4,0,0
1.788,1576140020793,4,0,0
1.69,1576140021243,4,0,0
1.596,1576140021693,1,0,0
1.574,1576140022143,1,0,0
1.598,1576140022593,1,0,0
1.6,1576140023043,1,0,0
1.616,1576140023493,1,0,0
1.534,1576140023943,1,0,0
1.514,1576140024393,1,0,0
1.566,1576140024843,1,0,0
1.61,1576140025293,1,0,0
1.6280000000000001,1576140025743,1,0,0
1.6460000000000001,1576140026193,1,0,0
1.6300000000000001,1576140026643,1,0,0
1.3960000000000001,1576140027093,1,0,0
1.246,1576140027543,1,0,0
1.214,1576140027993,1,0,0
1.26,1576140028443,1,0,0
1.254,1576140028893,1,0,0
1.222,1576140029343,1,0,0
1.184,1576140029793,1,0,0
1.198,1576140030243,1,0,0
1.222,1576140030693,1,0,0
1.252,1576140031143,1,0,0
1.262,1576140031593,1,0,0
1.248,1576140032043,1,0,0
1.246,1576140032503,1,0,0
1.242,1576140032953,1,0,0
1.186,1576140033403,1,0,0
1.166,1576140033853,1,0,0
1.118,1576140034293,1,0,0
1.1400000000000001,1576140034743,1,0,0
1.088,1576140035193,1,0,0
0.9480000000000001,1576140035643,1,0,0
0.616,1576140036093,1,0,0
0.178,1576140036543,1,0,0
-0.11,1576140036993,1,0,0
-0.092,1576140037443,1,0,0
0.018000000000000002,1576140037893,1,0,0
0.096,1576140038343,1,0,0
0.14200000000000002,1576140038793,1,0,0
0.168,1576140039243,1,0,0
0.184,1576140039693,1,0,0
0.196,1576140040143,1,0,0
0.20400000000000001,1576140040593,1,0,0
0.20600000000000002,1576140041043,1,0,0
0.224,1576140041493,1,0,0
0.226,1576140041943,1,0,0
0.226,1576140042393,1,0,0
0.212,1576140042843,1,0,0
0.20800000000000002,1576140043293,1,0,0
0.214,1576140043743,1,0,0
0.226,1576140044193,1,0,0
0.226,1576140044633,1,0,0
0.218,1576140045083,1,0,0
0.228,1576140045543,1,0,0
0.23,1576140045993,4,0,0
0.17,1576140046443,4,0,0
-0.026000000000000002,1576140046893,4,0,0
-0.28,1576140047343,4,0,0
-0.46,1576140047793,4,0,0
-0.47000000000000003,1576140048243,4,0,0
-0.28,1576140048693,4,0,0
-0.13,1576140049143,4,0,0
-0.05,1576140049593,4,0,0
-0.006,1576140050043,4,0,0
-0.028,1576140050493,4,0,0
0.026000000000000002,1576140050943,4,0,0
-0.046,1576140051393,4,0,0
-0.242,1576140051843,4,0,0
-0.518,1576140052293,4,0,0
-0.9420000000000001,1576140052743,4,0,0
-1.244,1576140053193,4,0,0
-1.3,1576140053643,4,0,0
-1.1340000000000001,1576140054093,4,0,0
-1.052,1576140054543,4,0,0
-0.9540000000000001,1576140054993,4,0,0
-0.74,1576140055443,4,0,0
-0.8260000000000001,1576140055893,1,0,0
-1.094,1576140056353,1,0,0
-0.964,1576140056803,1,0,0
-0.744,1576140057253,1,0,0
-0.6880000000000001,1576140057703,1,0,0
-0.856,1576140058153,1,0,0
-1.1300000000000001,1576140058603,1,0,0
-1.3940000000000001,1576140059053,1,0,0
-1.338,1576140059503,1,0,0
-1.332,1576140059953,1,0,0
-1.554,1576140060403,1,0,0
-1.792,1576140060853,1,0,0
-1.9060000000000001,1576140061303,1,0,0
-2.2600000000000002,1576140061753,1,0,0
-2.82,1576140062203,1,0,0
-2.5420000000000003,1576140062653,1,0,0
-1.9060000000000001,1576140063103,1,0,0
-1.9180000000000001,1576140063553,1,0,0
-2.08,1576140064004,1,0,0
-2.242,1576140064454,1,0,0
-2.044,1576140064903,1,0,0
-1.4020000000000001,1576140065353,1,0,0
-0.782,1576140065803,1,0,0
-0.28200000000000003,1576140066253,1,0,0
0.124,1576140066703,1,0,0
0.31,1576140067154,1,0,0
0.26,1576140067604,1,0,0
0.178,1576140068053,1,0,0
0.25,1576140068504,1,0,0
0.53,1576140068953,1,0,0
0.77,1576140069404,1,0,0
0.784,1576140069854,1,0,0
0.62,1576140070304,1,0,0
0.46,1576140070754,1,0,0
0.356,1576140071204,1,0,0
0.28200000000000003,1576140071654,1,0,0
0.26,1576140072104,1,0,0
0.28,1576140072554,1,0,0
0.28400000000000003,1576140073004,1,0,0
0.188,1576140073454,1,0,0
0.018000000000000002,1576140073904,1,0,0
-0.136,1576140074354,1,0,0
-0.20400000000000001,1576140074804,1,0,0
0.082,1576140075254,1,0,0
0.28800000000000003,1576140075704,1,0,0
0.37,1576140076154,1,0,0
0.684,1576140076604,0,0,0
0.848,1576140077054,0,0,0
0.804,1576140077504,0,0,0
0.898,1576140077954,0,0,0
1.024,1576140078404,1,0,0
1.316,1576140078854,1,0,0
1.802,1576140079304,1,0,0
1.85,1576140079754,1,0,0
1.682,1576140080204,1,0,0
1.802,1576140080654,1,0,0
2.072,1576140081104,1,0,0
2.346,1576140081554,1,0,0
2.896,1576140082004,1,0,0
3.366,1576140082454,1,0,0
3.0380000000000003,1576140082904,1,0,0
3.152,1576140083354,1,0,0
3.016,1576140083804,1,0,0
2.658,1576140084254,1,0,0
2.384,1576140084704,1,0,0
2.286,1576140085154,1,0,0
2.228,1576140085604,1,0,0
1.862,1576140086054,1,0,0
1.758,1576140086504,1,0,0
1.698,1576140086954,1,0,0
1.6320000000000001,1576140087404,1,0,0
1.562,1576140087854,1,0,0
1.216,1576140088304,1,0,0
0.884,1576140088754,1,0,0
0.852,1576140089204,1,0,0
1.008,1576140089654,1,0,0
1.192,1576140090104,1,0,0
1.24,1576140090554,1,0,0
1.274,1576140091004,1,0,0
1.348,1576140091454,1,0,0
1.416,1576140091904,1,0,0
1.558,1576140092354,1,0,0
1.704,1576140092804,1,0,0
1.804,1576140093254,1,0,0
1.8880000000000001,1576140093704,1,0,0
1.538,1576140094154,1,0,0
0.756,1576140094604,1,0,0
0.17400000000000002,1576140095055,1,0,0
0.14200000000000002,1576140095504,1,0,0
0.382,1576140095954,1,0,0
0.538,1576140096404,1,0,0
0.668,1576140096854,1,0,0
0.96,1576140097304,1,0,0
1.156,1576140097754,1,0,0
1.256,1576140098204,1,0,0
1.222,1576140098654,1,0,0
1.074,1576140099104,1,0,0
0.98,1576140099554,1,0,0
0.994,1576140100004,1,0,0
1.102,1576140100454,1,0,0
1.3880000000000001,1576140100904,1,0,0
1.53,1576140101354,1,0,0
1.432,1576140101804,1,0,0
1.34,1576140102254,1,0,0
1.324,1576140102704,1,0,0
1.324,1576140103154,1,0,0
1.326,1576140103604,1,0,0
1.352,1576140104055,1,0,0
1.336,1576140104504,1,0,0
1.362,1576140104954,1,0,0
1.232,1576140105404,1,0,0
0.834,1576140105854,1,0,0
0.8240000000000001,1576140106304,1,0,0
0.896,1576140106754,1,0,0
0.5640000000000001,1576140107205,1,0,0
0.452,1576140107654,1,0,0
0.522,1576140108104,1,0,0
0.614,1576140108554,1,0,0
0.632,1576140109004,1,0,0
0.648,1576140109454,1,0,0
0.666,1576140109904,1,0,0
0.668,1576140110354,1,0,0
0.676,1576140110804,1,0,0
0.676,1576140111254,1,0,0
0.676,1576140111704,1,0,0
0.672,1576140112154,1,0,0
0.664,1576140112604,1,0,0
0.56,1576140113054,1,0,0
0.466,1576140113504,1,0,0
0.304,1576140113954,1,0,0
0.278,1576140114405,1,0,0
0.21,1576140114854,1,0,0
0.15,1576140115294,1,0,0
0.434,1576140115744,1,0,0
0.8200000000000001,1576140116194,1,0,0
0.668,1576140116644,1,0,0
0.47800000000000004,1576140117094,1,0,0
0.538,1576140117544,1,0,0
0.5720000000000001,1576140117994,1,0,0
0.5680000000000001,1576140118445,1,0,0
0.6,1576140118894,1,0,0
0.672,1576140119344,1,0,0
0.712,1576140119795,1,0,0
0.71,1576140120245,1,0,0
0.722,1576140120694,1,0,0
0.732,1576140121145,1,0,0
0.736,1576140121595,1,0,0
0.728,1576140122045,1,0,0
0.63,1576140122494,1,0,0
0.352,1576140122945,1,0,0
0.20400000000000001,1576140123394,1,0,0
0.248,1576140123845,1,0,0
0.32,1576140124295,1,0,0
0.358,1576140124745,1,0,0
0.378,1576140125195,1,0,0
0.372,1576140125645,1,0,0
0.366,1576140126095,1,0,0
0.362,1576140126545,1,0,0
0.192,1576140126995,1,0,0
0.092,1576140127445,1,0,0
0.114,1576140127895,1,0,0
0.152,1576140128345,1,0,0
0.108,1576140128795,1,0,0
-0.056,1576140129245,1,0,0
0.036000000000000004,1576140129695,1,0,0
0.20400000000000001,1576140130145,1,0,0
0.27,1576140130595,1,0,0
0.134,1576140131045,1,0,0
-0.17400000000000002,1576140131495,1,0,0
-0.41400000000000003,1576140131945,1,0,0
-0.538,1576140132395,1,0,0
-0.604,1576140132845,1,0,0
-0.614,1576140133295,1,0,0
-0.624,1576140133745,1,0,0
-0.612,1576140134195,1,0,0
-0.592,1576140134645,1,0,0
-0.5760000000000001,1576140135095,1,0,0
-0.5680000000000001,1576140135545,1,0,0
-0.582,1576140135995,1,0,0
-0.578,1576140136445,1,0,0
-0.604,1576140136895,1,0,0
-0.9420000000000001,1576140137345,1,0,0
-0.896,1576140137795,1,0,0
-0.728,1576140138245,1,0,0
-0.656,1576140138695,1,0,0
-0.626,1576140139145,1,0,0
-0.606,1576140139595,1,0,0
-0.594,1576140140045,1,0,0
-0.5640000000000001,1576140140495,1,0,0
-0.546,1576140140945,1,0,0
-0.328,1576140141395,1,0,0
-0.14200000000000002,1576140141844,1,0,0
-0.026000000000000002,1576140142295,1,0,0
0.028,1576140142745,1,0,0
0.08600000000000001,1576140143195,1,0,0
0.07200000000000001,1576140143644,1,0,0
-0.088,1576140144095,1,0,0
-0.68,1576140144545,1,0,0
-1.198,1576140144994,1,0,0
-0.98,1576140145444,1,0,0
-0.704,1576140145894,1,0,0
-0.732,1576140146345,1,0,0
-0.998,1576140146794,1,0,0
-0.81,1576140147244,1,0,0
-0.792,1576140147695,1,0,0
-1.208,1576140148145,1,0,0
-1.3980000000000001,1576140148595,1,0,0
-1.1280000000000001,1576140149045,1,0,0
-1.038,1576140149495,1,0,0
-0.8260000000000001,1576140149945,1,0,0
-0.706,1576140150395,1,0,0
-0.964,1576140150845,1,0,0
-1.368,1576140151305,1,0,0
-1.364,1576140151755,1,0,0
-1.26,1576140152205,1,0,0
-1.23,1576140152655,1,0,0
-0.96,1576140153105,1,0,0
-0.726,1576140153555,1,0,0
-0.774,1576140154005,1,0,0
-1.002,1576140154455,1,0,0
-0.924,1576140154905,1,0,0
-0.8140000000000001,1576140155355,1,0,0
-0.914,1576140155805,1,0,0
-1.354,1576140156255,1,0,0
-1.604,1576140156705,1,0,0
-2.146,1576140157155,1,0,0
-3.214,1576140157605,1,0,0
-5.256,1576140158055,1,0,0
-7.414000000000001,1576140158505,1,0,0
-6.478,1576140158955,1,0,0
-4.782,1576140159405,1,0,0
-3.254,1576140159855,1,0,0
-1.668,1576140160305,1,0,0
-0.088,1576140160755,1,0,0
0.506,1576140161205,1,0,0
0.23800000000000002,1576140161655,1,0,0
-0.32,1576140162105,1,0,0
-0.704,1576140162555,1,0,0
-0.428,1576140163005,1,0,0
-0.196,1576140163455,1,0,0
-0.08600000000000001,1576140163905,1,0,0
-0.036000000000000004,1576140164355,1,0,0
-0.016,1576140164805,0,0,0
-0.006,1576140165255,0,0,0
-0.002,1576140165705,0,0,0
-0.002,1576140166155,0,0,0
0.056,1576140166605,0,0,0
0.604,1576140167055,0,0,0
0.674,1576140167505,0,0,0
0.10200000000000001,1576140167955,1,0,0
-0.23800000000000002,1576140168405,1,0,0
-0.026000000000000002,1576140168855,1,0,0
0.496,1576140169305,1,0,0
0.798,1576140169755,1,0,0
0.728,1576140170205,1,0,0
0.5700000000000001,1576140170655,1,0,0
0.46,1576140171105,1,0,0
0.466,1576140171565,1,0,0
0.528,1576140172015,1,0,0
0.966,1576140172465,1,0,0
1.516,1576140172915,1,0,0
1.606,1576140173365,1,0,0
1.562,1576140173815,1,0,0
1.8820000000000001,1576140174265,1,0,0
2.232,1576140174715,1,0,0
2.072,1576140175165,1,0,0
1.734,1576140175615,1,0,0
1.094,1576140176065,1,0,0
0.622,1576140176515,1,0,0
0.494,1576140176965,1,0,0
0.552,1576140177415,1,0,0
0.744,1576140177865,1,0,0
0.86,1576140178315,1,0,0
0.9460000000000001,1576140178765,1,0,0
0.972,1576140179215,1,0,0
1.024,1576140179665,1,0,0
1.048,1576140180115,1,0,0
1.076,1576140180565,1,0,0
1.078,1576140181015,1,0,0
1.07,1576140181465,1,0,0
1.062,1576140181915,1,0,0
0.93,1576140182365,1,0,0
0.97,1576140182815,1,0,0
0.982,1576140183265,1,0,0
0.934,1576140183715,1,0,0
0.932,1576140184165,1,0,0
0.9400000000000001,1576140184615,1,0,0
0.876,1576140185066,1,0,0
0.812,1576140185515,1,0,0
0.8160000000000001,1576140185965,1,0,0
0.876,1576140186415,1,0,0
0.9400000000000001,1576140186865,1,0,0
0.98,1576140187315,1,0,0
1.004,1576140187765,1,0,0
1.024,1576140188215,1,0,0
1.042,1576140188665,1,0,0
1.116,1576140189115,1,0,0
1.098,1576140189565,1,0,0
0.894,1576140190015,1,0,0
0.8260000000000001,1576140190465,1,0,0
0.852,1576140190916,1,0,0
0.786,1576140191365,1,0,0
0.716,1576140191816,1,0,0
0.6940000000000001,1576140192266,1,0,0
0.716,1576140192715,1,0,0
0.7020000000000001,1576140193166,1,0,0
0.634,1576140193616,1,0,0
0.364,1576140194065,1,0,0
0.162,1576140194516,1,0,0
0.10400000000000001,1576140194967,1,0,0
0.11800000000000001,1576140195416,1,0,0
0.08600000000000001,1576140195866,1,0,0
0.022,1576140196316,1,0,0
0.042,1576140196766,1,0,0
-0.022,1576140197216,1,0,0
0.01,1576140197666,1,0,0
0.16,1576140198115,1,0,0
0.24,1576140198566,1,0,0
0.088,1576140199015,1,0,0
0.02,1576140199465,1,0,0
0.05,1576140199915,1,0,0
-0.082,1576140200366,1,0,0
-0.308,1576140200815,1,0,0
-0.47600000000000003,1576140201266,1,0,0
-0.5660000000000001,1576140201716,1,0,0
-0.594,1576140202166,1,0,0
-0.512,1576140202616,1,0,0
-0.324,1576140203066,1,0,0
-0.192,1576140203516,1,0,0
-0.278,1576140203966,1,0,0
-0.28800000000000003,1576140204416,1,0,0
-0.152,1576140204866,1,0,0
-0.014,1576140205316,1,0,0
0.10200000000000001,1576140205766,1,0,0
0.188,1576140206216,1,0,0
0.194,1576140206666,1,0,0
0.08600000000000001,1576140207116,1,0,0
0.07200000000000001,1576140207566,1,0,0
0.196,1576140208016,1,0,0
0.26,1576140208466,1,0,0
0.23,1576140208916,1,0,0
0.202,1576140209366,1,0,0
0.196,1576140209816,1,0,0
0.182,1576140210266,1,0,0
0.054,1576140210716,1,0,0
-0.182,1576140211166,1,0,0
-0.422,1576140211616,1,0,0
-0.54,1576140212066,1,0,0
-0.586,1576140212516,1,0,0
-0.616,1576140212966,1,0,0
-0.622,1576140213416,1,0,0
-0.614,1576140213866,1,0,0
-0.598,1576140214316,1,0,0
-0.606,1576140214766,1,0,0
-0.612,1576140215216,1,0,0
-0.622,1576140215666,1,0,0
-0.624,1576140216116,1,0,0
-0.624,1576140216566,1,0,0
-0.612,1576140217016,1,0,0
-0.602,1576140217466,1,0,0
-0.6,1576140217916,1,0,0
-0.602,1576140218366,1,0,0
-0.6,1576140218816,1,0,0
-0.594,1576140219266,1,0,0
-0.588,1576140219716,1,0,0
-0.588,1576140220166,1,0,0
-0.598,1576140220616,1,0,0
-0.438,1576140221066,1,0,0
-0.224,1576140221516,1,0,0
-0.122,1576140221966,1,0,0
-0.108,1576140222416,1,0,0
-0.12,1576140222866,1,0,0
-0.12,1576140223316,1,0,0
-0.134,1576140223766,1,0,0
-0.136,1576140224216,1,0,0
-0.134,1576140224666,1,0,0
-0.154,1576140225116,1,0,0
-0.17400000000000002,1576140225566,1,0,0
-0.212,1576140226016,1,0,0
-0.23600000000000002,1576140226466,1,0,0
-0.262,1576140226916,1,0,0
-0.28600000000000003,1576140227366,1,0,0
-0.308,1576140227816,1,0,0
-0.28600000000000003,1576140228266,1,0,0
-0.178,1576140228716,1,0,0
-0.09,1576140229166,1,0,0
-0.022,1576140229616,1,0,0
0.01,1576140230066,1,0,0
-0.004,1576140230516,1,0,0
-0.176,1576140230966,1,0,0
-0.396,1576140231416,1,0,0
-0.316,1576140231866,1,0,0
-0.068,1576140232316,1,0,0
0.07200000000000001,1576140232766,1,0,0
0.044,1576140233216,1,0,0
-0.006,1576140233666,1,0,0
-0.038,1576140234116,1,0,0
-0.064,1576140234566,1,0,0
-0.07200000000000001,1576140235016,1,0,0
-0.08,1576140235466,1,0,0
-0.08600000000000001,1576140235916,1,0,0
-0.09,1576140236366,1,0,0
-0.076,1576140236816,1,0,0
-0.002,1576140237266,1,0,0
0.116,1576140237716,1,0,0
0.192,1576140238166,1,0,0
0.17,1576140238616,1,0,0
0.094,1576140239066,1,0,0
0.10200000000000001,1576140239516,1,0,0
0.124,1576140239966,1,0,0
0.122,1576140240416,1,0,0
0.14400000000000002,1576140240866,1,0,0
0.166,1576140241316,1,0,0
0.186,1576140241766,1,0,0
0.186,1576140242216,1,0,0
0.184,1576140242666,1,0,0
0.15,1576140243116,1,0,0
0.02,1576140243566,1,0,0
-0.228,1576140244016,1,0,0
-0.292,1576140244466,1,0,0
-0.23800000000000002,1576140244916,1,0,0
-0.214,1576140245366,1,0,0
-0.222,1576140245816,1,0,0
-0.22,1576140246266,1,0,0
-0.326,1576140246716,1,0,0
-0.336,1576140247166,1,0,0
-0.228,1576140247616,1,0,0
-0.252,1576140248066,1,0,0
-0.314,1576140248516,1,0,0
-0.43,1576140248966,1,0,0
-0.52,1576140249416,1,0,0
-0.5720000000000001,1576140249866,1,0,0
-0.586,1576140250316,1,0,0
-0.586,1576140250766,1,0,0
-0.59,1576140251216,1,0,0
-0.582,1576140251666,1,0,0
-0.518,1576140252116,1,0,0
-0.418,1576140252566,1,0,0
-0.342,1576140253016,1,0,0
-0.278,1576140253466,1,0,0
-0.322,1576140253916,1,0,0
-0.45,1576140254366,1,0,0
-0.532,1576140254816,1,0,0
-0.402,1576140255266,1,0,0
-0.252,1576140255716,1,0,0
-0.20600000000000002,1576140256166,1,0,0
-0.178,1576140256616,1,0,0
-0.11,1576140257066,1,0,0
-0.07,1576140257516,1,0,0
-0.07,1576140257966,1,0,0
-0.14400000000000002,1576140258416,1,0,0
-0.17200000000000001,1576140258866,1,0,0
-0.14400000000000002,1576140259316,1,0,0
-0.12,1576140259766,1,0,0
-0.11,1576140260216,1,0,0
-0.132,1576140260666,1,0,0
-0.252,1576140261116,1,0,0
-0.444,1576140261566,1,0,0
-0.526,1576140262016,1,0,0
-0.58,1576140262466,1,0,0
-0.584,1576140262916,1,0,0
-0.598,1576140263366,1,0,0
-0.47000000000000003,1576140263816,1,0,0
-0.292,1576140264266,1,0,0
-0.164,1576140264716,1,0,0
-0.074,1576140265166,1,0,0
-0.03,1576140265616,1,0,0
-0.014,1576140266066,1,0,0
-0.018000000000000002,1576140266516,1,0,0
-0.05,1576140266966,1,0,0
-0.09,1576140267416,1,0,0
-0.248,1576140267866,1,0,0
-0.392,1576140268316,1,0,0
-0.36,1576140268766,1,0,0
-0.262,1576140269216,1,0,0
-0.188,1576140269666,1,0,0
-0.17200000000000001,1576140270116,1,0,0
-0.17200000000000001,1576140270566,1,0,0
-0.192,1576140271016,1,0,0
-0.256,1576140271466,1,0,0
-0.318,1576140271916,1,0,0
-0.34600000000000003,1576140272366,1,0,0
-0.394,1576140272816,1,0,0
-0.394,1576140273266,1,0,0
-0.418,1576140273716,1,0,0
-0.516,1576140274166,1,0,0
-1.596,1576140274626,1,0,0
-2.68,1576140275086,1,0,0
-2.718,1576140275536,1,0,0
-2.708,1576140275986,1,0,0
-1.846,1576140276436,1,0,0
-1.174,1576140276886,1,0,0
-0.898,1576140277336,1,0,0
-1.042,1576140277776,1,0,0
-0.928,1576140278226,1,0,0
-0.768,1576140278676,1,0,0
-0.73,1576140279126,1,0,0
-0.722,1576140279576,1,0,0
-0.722,1576140280027,1,0,0
-0.718,1576140280476,1,0,0
-0.718,1576140280926,1,0,0
-0.748,1576140281376,1,0,0
-0.774,1576140281826,1,0,0
-0.736,1576140282276,1,0,0
-0.7020000000000001,1576140282726,1,0,0
-0.7020000000000001,1576140283176,1,0,0
-0.704,1576140283626,1,0,0
-0.704,1576140284076,1,0,0
-0.65,1576140284526,1,0,0
-0.53,1576140284976,1,0,0
-0.514,1576140285426,1,0,0
-0.588,1576140285876,1,0,0
-0.686,1576140286327,1,0,0
-0.922,1576140286777,1,0,0
-1.044,1576140287227,1,0,0
-1.094,1576140287678,1,0,0
-1.1440000000000001,1576140288127,1,0,0
-1.314,1576140288577,1,0,0
-1.516,1576140289027,1,0,0
-1.122,1576140289477,1,0,0
-0.882,1576140289926,1,0,0
-0.812,1576140290377,1,0,0
-0.784,1576140290826,1,0,0
-0.846,1576140291277,1,0,0
-0.966,1576140291727,1,0,0
-1.042,1576140292177,1,0,0
-1.062,1576140292626,1,0,0
-1.08,1576140293077,1,0,0
-1.114,1576140293527,1,0,0
-1.1340000000000001,1576140293977,1,0,0
-1.16,1576140294427,1,0,0
-1.214,1576140294877,1,0,0
-1.298,1576140295327,1,0,0
-1.278,1576140295777,1,0,0
-0.9480000000000001,1576140296227,1,0,0
-0.77,1576140296677,1,0,0
-0.756,1576140297127,1,0,0
-0.85,1576140297577,1,0,0
-0.922,1576140298027,1,0,0
-0.904,1576140298477,1,0,0
-0.8220000000000001,1576140298927,1,0,0
-0.742,1576140299377,1,0,0
-0.714,1576140299827,1,0,0
-0.726,1576140300277,1,0,0
-0.726,1576140300727,1,0,0
-0.736,1576140301177,1,0,0
-0.708,1576140301627,1,0,0
-0.7000000000000001,1576140302077,1,0,0
-0.6940000000000001,1576140302527,1,0,0
-0.718,1576140302977,1,0,0
-0.714,1576140303427,1,0,0
-0.7000000000000001,1576140303877,1,0,0
-0.712,1576140304327,1,0,0
-0.768,1576140304777,1,0,0
-0.776,1576140305227,1,0,0
-0.736,1576140305677,1,0,0
-0.742,1576140306127,1,0,0
-0.854,1576140306577,1,0,0
-1.1300000000000001,1576140307027,1,0,0
-1.034,1576140307477,1,0,0
-0.8160000000000001,1576140307927,2,0,0
-0.808,1576140308377,2,0,0
-1.074,1576140308827,2,0,0
-1.288,1576140309277,2,0,0
-1.1480000000000001,1576140309727,2,0,0
-1.1,1576140310177,2,0,0
-1.224,1576140310627,2,0,0
-1.758,1576140311077,2,0,0
-2.226,1576140311527,2,0,0
-2.5220000000000002,1576140311977,2,0,0
-2.664,1576140312427,2,0,0
-3.096,1576140312877,2,0,0
-2.622,1576140313327,4,0,0
-1.732,1576140313777,4,0,0
-1.792,1576140314227,4,0,0
-2.054,1576140314677,4,0,0
-1.718,1576140315127,4,0,0
-1.118,1576140315577,4,0,0
