accLateral_data,Timestamp,Action,Bump,Traffic congestion
0.0,1576139951432,0,0,0
0.0,1576139951882,0,0,0
0.0,1576139952332,0,0,0
0.0,1576139952782,0,0,0
0.0,1576139953232,0,0,0
0.0,1576139953682,0,0,0
0.0,1576139954132,0,0,0
0.0,1576139954582,0,0,0
0.0,1576139955032,0,0,0
0.0,1576139955482,0,0,0
0.0,1576139955952,0,0,0
0.0,1576139956402,0,0,0
0.0,1576139956852,0,0,0
0.0,1576139957302,0,0,0
0.0,1576139957752,0,0,0
0.0,1576139958202,0,0,0
0.0,1576139958653,0,0,0
0.0,1576139959102,0,0,0
0.0,1576139959552,0,0,0
0.0,1576139960002,0,0,0
0.0,1576139960452,0,0,0
0.0,1576139960902,0,0,0
0.0,1576139961352,0,0,0
0.0,1576139961802,0,0,0
0.0,1576139962252,0,0,0
0.0,1576139962702,0,0,0
0.0,1576139963152,0,0,0
0.0,1576139963602,0,0,0
0.0,1576139964052,0,0,0
0.0,1576139964502,0,0,0
0.0,1576139964952,0,0,0
0.0,1576139965402,0,0,0
0.0,1576139965852,0,0,0
0.0,1576139966302,0,0,0
0.0,1576139966752,0,0,0
0.0,1576139967202,0,0,0
0.0,1576139967652,0,0,0
0.0,1576139968102,0,0,0
0.0,1576139968552,0,0,0
0.0,1576139969002,0,0,0
0.0,1576139969452,0,0,0
0.0,1576139969902,0,0,0
0.0,1576139970352,0,0,0
0.0,1576139970802,0,0,0
0.0,1576139971252,0,0,0
0.0,1576139971702,0,0,0
0.0,1576139972152,0,0,0
0.0,1576139972602,0,0,0
0.0,1576139973052,0,0,0
0.0,1576139973502,0,0,0
0.0,1576139973952,0,0,0
0.0,1576139974402,0,0,0
0.0,1576139974852,0,0,0
0.0,1576139975302,0,0,0
0.0,1576139975752,0,0,0
0.0,1576139976202,0,0,0
0.0,1576139976652,0,0,0
0.0,1576139977102,0,0,0
0.0,1576139977553,0,0,0
0.0,1576139978003,0,0,0
0.0,1576139978453,0,0,0
0.0,1576139978902,0,0,0
0.0,1576139979352,0,0,0
0.0,1576139979802,0,0,0
0.0,1576139980252,0,0,0
0.0,1576139980702,0,0,0
0.0,1576139981153,0,0,0
0.0,1576139981603,0,0,0
0.0,1576139982053,0,0,0
0.0,1576139982503,0,0,0
0.0,1576139982953,0,0,0
0.0,1576139983403,0,0,0
0.0,1576139983853,0,0,0
0.0,1576139984303,0,0,0
0.0,1576139984753,0,0,0
0.0,1576139985203,0,0,0
0.0,1576139985653,0,0,0
0.0,1576139986103,0,0,0
0.0,1576139986553,0,0,0
0.0,1576139987003,0,0,0
0.0,1576139987453,0,0,0
0.0,1576139987903,0,0,0
0.0,1576139988353,0,0,0
0.0,1576139988803,0,0,0
0.0,1576139989253,0,0,0
0.0,1576139989703,0,0,0
0.0,1576139990153,0,0,0
0.0,1576139990603,0,0,0
0.0,1576139991053,0,0,0
0.0,1576139991503,0,0,0
0.0,1576139991953,0,0,0
0.0,1576139992403,0,0,0
0.0,1576139992853,0,0,0
0.0,1576139993304,0,0,0
0.0,1576139993753,0,0,0
0.0,1576139994203,0,0,0
0.0,1576139994653,0,0,0
0.0,1576139995103,0,0,0
0.0,1576139995553,0,0,0
0.0,1576139996003,0,0,0
0.0,1576139996453,0,0,0
0.0,1576139996903,0,0,0
0.0,1576139997353,0,0,0
0.0,1576139997803,0,0,0
0.0,1576139998253,0,0,0
0.0,1576139998703,0,0,0
0.0,1576139999153,0,0,0
0.0,1576139999603,0,0,0
0.0,1576140000053,0,0,0
0.0,1576140000504,0,0,0
0.0,1576140000953,0,0,0
0.0,1576140001403,0,0,0
0.0,1576140001853,0,0,0
0.0,1576140002303,0,0,0
0.0,1576140002753,0,0,0
0.0,1576140003203,0,0,0
0.0,1576140003653,0,0,0
0.0,1576140004103,0,0,0
