speed_data,Timestamp,Action,Bump,Traffic congestion
0,1576139951282,0,0,0
0,1576139951732,0,0,0
0,1576139952182,0,0,0
0,1576139952632,0,0,0
0,1576139953082,0,0,0
0,1576139953532,0,0,0
0,1576139953982,0,0,0
0,1576139954432,0,0,0
0,1576139954882,0,0,0
0,1576139955332,0,0,0
0,1576139955782,0,0,0
0,1576139956252,0,0,0
0,1576139956702,0,0,0
0,1576139957152,0,0,0
0,1576139957602,0,0,0
0,1576139958052,0,0,0
0,1576139958502,0,0,0
0,1576139958952,0,0,0
0,1576139959402,0,0,0
0,1576139959852,0,0,0
0,1576139960302,0,0,0
0,1576139960752,0,0,0
0,1576139961202,0,0,0
0,1576139961652,0,0,0
0,1576139962102,0,0,0
0,1576139962552,0,0,0
0,1576139963002,0,0,0
0,1576139963452,0,0,0
0,1576139963902,0,0,0
0,1576139964352,0,0,0
0,1576139964802,0,0,0
0,1576139965252,0,0,0
0,1576139965702,0,0,0
0,1576139966152,0,0,0
0,1576139966602,0,0,0
0,1576139967052,0,0,0
0,1576139967502,0,0,0
0,1576139967953,0,0,0
0,1576139968402,0,0,0
0,1576139968853,0,0,0
0,1576139969302,0,0,0
0,1576139969752,0,0,0
0,1576139970202,0,0,0
0,1576139970652,0,0,0
0,1576139971102,0,0,0
0,1576139971554,0,0,0
0,1576139972003,0,0,0
0,1576139972452,0,0,0
0,1576139972902,0,0,0
0,1576139973352,0,0,0
0,1576139973802,0,0,0
0,1576139974252,0,0,0
0,1576139974702,0,0,0
0,1576139975152,0,0,0
0,1576139975602,0,0,0
0,1576139976052,0,0,0
0,1576139976502,0,0,0
0,1576139976953,0,0,0
0,1576139977402,0,0,0
0,1576139977852,0,0,0
0,1576139978302,0,0,0
0,1576139978752,0,0,0
0,1576139979203,0,0,0
0,1576139979652,0,0,0
0,1576139980102,0,0,0
0,1576139980552,0,0,0
0,1576139981002,0,0,0
0,1576139981453,0,0,0
0,1576139981903,0,0,0
0,1576139982353,0,0,0
0,1576139982803,0,0,0
0,1576139983253,0,0,0
0,1576139983703,0,0,0
0,1576139984153,0,0,0
0,1576139984603,0,0,0
0,1576139985053,0,0,0
0,1576139985503,0,0,0
0,1576139985953,0,0,0
0,1576139986403,0,0,0
0,1576139986853,0,0,0
0,1576139987303,0,0,0
0,1576139987753,0,0,0
0,1576139988203,0,0,0
0,1576139988653,0,0,0
0,1576139989103,0,0,0
0,1576139989553,0,0,0
0,1576139990003,0,0,0
0,1576139990453,0,0,0
0,1576139990903,0,0,0
0,1576139991353,0,0,0
0,1576139991803,0,0,0
0,1576139992253,0,0,0
0,1576139992703,0,0,0
0,1576139993153,0,0,0
0,1576139993603,0,0,0
0,1576139994053,0,0,0
0,1576139994503,0,0,0
0,1576139994953,0,0,0
0,1576139995403,0,0,0
0,1576139995853,0,0,0
0,1576139996303,0,0,0
0,1576139996753,0,0,0
0,1576139997203,0,0,0
0,1576139997653,0,0,0
0,1576139998103,0,0,0
0,1576139998553,0,0,0
0,1576139999003,0,0,0
0,1576139999453,0,0,0
0,1576139999903,0,0,0
0,1576140000353,0,0,0
0,1576140000803,0,0,0
0,1576140001254,0,0,0
0,1576140001703,0,0,0
0,1576140002153,0,0,0
0,1576140002603,0,0,0
0,1576140003053,0,0,0
0,1576140003503,0,0,0
0,1576140003953,0,0,0
0,1576140004403,0,0,0
0,1576140004853,0,0,0
0,1576140005303,0,0,0
0,1576140005753,0,0,0
0,1576140006203,0,0,0
0,1576140006653,0,0,0
0,1576140007103,0,0,0
0,1576140007553,0,0,0
0,1576140008003,0,0,0
0,1576140008453,0,0,0
0,1576140008903,0,0,0
0,1576140009353,0,0,0
0,1576140009803,0,0,0
0,1576140010253,0,0,0
0,1576140010703,0,0,0
2,1576140011153,0,0,0
4,1576140011603,4,0,0
7,1576140012053,4,0,0
8,1576140012503,4,0,0
9,1576140012953,4,0,0
10,1576140013403,4,0,0
11,1576140013853,4,0,0
13,1576140014303,4,0,0
14,1576140014753,4,0,0
15,1576140015203,4,0,0
16,1576140015653,4,0,0
16,1576140016103,4,0,0
17,1576140016553,4,0,0
18,1576140017003,4,0,0
20,1576140017453,4,0,0
22,1576140017903,4,0,0
24,1576140018353,4,0,0
25,1576140018803,4,0,0
27,1576140019253,4,0,0
28,1576140019703,4,0,0
29,1576140020153,4,0,0
30,1576140020603,4,0,0
31,1576140021053,4,0,0
32,1576140021503,1,0,0
33,1576140021953,1,0,0
34,1576140022403,1,0,0
35,1576140022853,1,0,0
36,1576140023303,1,0,0
37,1576140023753,1,0,0
38,1576140024203,1,0,0
39,1576140024653,1,0,0
40,1576140025103,1,0,0
41,1576140025553,1,0,0
42,1576140026003,1,0,0
43,1576140026453,1,0,0
44,1576140026903,1,0,0
44,1576140027353,1,0,0
45,1576140027804,1,0,0
46,1576140028253,1,0,0
46,1576140028703,1,0,0
47,1576140029153,1,0,0
48,1576140029603,1,0,0
48,1576140030053,1,0,0
49,1576140030503,1,0,0
50,1576140030953,1,0,0
50,1576140031403,1,0,0
51,1576140031853,1,0,0
52,1576140032303,1,0,0
53,1576140032763,1,0,0
54,1576140033213,1,0,0
54,1576140033664,1,0,0
55,1576140034103,1,0,0
55,1576140034553,1,0,0
56,1576140035003,1,0,0
56,1576140035453,1,0,0
56,1576140035903,1,0,0
56,1576140036353,1,0,0
55,1576140036803,1,0,0
55,1576140037253,1,0,0
55,1576140037703,1,0,0
55,1576140038153,1,0,0
55,1576140038603,1,0,0
54,1576140039053,1,0,0
54,1576140039503,1,0,0
54,1576140039953,1,0,0
54,1576140040403,1,0,0
54,1576140040853,1,0,0
54,1576140041303,1,0,0
54,1576140041754,1,0,0
54,1576140042203,1,0,0
54,1576140042653,1,0,0
54,1576140043103,1,0,0
54,1576140043553,1,0,0
54,1576140044003,1,0,0
53,1576140044443,1,0,0
54,1576140044893,1,0,0
53,1576140045353,1,0,0
53,1576140045803,1,0,0
53,1576140046253,4,0,0
53,1576140046703,4,0,0
52,1576140047153,4,0,0
51,1576140047603,4,0,0
51,1576140048053,4,0,0
50,1576140048504,4,0,0
50,1576140048953,4,0,0
50,1576140049403,4,0,0
49,1576140049853,4,0,0
50,1576140050303,4,0,0
49,1576140050753,4,0,0
49,1576140051204,4,0,0
48,1576140051653,4,0,0
47,1576140052103,4,0,0
46,1576140052553,4,0,0
44,1576140053003,4,0,0
43,1576140053453,4,0,0
42,1576140053903,4,0,0
41,1576140054353,4,0,0
39,1576140054803,4,0,0
39,1576140055253,4,0,0
38,1576140055703,4,0,0
36,1576140056163,1,0,0
35,1576140056613,1,0,0
34,1576140057063,1,0,0
33,1576140057513,1,0,0
32,1576140057963,1,0,0
31,1576140058413,1,0,0
29,1576140058863,1,0,0
28,1576140059313,1,0,0
27,1576140059763,1,0,0
25,1576140060213,1,0,0
23,1576140060663,1,0,0
21,1576140061113,1,0,0
19,1576140061564,1,0,0
16,1576140062013,1,0,0
13,1576140062463,1,0,0
12,1576140062913,1,0,0
10,1576140063364,1,0,0
8,1576140063814,1,0,0
6,1576140064264,1,0,0
4,1576140064714,1,0,0
2,1576140065163,1,0,0
2,1576140065613,1,0,0
2,1576140066063,1,0,0
2,1576140066514,1,0,0
2,1576140066964,1,0,0
1,1576140067413,1,0,0
1,1576140067864,1,0,0
1,1576140068314,1,0,0
1,1576140068764,1,0,0
2,1576140069214,1,0,0
2,1576140069664,1,0,0
2,1576140070114,1,0,0
2,1576140070564,1,0,0
2,1576140071014,1,0,0
2,1576140071464,1,0,0
2,1576140071914,1,0,0
2,1576140072364,1,0,0
2,1576140072814,1,0,0
