DT_brakePressure,Timestamp,Action,Bump,Traffic congestion
3.27,1569399748830.0,0,0,0
3.27,1569399749291.0,0,0,0
3.27,1569399749750.0,0,0,0
3.27,1569399750211.0,0,0,0
3.27,1569399750682.0,0,0,0
3.27,1569399751143.0,0,0,0
3.27,1569399751601.0,0,0,0
3.27,1569399752060.0,0,0,0
3.27,1569399752521.0,0,0,0
3.27,1569399752981.0,0,0,0
3.27,1569399753441.0,0,0,0
3.27,1569399753901.0,0,0,0
3.27,1569399754361.0,0,0,0
3.27,1569399754819.0,0,0,0
3.27,1569399755280.0,0,0,0
3.27,1569399755741.0,0,0,0
3.27,1569399756201.0,0,0,0
3.27,1569399756662.0,0,0,0
3.27,1569399757121.0,0,0,0
3.27,1569399757581.0,0,0,0
3.27,1569399758041.0,0,0,0
3.24,1569399758500.0,10,0,0
1.6500000000000001,1569399758961.0,10,0,0
0.27,1569399759421.0,10,0,0
0.42,1569399759881.0,10,0,0
0.27,1569399760345.0,10,0,0
0.21,1569399760800.0,10,0,0
0.33,1569399761261.0,10,0,0
0.63,1569399761721.0,10,0,0
0.48,1569399762181.0,10,0,0
0.45,1569399762641.0,10,0,0
0.45,1569399763101.0,10,0,0
0.6900000000000001,1569399763561.0,10,0,0
0.63,1569399764021.0,10,0,0
0.48,1569399764482.0,10,0,0
0.45,1569399764931.0,10,0,0
0.54,1569399765391.0,10,0,0
0.66,1569399765860.0,10,0,0
0.45,1569399766320.0,10,0,0
0.5700000000000001,1569399766791.0,10,0,0
0.66,1569399767241.0,10,0,0
0.18,1569399767711.0,10,0,0
0.36,1569399768171.0,10,0,0
0.66,1569399768631.0,10,0,0
0.48,1569399769091.0,10,0,0
0.51,1569399769551.0,10,0,0
0.48,1569399770025.0,10,0,0
0.48,1569399770471.0,10,0,0
0.51,1569399770931.0,10,0,0
0.84,1569399771391.0,10,0,0
0.15,1569399771860.0,10,0,0
0.33,1569399772320.0,10,0,0
1.23,1569399772780.0,10,0,0
1.29,1569399773234.0,0,0,0
1.5,1569399773691.0,0,0,0
