DT_lateralAcc,Timestamp,Action,Bump,Traffic congestion
0.0,1569399748919.0,0,0,0
0.0,1569399749381.0,0,0,0
0.0,1569399749841.0,0,0,0
0.0,1569399750299.0,0,0,0
0.0,1569399750769.0,0,0,0
0.0,1569399751221.0,0,0,0
0.0,1569399751691.0,0,0,0
0.0,1569399752141.0,0,0,0
0.0,1569399752611.0,0,0,0
0.0,1569399753071.0,0,0,0
0.0,1569399753531.0,0,0,0
0.0,1569399753991.0,0,0,0
0.0,1569399754451.0,0,0,0
0.0,1569399754909.0,0,0,0
0.0,1569399755370.0,0,0,0
0.0,1569399755829.0,0,0,0
0.0,1569399756290.0,0,0,0
0.0,1569399756751.0,0,0,0
0.0,1569399757211.0,0,0,0
0.0,1569399757671.0,0,0,0
0.0,1569399758120.0,0,0,0
0.0,1569399758581.0,10,0,0
0.0,1569399759041.0,10,0,0
0.0,1569399759510.0,10,0,0
0.0,1569399759971.0,10,0,0
0.0,1569399760430.0,10,0,0
0.01,1569399760891.0,10,0,0
0.0,1569399761351.0,10,0,0
-0.01,1569399761801.0,10,0,0
-0.02,1569399762270.0,10,0,0
-0.01,1569399762721.0,10,0,0
-0.01,1569399763191.0,10,0,0
-0.01,1569399763700.0,10,0,0
-0.02,1569399764111.0,10,0,0
-0.01,1569399764570.0,10,0,0
0.0,1569399765021.0,10,0,0
-0.01,1569399765493.0,10,0,0
0.01,1569399765953.0,10,0,0
0.0,1569399766411.0,10,0,0
0.01,1569399766871.0,10,0,0
-0.03,1569399767330.0,10,0,0
0.0,1569399767800.0,10,0,0
-0.01,1569399768261.0,10,0,0
-0.05,1569399768721.0,10,0,0
-0.03,1569399769181.0,10,0,0
-0.03,1569399769641.0,10,0,0
-0.03,1569399770100.0,10,0,0
-0.01,1569399770561.0,10,0,0
-0.02,1569399771021.0,10,0,0
-0.05,1569399771481.0,10,0,0
0.0,1569399771941.0,10,0,0
-0.01,1569399772411.0,10,0,0
-0.07,1569399772860.0,10,0,0
-0.06,1569399773320.0,0,0,0
-0.02,1569399773781.0,0,0,0
-0.01,1569399774258.0,0,0,0
0.0,1569399774700.0,0,0,0
-0.01,1569399775161.0,2,0,0
-0.03,1569399775621.0,2,0,0
0.0,1569399776080.0,2,0,0
0.06,1569399776540.0,2,0,0
0.04,1569399776991.0,2,0,0
0.06,1569399777461.0,2,0,0
0.04,1569399777921.0,2,0,0
-0.01,1569399778381.0,2,0,0
-0.02,1569399778841.0,2,0,0
-0.03,1569399779301.0,2,0,0
-0.04,1569399779770.0,2,0,0
0.0,1569399780239.0,1,0,0
-0.03,1569399780691.0,1,0,0
-0.02,1569399781151.0,1,0,0
-0.03,1569399781670.0,1,0,0
-0.01,1569399782081.0,1,0,0
-0.02,1569399782541.0,1,0,0
-0.02,1569399783001.0,1,0,0
-0.01,1569399783461.0,1,0,0
-0.02,1569399783911.0,1,0,0
-0.02,1569399784381.0,1,0,0
-0.03,1569399784841.0,1,0,0
-0.01,1569399785301.0,1,0,0
-0.02,1569399785761.0,1,0,0
-0.01,1569399786221.0,3,0,0
-0.01,1569399786681.0,3,0,0
-0.03,1569399787163.0,3,0,0
-0.1,1569399787612.0,3,0,0
-0.1,1569399788071.0,3,0,0
-0.16,1569399788531.0,3,0,0
-0.15,1569399789017.0,3,0,0
-0.13,1569399789453.0,3,0,0
-0.08,1569399789911.0,3,0,0
-0.05,1569399790371.0,3,0,0
-0.04,1569399790841.0,3,0,0
0.0,1569399791301.0,3,0,0
-0.01,1569399791762.0,3,0,0
0.0,1569399792224.0,1,0,0
0.0,1569399792681.0,1,0,0
-0.02,1569399793160.0,1,0,0
-0.02,1569399793613.0,1,0,0
-0.03,1569399794071.0,1,0,0
-0.03,1569399794531.0,1,0,0
-0.03,1569399794991.0,1,0,0
-0.01,1569399795451.0,1,0,0
-0.02,1569399795911.0,1,0,0
-0.02,1569399796371.0,1,0,0
-0.02,1569399796831.0,1,0,0
-0.01,1569399797301.0,1,0,0
-0.01,1569399797761.0,1,0,0
-0.01,1569399798221.0,1,0,0
-0.01,1569399798671.0,1,0,0
0.0,1569399799160.0,1,0,0
-0.01,1569399799591.0,1,0,0
-0.01,1569399800051.0,1,0,0
-0.02,1569399800521.0,1,0,0
-0.02,1569399800981.0,1,0,0
-0.02,1569399801441.0,2,0,0
0.0,1569399801901.0,2,0,0
0.01,1569399802361.0,2,0,0
0.04,1569399802820.0,2,0,0
0.05,1569399803281.0,2,0,0
0.11,1569399803741.0,2,0,0
0.08,1569399804190.0,2,0,0
0.06,1569399804651.0,2,0,0
-0.04,1569399805112.0,2,0,0
-0.03,1569399805581.0,2,0,0
-0.05,1569399806031.0,4,0,0
-0.01,1569399806492.0,4,0,0
-0.02,1569399806951.0,4,0,0
0.03,1569399807421.0,4,0,0
0.05,1569399807881.0,4,0,0
0.06,1569399808341.0,4,0,0
0.04,1569399808802.0,4,0,0
0.0,1569399809261.0,4,0,0
-0.04,1569399809721.0,4,0,0
-0.08,1569399810181.0,4,0,0
-0.1,1569399810641.0,4,0,0
-0.07,1569399811091.0,4,0,0
-0.08,1569399811551.0,4,0,0
-0.07,1569399812011.0,4,0,0
-0.02,1569399812471.0,4,0,0
-0.04,1569399812931.0,4,0,0
-0.01,1569399813391.0,1,0,0
-0.01,1569399813861.0,1,0,0
-0.01,1569399814321.0,1,0,0
-0.06,1569399814781.0,1,0,0
-0.02,1569399815248.0,1,0,0
-0.01,1569399815701.0,1,0,0
-0.02,1569399816161.0,1,0,0
-0.03,1569399816621.0,1,0,0
-0.01,1569399817080.0,1,0,0
-0.02,1569399817551.0,1,0,0
-0.03,1569399818011.0,1,0,0
-0.01,1569399818482.0,1,0,0
-0.02,1569399818931.0,1,0,0
-0.02,1569399819391.0,1,0,0
-0.01,1569399819851.0,1,0,0
-0.02,1569399820311.0,1,0,0
-0.02,1569399820781.0,1,0,0
-0.02,1569399821248.0,3,1,0
-0.01,1569399821702.0,3,1,0
-0.03,1569399822162.0,3,1,0
-0.1,1569399822620.0,3,1,0
-0.14,1569399823081.0,3,1,0
-0.17,1569399823531.0,3,1,0
-0.15,1569399823991.0,3,1,0
-0.13,1569399824461.0,3,1,0
-0.15,1569399824921.0,3,1,0
-0.06,1569399825381.0,3,1,0
-0.06,1569399825896.0,3,1,0
-0.11,1569399826315.0,3,1,0
-0.04,1569399826771.0,3,1,0
0.07,1569399827221.0,3,1,0
0.05,1569399827681.0,3,1,0
0.02,1569399828142.0,3,1,0
0.0,1569399828601.0,3,1,0
-0.05,1569399829071.0,1,0,0
0.0,1569399829521.0,1,0,0
0.0,1569399829981.0,1,0,0
0.0,1569399830441.0,1,0,0
0.0,1569399830901.0,1,0,0
0.0,1569399831361.0,1,0,0
0.0,1569399831821.0,1,0,0
0.0,1569399832281.0,1,0,0
-0.01,1569399832741.0,1,0,0
0.0,1569399833201.0,1,0,0
-0.01,1569399833676.0,1,0,0
0.0,1569399834131.0,1,0,0
0.03,1569399834591.0,1,0,0
0.01,1569399835051.0,1,0,0
0.01,1569399835511.0,1,0,0
0.0,1569399835961.0,1,0,0
0.03,1569399836421.0,1,0,0
0.04,1569399836880.0,1,0,0
0.01,1569399837341.0,1,0,0
0.01,1569399837801.0,1,0,0
0.02,1569399838261.0,1,0,0
0.0,1569399838721.0,1,0,0
0.01,1569399839180.0,1,0,0
0.02,1569399839631.0,1,0,0
0.0,1569399840101.0,1,0,0
0.01,1569399840560.0,1,0,0
0.01,1569399841011.0,1,0,0
0.01,1569399841481.0,1,0,0
0.03,1569399841931.0,1,0,0
0.01,1569399842401.0,1,0,0
0.03,1569399842861.0,1,0,0
0.01,1569399843321.0,1,0,0
0.01,1569399843791.0,1,0,0
0.0,1569399844252.0,1,0,0
0.0,1569399844722.0,1,0,0
0.0,1569399845181.0,1,0,0
0.0,1569399845641.0,1,0,0
0.0,1569399846091.0,1,0,0
0.0,1569399846552.0,1,0,0
0.0,1569399847021.0,1,0,0
0.0,1569399847480.0,1,0,0
0.01,1569399847970.0,1,0,0
0.01,1569399848411.0,2,0,0
0.02,1569399848860.0,2,0,0
0.01,1569399849331.0,2,0,0
0.02,1569399849790.0,2,0,0
0.02,1569399850251.0,2,0,0
0.01,1569399850711.0,2,0,0
0.06,1569399851171.0,2,0,0
0.11,1569399851631.0,2,0,0
0.11,1569399852091.0,2,0,0
0.16,1569399852550.0,2,0,0
0.13,1569399853010.0,2,0,0
0.12,1569399853472.0,2,0,0
0.14,1569399853941.0,2,0,0
0.08,1569399854401.0,2,0,0
0.07,1569399854860.0,2,0,0
0.0,1569399855322.0,2,0,0
0.03,1569399855781.0,2,0,0
0.0,1569399856243.0,2,0,0
-0.01,1569399856700.0,2,0,0
-0.01,1569399857161.0,2,0,0
0.0,1569399857621.0,1,0,0
0.0,1569399858081.0,1,0,0
-0.01,1569399858541.0,1,0,0
0.0,1569399859001.0,1,0,0
-0.04,1569399859461.0,1,0,0
-0.02,1569399859921.0,1,0,0
-0.03,1569399860381.0,1,0,0
-0.03,1569399860831.0,1,0,0
-0.02,1569399861290.0,1,0,0
-0.02,1569399861751.0,1,0,0
-0.02,1569399862223.0,1,0,0
-0.03,1569399862733.0,1,0,0
-0.03,1569399863141.0,1,0,0
-0.02,1569399863601.0,1,0,0
-0.03,1569399864061.0,1,0,0
-0.02,1569399864521.0,1,0,0
-0.01,1569399864981.0,2,0,0
0.02,1569399865451.0,2,0,0
0.02,1569399865918.0,2,0,0
0.0,1569399866371.0,2,0,0
0.12,1569399866831.0,2,0,0
0.13,1569399867291.0,2,0,0
0.15,1569399867762.0,2,0,0
0.18,1569399868220.0,2,0,0
0.09,1569399868681.0,2,0,0
0.03,1569399869152.0,2,0,0
0.0,1569399869610.0,2,0,0
0.0,1569399870071.0,2,0,0
0.0,1569399870530.0,2,0,0
-0.04,1569399870990.0,1,0,0
0.0,1569399871451.0,1,0,0
-0.01,1569399871910.0,1,0,0
-0.02,1569399872380.0,1,0,0
0.0,1569399872841.0,1,0,0
-0.01,1569399873301.0,1,0,0
0.0,1569399873760.0,1,0,0
-0.01,1569399874223.0,1,0,0
-0.02,1569399874680.0,1,0,0
0.0,1569399875151.0,1,0,0
0.0,1569399875610.0,2,0,0
0.01,1569399876071.0,2,0,0
0.01,1569399876531.0,2,0,0
0.02,1569399876992.0,2,0,0
