DT_engineRPM,Timestamp,Action,Bump,Traffic congestion
980.0,1569399748871.0,0,0,0
981.5,1569399749321.0,0,0,0
983.0,1569399749781.0,0,0,0
979.5,1569399750250.0,0,0,0
991.0,1569399750711.0,0,0,0
899.5,1569399751170.0,0,0,0
973.5,1569399751631.0,0,0,0
983.5,1569399752089.0,0,0,0
977.5,1569399752551.0,0,0,0
977.5,1569399753011.0,0,0,0
979.5,1569399753471.0,0,0,0
978.0,1569399753941.0,0,0,0
979.5,1569399754401.0,0,0,0
978.0,1569399754860.0,0,0,0
979.0,1569399755310.0,0,0,0
975.0,1569399755780.0,0,0,0
979.0,1569399756241.0,0,0,0
984.5,1569399756691.0,0,0,0
980.5,1569399757151.0,0,0,0
981.5,1569399757611.0,0,0,0
974.0,1569399758070.0,0,0,0
979.0,1569399758531.0,10,0,0
979.0,1569399758991.0,10,0,0
981.5,1569399759485.0,10,0,0
971.5,1569399759911.0,10,0,0
970.0,1569399760371.0,10,0,0
965.0,1569399760840.0,10,0,0
956.0,1569399761291.0,10,0,0
964.0,1569399761753.0,10,0,0
968.5,1569399762211.0,10,0,0
974.0,1569399762670.0,10,0,0
970.5,1569399763131.0,10,0,0
963.0,1569399763591.0,10,0,0
953.0,1569399764051.0,10,0,0
944.5,1569399764511.0,10,0,0
972.0,1569399764971.0,10,0,0
970.5,1569399765431.0,10,0,0
970.0,1569399765891.0,10,0,0
973.5,1569399766361.0,10,0,0
959.5,1569399766820.0,10,0,0
943.5,1569399767280.0,10,0,0
951.5,1569399767741.0,10,0,0
947.5,1569399768201.0,10,0,0
936.0,1569399768661.0,10,0,0
932.5,1569399769121.0,10,0,0
956.5,1569399769591.0,10,0,0
942.0,1569399770050.0,10,0,0
950.5,1569399770511.0,10,0,0
971.5,1569399770971.0,10,0,0
978.0,1569399771431.0,10,0,0
978.5,1569399771891.0,10,0,0
954.0,1569399772350.0,10,0,0
952.5,1569399772810.0,10,0,0
961.0,1569399773271.0,0,0,0
983.5,1569399773731.0,0,0,0
991.0,1569399774250.0,0,0,0
992.5,1569399774660.0,0,0,0
1061.5,1569399775112.0,2,0,0
938.5,1569399775570.0,2,0,0
944.5,1569399776031.0,2,0,0
965.0,1569399776484.0,2,0,0
973.0,1569399776942.0,2,0,0
987.5,1569399777411.0,2,0,0
983.0,1569399777861.0,2,0,0
1008.0,1569399778321.0,2,0,0
1009.5,1569399778791.0,2,0,0
1006.0,1569399779251.0,2,0,0
1007.5,1569399779721.0,2,0,0
1037.5,1569399780181.0,1,0,0
1067.0,1569399780642.0,1,0,0
1114.5,1569399781091.0,1,0,0
1155.5,1569399781561.0,1,0,0
1207.5,1569399782021.0,1,0,0
1252.0,1569399782481.0,1,0,0
1313.0,1569399782941.0,1,0,0
1344.0,1569399783401.0,1,0,0
1368.5,1569399783861.0,1,0,0
1415.5,1569399784321.0,1,0,0
1494.0,1569399784813.0,1,0,0
1526.5,1569399785251.0,1,0,0
1484.5,1569399785711.0,1,0,0
1239.0,1569399786171.0,1,0,0
1091.5,1569399786631.0,3,0,0
1128.5,1569399787091.0,3,0,0
1108.0,1569399787551.0,3,0,0
1086.5,1569399788021.0,3,0,0
1062.0,1569399788481.0,3,0,0
1042.5,1569399788941.0,3,0,0
1029.0,1569399789401.0,3,0,0
1029.0,1569399789861.0,3,0,0
1093.0,1569399790321.0,3,0,0
1150.0,1569399790781.0,3,0,0
1142.5,1569399791251.0,3,0,0
1122.5,1569399791711.0,3,0,0
1141.0,1569399792202.0,3,0,0
1158.5,1569399792631.0,1,0,0
1206.0,1569399793091.0,1,0,0
1214.5,1569399793561.0,1,0,0
1174.5,1569399794021.0,1,0,0
1119.0,1569399794481.0,1,0,0
1051.0,1569399794941.0,1,0,0
1025.5,1569399795400.0,1,0,0
1014.0,1569399795861.0,1,0,0
1006.0,1569399796322.0,1,0,0
