DT_tiltAccAngle,Timestamp,Action,Bump,Traffic congestion
0.0,1569399748979.0,0,0,0
0.0,1569399749441.0,0,0,0
0.0,1569399749901.0,0,0,0
0.0,1569399750371.0,0,0,0
0.0,1569399750829.0,0,0,0
0.0,1569399751289.0,0,0,0
0.0,1569399751751.0,0,0,0
0.0,1569399752211.0,0,0,0
0.0,1569399752671.0,0,0,0
0.0,1569399753138.0,0,0,0
0.0,1569399753591.0,0,0,0
0.0,1569399754061.0,0,0,0
0.0,1569399754521.0,0,0,0
0.0,1569399754969.0,0,0,0
0.0,1569399755429.0,0,0,0
0.0,1569399755901.0,0,0,0
0.0,1569399756350.0,0,0,0
0.0,1569399756810.0,0,0,0
0.0,1569399757271.0,0,0,0
0.0,1569399757730.0,0,0,0
0.0,1569399758191.0,10,0,0
0.0,1569399758660.0,10,0,0
0.0,1569399759111.0,10,0,0
0.0,1569399759571.0,10,0,0
0.0,1569399760031.0,10,0,0
0.0,1569399760494.0,10,0,0
0.0,1569399760951.0,10,0,0
0.0,1569399761411.0,10,0,0
0.0,1569399761870.0,10,0,0
0.0,1569399762331.0,10,0,0
0.0,1569399762791.0,10,0,0
0.0,1569399763250.0,10,0,0
0.0,1569399763710.0,10,0,0
0.0,1569399764171.0,10,0,0
0.0,1569399764631.0,10,0,0
0.0,1569399765091.0,10,0,0
0.0,1569399765551.0,10,0,0
0.0,1569399766010.0,10,0,0
0.0,1569399766482.0,10,0,0
0.0,1569399766940.0,10,0,0
0.0,1569399767401.0,10,0,0
0.0,1569399767860.0,10,0,0
0.0,1569399768320.0,10,0,0
0.0,1569399768781.0,10,0,0
0.0,1569399769251.0,10,0,0
0.0,1569399769711.0,10,0,0
0.0,1569399770171.0,10,0,0
0.0,1569399770631.0,10,0,0
0.0,1569399771091.0,10,0,0
0.0,1569399771551.0,10,0,0
0.0,1569399772011.0,10,0,0
0.0,1569399772471.0,10,0,0
0.0,1569399772931.0,10,0,0
0.0,1569399773381.0,0,0,0
0.0,1569399773840.0,0,0,0
0.0,1569399774311.0,0,0,0
0.0,1569399774771.0,2,0,0
0.0,1569399775235.0,2,0,0
0.0,1569399775691.0,2,0,0
0.0,1569399776141.0,2,0,0
0.0,1569399776600.0,2,0,0
0.0,1569399777060.0,2,0,0
0.0,1569399777531.0,2,0,0
0.0,1569399777981.0,2,0,0
0.0,1569399778469.0,2,0,0
0.0,1569399778901.0,2,0,0
0.0,1569399779371.0,2,0,0
0.0,1569399779841.0,2,0,0
0.0,1569399780301.0,1,0,0
0.0,1569399780761.0,1,0,0
0.0,1569399781210.0,1,0,0
0.0,1569399781691.0,1,0,0
0.0,1569399782143.0,1,0,0
0.0,1569399782601.0,1,0,0
0.0,1569399783061.0,1,0,0
0.0,1569399783521.0,1,0,0
0.0,1569399783981.0,1,0,0
0.0,1569399784441.0,1,0,0
0.0,1569399784901.0,1,0,0
0.0,1569399785371.0,1,0,0
0.0,1569399785861.0,1,0,0
0.0,1569399786291.0,3,0,0
0.0,1569399786751.0,3,0,0
0.0,1569399787211.0,3,0,0
0.0,1569399787671.0,3,0,0
0.0,1569399788131.0,3,0,0
0.0,1569399788601.0,3,0,0
0.0,1569399789061.0,3,0,0
0.0,1569399789521.0,3,0,0
0.0,1569399789981.0,3,0,0
0.0,1569399790441.0,3,0,0
0.0,1569399790901.0,3,0,0
0.0,1569399791361.0,3,0,0
0.0,1569399791831.0,3,0,0
0.0,1569399792291.0,1,0,0
0.0,1569399792751.0,1,0,0
0.0,1569399793211.0,1,0,0
0.0,1569399793681.0,1,0,0
0.0,1569399794160.0,1,0,0
0.0,1569399794601.0,1,0,0
0.0,1569399795061.0,1,0,0
0.0,1569399795522.0,1,0,0
0.0,1569399795981.0,1,0,0
0.0,1569399796441.0,1,0,0
0.0,1569399796901.0,1,0,0
0.0,1569399797361.0,1,0,0
0.0,1569399797820.0,1,0,0
0.0,1569399798282.0,1,0,0
0.0,1569399798742.0,1,0,0
0.0,1569399799201.0,1,0,0
0.0,1569399799661.0,1,0,0
0.0,1569399800121.0,1,0,0
0.0,1569399800585.0,1,0,0
0.0,1569399801051.0,1,0,0
0.0,1569399801501.0,2,0,0
0.0,1569399801961.0,2,0,0
0.0,1569399802431.0,2,0,0
0.0,1569399802891.0,2,0,0
0.0,1569399803340.0,2,0,0
0.0,1569399803801.0,2,0,0
0.0,1569399804261.0,2,0,0
0.0,1569399804721.0,2,0,0
0.0,1569399805183.0,2,0,0
0.0,1569399805641.0,2,0,0
0.0,1569399806101.0,4,0,0
0.0,1569399806561.0,4,0,0
0.0,1569399807021.0,4,0,0
0.0,1569399807481.0,4,0,0
0.0,1569399807941.0,4,0,0
0.0,1569399808401.0,4,0,0
0.0,1569399808871.0,4,0,0
0.0,1569399809331.0,4,0,0
0.0,1569399809781.0,4,0,0
0.0,1569399810242.0,4,0,0
0.0,1569399810701.0,4,0,0
0.0,1569399811161.0,4,0,0
0.0,1569399811621.0,4,0,0
0.0,1569399812081.0,4,0,0
0.0,1569399812541.0,4,0,0
0.0,1569399813001.0,4,0,0
0.0,1569399813461.0,1,0,0
0.0,1569399813921.0,1,0,0
0.0,1569399814381.0,1,0,0
0.0,1569399814842.0,1,0,0
0.0,1569399815324.0,1,0,0
0.0,1569399815761.0,1,0,0
0.0,1569399816236.0,1,0,0
0.0,1569399816692.0,1,0,0
0.0,1569399817161.0,1,0,0
0.0,1569399817620.0,1,0,0
0.0,1569399818081.0,1,0,0
0.0,1569399818541.0,1,0,0
0.0,1569399819001.0,1,0,0
0.0,1569399819461.0,1,0,0
0.0,1569399819921.0,1,0,0
0.0,1569399820381.0,1,0,0
0.0,1569399820841.0,1,0,0
0.0,1569399821311.0,3,1,0
0.0,1569399821762.0,3,1,0
0.0,1569399822231.0,3,1,0
0.0,1569399822681.0,3,1,0
0.0,1569399823141.0,3,1,0
0.0,1569399823602.0,3,1,0
0.0,1569399824060.0,3,1,0
0.0,1569399824521.0,3,1,0
0.0,1569399824991.0,3,1,0
0.0,1569399825451.0,3,1,0
0.0,1569399825911.0,3,1,0
0.0,1569399826371.0,3,1,0
0.0,1569399826831.0,3,1,0
0.0,1569399827291.0,3,1,0
0.0,1569399827751.0,3,1,0
0.0,1569399828211.0,3,1,0
0.0,1569399828677.0,3,1,0
0.0,1569399829131.0,1,0,0
0.0,1569399829591.0,1,0,0
0.0,1569399830051.0,1,0,0
0.0,1569399830513.0,1,0,0
0.0,1569399830971.0,1,0,0
0.0,1569399831421.0,1,0,0
0.0,1569399831891.0,1,0,0
0.0,1569399832351.0,1,0,0
0.0,1569399832811.0,1,0,0
0.0,1569399833281.0,1,0,0
0.0,1569399833731.0,1,0,0
0.0,1569399834191.0,1,0,0
0.0,1569399834653.0,1,0,0
0.0,1569399835111.0,1,0,0
0.0,1569399835571.0,1,0,0
0.0,1569399836032.0,1,0,0
0.0,1569399836481.0,1,0,0
0.0,1569399836941.0,1,0,0
0.0,1569399837411.0,1,0,0
0.0,1569399837861.0,1,0,0
0.0,1569399838321.0,1,0,0
0.0,1569399838781.0,1,0,0
0.0,1569399839241.0,1,0,0
0.0,1569399839701.0,1,0,0
0.0,1569399840161.0,1,0,0
0.0,1569399840621.0,1,0,0
0.0,1569399841081.0,1,0,0
0.0,1569399841541.0,1,0,0
0.0,1569399842001.0,1,0,0
0.0,1569399842460.0,1,0,0
0.0,1569399842921.0,1,0,0
0.0,1569399843391.0,1,0,0
0.0,1569399843851.0,1,0,0
0.0,1569399844321.0,1,0,0
0.0,1569399844803.0,1,0,0
0.0,1569399845241.0,1,0,0
0.0,1569399845702.0,1,0,0
0.0,1569399846161.0,1,0,0
0.0,1569399846622.0,1,0,0
0.0,1569399847081.0,1,0,0
0.0,1569399847551.0,1,0,0
0.0,1569399848011.0,1,0,0
0.0,1569399848471.0,2,0,0
0.0,1569399848930.0,2,0,0
0.0,1569399849394.0,2,0,0
0.0,1569399849851.0,2,0,0
0.0,1569399850310.0,2,0,0
0.0,1569399850771.0,2,0,0
0.0,1569399851242.0,2,0,0
0.0,1569399851701.0,2,0,0
0.0,1569399852168.0,2,0,0
0.0,1569399852620.0,2,0,0
0.0,1569399853081.0,2,0,0
0.0,1569399853541.0,2,0,0
0.0,1569399854001.0,2,0,0
0.0,1569399854461.0,2,0,0
0.0,1569399854931.0,2,0,0
0.0,1569399855391.0,2,0,0
0.0,1569399855852.0,2,0,0
0.0,1569399856311.0,2,0,0
0.0,1569399856772.0,2,0,0
0.0,1569399857233.0,2,0,0
0.0,1569399857691.0,1,0,0
0.0,1569399858151.0,1,0,0
0.0,1569399858602.0,1,0,0
0.0,1569399859071.0,1,0,0
0.0,1569399859565.0,1,0,0
0.0,1569399859991.0,1,0,0
0.0,1569399860441.0,1,0,0
0.0,1569399860902.0,1,0,0
0.0,1569399861361.0,1,0,0
0.0,1569399861823.0,1,0,0
0.0,1569399862281.0,1,0,0
0.0,1569399862741.0,1,0,0
0.0,1569399863201.0,1,0,0
0.0,1569399863661.0,1,0,0
0.0,1569399864121.0,1,0,0
0.0,1569399864591.0,1,0,0
0.0,1569399865051.0,2,0,0
0.0,1569399865512.0,2,0,0
0.0,1569399865981.0,2,0,0
0.0,1569399866431.0,2,0,0
0.0,1569399866901.0,2,0,0
0.0,1569399867360.0,2,0,0
0.0,1569399867821.0,2,0,0
0.0,1569399868291.0,2,0,0
0.0,1569399868751.0,2,0,0
0.0,1569399869210.0,2,0,0
0.0,1569399869677.0,2,0,0
0.0,1569399870139.0,2,0,0
0.0,1569399870601.0,2,0,0
0.0,1569399871061.0,1,0,0
0.0,1569399871511.0,1,0,0
0.0,1569399871991.0,1,0,0
0.0,1569399872451.0,1,0,0
0.0,1569399872911.0,1,0,0
0.0,1569399873371.0,1,0,0
0.0,1569399873831.0,1,0,0
0.0,1569399874291.0,1,0,0
0.0,1569399874751.0,1,0,0
0.0,1569399875222.0,1,0,0
0.0,1569399875682.0,2,0,0
0.0,1569399876141.0,2,0,0
0.0,1569399876601.0,2,0,0
0.0,1569399877061.0,2,0,0
0.0,1569399877561.0,2,0,0
0.0,1569399877980.0,2,0,0
0.0,1569399878441.0,2,0,0
0.0,1569399878901.0,2,0,0
0.0,1569399879360.0,2,0,0
0.0,1569399879821.0,2,0,0
0.0,1569399880280.0,2,0,0
0.0,1569399880741.0,2,0,0
0.0,1569399881200.0,2,0,0
0.0,1569399881664.0,2,0,0
0.0,1569399882121.0,2,0,0
0.0,1569399882580.0,2,0,0
0.0,1569399883040.0,2,0,0
0.0,1569399883508.0,2,0,0
0.0,1569399883961.0,2,0,0
0.0,1569399884420.0,2,0,0
0.0,1569399884881.0,2,0,0
0.0,1569399885340.0,2,0,0
0.0,1569399885810.0,2,0,0
0.0,1569399886270.0,2,0,0
0.0,1569399886730.0,2,0,0
0.0,1569399887192.0,2,0,0
0.0,1569399887652.0,1,0,0
0.0,1569399888111.0,1,0,0
0.0,1569399888570.0,1,0,0
0.0,1569399889030.0,1,0,0
0.0,1569399889491.0,1,0,0
0.0,1569399889951.0,1,0,0
0.0,1569399890401.0,1,0,0
0.0,1569399890860.0,1,0,0
0.0,1569399891320.0,1,0,0
0.0,1569399891781.0,1,0,0
0.0,1569399892256.0,1,0,0
0.0,1569399892702.0,1,0,0
0.0,1569399893177.0,1,0,0
0.0,1569399893620.0,1,0,0
0.0,1569399894091.0,1,0,0
0.0,1569399894541.0,1,0,0
0.0,1569399895000.0,2,0,0
0.0,1569399895471.0,2,0,0
0.0,1569399895931.0,2,0,0
0.0,1569399896381.0,2,0,0
0.0,1569399896842.0,2,0,0
0.0,1569399897301.0,2,0,0
0.0,1569399897761.0,2,0,0
0.0,1569399898211.0,2,0,0
0.0,1569399898674.0,2,0,0
0.0,1569399899131.0,2,0,0
0.0,1569399899594.0,2,0,0
0.0,1569399900051.0,3,0,0
0.0,1569399900511.0,3,0,0
0.0,1569399900971.0,3,0,0
0.0,1569399901431.0,3,0,0
0.0,1569399901892.0,3,0,0
0.0,1569399902351.0,3,0,0
0.0,1569399902812.0,3,0,0
0.0,1569399903271.0,3,0,0
0.0,1569399903732.0,1,0,0
0.0,1569399904192.0,1,0,0
0.0,1569399904651.0,1,0,0
0.0,1569399905111.0,1,0,0
0.0,1569399905571.0,1,0,0
0.0,1569399906042.0,1,0,0
0.0,1569399906501.0,3,1,0
0.0,1569399906997.0,3,1,0
0.0,1569399907421.0,3,1,0
0.0,1569399907892.0,3,1,0
0.0,1569399908351.0,3,1,0
0.0,1569399908811.0,3,1,0
0.0,1569399909270.0,3,1,0
0.0,1569399909732.0,3,1,0
0.0,1569399910191.0,3,1,0
0.0,1569399910652.0,3,1,0
0.0,1569399911111.0,3,1,0
0.0,1569399911571.0,3,1,0
0.0,1569399912032.0,3,1,0
0.0,1569399912491.0,3,1,0
0.0,1569399912952.0,3,1,0
0.0,1569399913412.0,2,0,0
0.0,1569399913872.0,2,0,0
0.0,1569399914332.0,2,0,0
0.0,1569399914792.0,2,0,0
0.0,1569399915252.0,2,0,0
0.0,1569399915712.0,2,0,0
0.0,1569399916174.0,2,0,0
0.0,1569399916633.0,2,0,0
0.0,1569399917100.0,1,0,0
0.0,1569399917560.0,1,0,0
0.0,1569399918022.0,1,0,0
0.0,1569399918482.0,1,0,0
0.0,1569399918943.0,1,0,0
0.0,1569399919402.0,1,0,0
0.0,1569399919860.0,1,0,0
0.0,1569399920322.0,1,0,0
0.0,1569399920783.0,1,0,0
0.0,1569399921238.0,1,0,0
0.0,1569399921693.0,1,0,0
0.0,1569399922152.0,1,0,0
0.0,1569399922621.0,1,0,0
0.0,1569399923072.0,1,0,0
0.0,1569399923532.0,1,0,0
0.0,1569399924002.0,1,0,0
0.0,1569399924472.0,3,0,0
0.0,1569399924931.0,3,0,0
0.0,1569399925392.0,3,0,0
0.0,1569399925852.0,3,0,0
0.0,1569399926312.0,3,0,0
0.0,1569399926782.0,3,0,0
0.0,1569399927242.0,3,0,0
0.0,1569399927702.0,3,0,0
0.0,1569399928162.0,3,0,0
0.0,1569399928622.0,1,0,0
0.0,1569399929117.0,1,0,0
0.0,1569399929541.0,1,0,0
0.0,1569399930002.0,1,0,0
0.0,1569399930463.0,5,0,0
0.0,1569399930921.0,5,0,0
0.0,1569399931382.0,5,0,0
0.0,1569399931842.0,5,0,0
0.0,1569399932302.0,5,0,0
0.0,1569399932762.0,5,0,0
0.0,1569399933222.0,5,0,0
0.0,1569399933693.0,5,0,0
0.0,1569399934142.0,5,0,0
0.0,1569399934602.0,5,0,0
0.0,1569399935062.0,5,0,0
0.0,1569399935525.0,5,0,0
0.0,1569399935982.0,1,0,0
0.0,1569399936442.0,1,0,0
0.0,1569399936902.0,1,0,0
0.0,1569399937362.0,1,0,0
0.0,1569399937822.0,2,0,0
0.0,1569399938282.0,2,0,0
0.0,1569399938742.0,2,0,0
0.0,1569399939202.0,2,0,0
0.0,1569399939668.0,2,0,0
0.0,1569399940122.0,2,0,0
0.0,1569399940582.0,2,0,0
0.0,1569399941042.0,2,0,0
0.0,1569399941502.0,2,0,0
0.0,1569399941962.0,1,0,0
0.0,1569399942422.0,1,0,0
0.0,1569399942892.0,1,0,0
0.0,1569399943352.0,1,0,0
0.0,1569399943813.0,1,0,0
0.0,1569399944272.0,1,0,0
0.0,1569399944732.0,1,0,0
0.0,1569399945192.0,1,0,0
0.0,1569399945652.0,1,0,0
0.0,1569399946112.0,1,0,0
0.0,1569399946572.0,1,0,0
0.0,1569399947032.0,1,0,0
0.0,1569399947493.0,1,0,0
0.0,1569399947952.0,1,0,0
0.0,1569399948421.0,1,0,0
0.0,1569399948882.0,1,0,0
0.0,1569399949342.0,1,0,0
0.0,1569399949802.0,2,0,0
0.0,1569399950272.0,2,0,0
0.0,1569399950732.0,2,0,0
0.0,1569399951192.0,2,0,0
0.0,1569399951652.0,2,0,0
0.0,1569399952112.0,2,0,0
0.0,1569399952572.0,2,0,0
0.0,1569399953032.0,2,0,0
0.0,1569399953492.0,2,0,0
0.0,1569399953952.0,2,0,0
0.0,1569399954412.0,2,0,0
0.0,1569399954883.0,2,0,0
0.0,1569399955332.0,2,0,0
0.0,1569399955792.0,2,0,0
0.0,1569399956252.0,5,0,0
0.0,1569399956712.0,5,0,0
0.0,1569399957182.0,5,0,0
0.0,1569399957652.0,5,0,0
0.0,1569399958092.0,5,0,0
0.0,1569399958552.0,5,0,0
0.0,1569399959012.0,5,0,0
0.0,1569399959472.0,5,0,0
0.0,1569399959932.0,5,0,0
0.0,1569399960402.0,5,0,0
0.0,1569399960872.0,5,0,0
0.0,1569399961322.0,5,0,0
