DT_steerAngle,Timestamp,Action,Bump,Traffic congestion
-1.0,1569399748771.0,0,0,0
-1.0,1569399749226.0,0,0,0
-1.0,1569399749691.0,0,0,0
-1.0,1569399750152.0,0,0,0
-1.0,1569399750617.0,0,0,0
-1.0,1569399751071.0,0,0,0
-0.9,1569399751532.0,0,0,0
-0.2,1569399751997.0,0,0,0
-0.9,1569399752457.0,0,0,0
-0.9,1569399752917.0,0,0,0
-0.9,1569399753377.0,0,0,0
-0.9,1569399753840.0,0,0,0
-0.7000000000000001,1569399754302.0,0,0,0
-0.5,1569399754761.0,0,0,0
-0.4,1569399755217.0,0,0,0
-0.5,1569399755682.0,0,0,0
-0.6000000000000001,1569399756143.0,0,0,0
-0.7000000000000001,1569399756601.0,0,0,0
-0.30000000000000004,1569399757056.0,0,0,0
0.1,1569399757517.0,0,0,0
-3.9000000000000004,1569399757972.0,0,0,0
-8.200000000000001,1569399758436.0,10,0,0
-23.200000000000003,1569399758891.0,10,0,0
-32.9,1569399759356.0,10,0,0
-73.0,1569399759816.0,10,0,0
-121.9,1569399760276.0,10,0,0
-167.10000000000002,1569399760736.0,10,0,0
-215.0,1569399761195.0,10,0,0
-207.20000000000002,1569399761659.0,10,0,0
-175.60000000000002,1569399762115.0,10,0,0
-166.70000000000002,1569399762576.0,10,0,0
-132.5,1569399763035.0,10,0,0
-105.2,1569399763496.0,10,0,0
-33.6,1569399763956.0,10,0,0
-0.4,1569399764417.0,10,0,0
-0.4,1569399764871.0,10,0,0
-20.400000000000002,1569399765336.0,10,0,0
-91.10000000000001,1569399765813.0,10,0,0
-177.10000000000002,1569399766266.0,10,0,0
-282.1,1569399766726.0,10,0,0
-418.3,1569399767181.0,10,0,0
-491.6,1569399767641.0,10,0,0
-486.5,1569399768106.0,10,0,0
-486.0,1569399768566.0,10,0,0
-485.20000000000005,1569399769031.0,10,0,0
-484.8,1569399769491.0,10,0,0
-484.70000000000005,1569399769951.0,10,0,0
-484.5,1569399770411.0,10,0,0
-484.1,1569399770871.0,10,0,0
-483.90000000000003,1569399771331.0,10,0,0
-484.0,1569399771796.0,10,0,0
-481.90000000000003,1569399772256.0,10,0,0
-481.3,1569399772716.0,10,0,0
-465.0,1569399773171.0,0,0,0
-456.90000000000003,1569399773631.0,0,0,0
-456.90000000000003,1569399774091.0,0,0,0
-456.90000000000003,1569399774556.0,0,0,0
-424.0,1569399775011.0,2,0,0
-229.5,1569399775471.0,2,0,0
-138.6,1569399775931.0,2,0,0
44.800000000000004,1569399776386.0,2,0,0
198.5,1569399776846.0,2,0,0
323.1,1569399777311.0,2,0,0
406.6,1569399777771.0,2,0,0
375.70000000000005,1569399778241.0,2,0,0
291.0,1569399778686.0,2,0,0
157.20000000000002,1569399779151.0,2,0,0
59.7,1569399779616.0,2,0,0
24.6,1569399780086.0,1,0,0
3.1,1569399780546.0,1,0,0
-22.0,1569399781001.0,1,0,0
-22.3,1569399781461.0,1,0,0
-20.400000000000002,1569399781921.0,1,0,0
-19.1,1569399782386.0,1,0,0
-17.8,1569399782846.0,1,0,0
