DT_acceleration,Timestamp,Action,Bump,Traffic congestion
0.0,1569399748851.0,0,0,0
0.0,1569399749311.0,0,0,0
0.0,1569399749770.0,0,0,0
0.0,1569399750240.0,0,0,0
0.0,1569399750701.0,0,0,0
0.0,1569399751161.0,0,0,0
0.0,1569399751621.0,0,0,0
0.0,1569399752079.0,0,0,0
0.0,1569399752541.0,0,0,0
0.0,1569399753001.0,0,0,0
0.0,1569399753462.0,0,0,0
0.0,1569399753921.0,0,0,0
0.0,1569399754381.0,0,0,0
0.0,1569399754839.0,0,0,0
0.0,1569399755299.0,0,0,0
0.0,1569399755770.0,0,0,0
0.0,1569399756228.0,0,0,0
0.0,1569399756680.0,0,0,0
0.0,1569399757143.0,0,0,0
0.0,1569399757601.0,0,0,0
0.0,1569399758060.0,0,0,0
0.0,1569399758521.0,10,0,0
0.0,1569399758981.0,10,0,0
0.0,1569399759484.0,10,0,0
0.017,1569399759901.0,10,0,0
0.109,1569399760361.0,10,0,0
0.20700000000000002,1569399760820.0,10,0,0
0.381,1569399761281.0,10,0,0
0.20800000000000002,1569399761741.0,10,0,0
0.061,1569399762201.0,10,0,0
0.083,1569399762661.0,10,0,0
0.127,1569399763121.0,10,0,0
0.112,1569399763581.0,10,0,0
-0.034,1569399764041.0,10,0,0
-0.097,1569399764501.0,10,0,0
-0.041,1569399764961.0,10,0,0
0.041,1569399765420.0,10,0,0
0.025,1569399765881.0,10,0,0
0.03,1569399766351.0,10,0,0
0.132,1569399766810.0,10,0,0
0.039,1569399767270.0,10,0,0
-0.096,1569399767732.0,10,0,0
0.18,1569399768191.0,10,0,0
0.156,1569399768659.0,10,0,0
-0.128,1569399769112.0,10,0,0
-0.136,1569399769581.0,10,0,0
-0.101,1569399770041.0,10,0,0
-0.069,1569399770493.0,10,0,0
-0.009000000000000001,1569399770961.0,10,0,0
0.14300000000000002,1569399771411.0,10,0,0
-0.12,1569399771881.0,10,0,0
0.11,1569399772341.0,10,0,0
-0.03,1569399772800.0,10,0,0
-0.649,1569399773261.0,0,0,0
-0.54,1569399773711.0,0,0,0
-0.273,1569399774181.0,0,0,0
-0.14400000000000002,1569399774641.0,0,0,0
-0.064,1569399775101.0,2,0,0
-0.027,1569399775561.0,2,0,0
0.107,1569399776011.0,2,0,0
0.8290000000000001,1569399776471.0,2,0,0
0.849,1569399776931.0,2,0,0
0.6880000000000001,1569399777406.0,2,0,0
0.536,1569399777851.0,2,0,0
0.34800000000000003,1569399778311.0,2,0,0
